
TABLE II. (Part 2)  Provisional cases of selected notifiable diseases, United States, week ending March 28, 2009 (WEEK 12)*

column labels in same order that data fields appears in each record below:
Reporting Area
Giardiasis current week
Giardiasis previous 52 weeks median 
Giardiasis previous 52 weeks maximum 
Giardiasis cummulative for 2009
Giardiasis cummulative for 2008
Gonorrhea current week
Gonorrhea previous 52 weeks median 
Gonorrhea previous 52 weeks maximum 
Gonorrhea cummulative for 2009
Gonorrhea cummulative for 2008
Haemophilus influenzae, invasive, All ages, all serotypes† current week
Haemophilus influenzae, invasive, All ages, all serotypes† previous 52 weeks median 
Haemophilus influenzae, invasive, All ages, all serotypes† previous 52 weeks maximum 
Haemophilus influenzae, invasive, All ages, all serotypes† cummulative for 2009
Haemophilus influenzae, invasive, All ages, all serotypes† cummulative for 2008

tab delimited data:
test
UNITED STATES	175	309	622	2,979	3,239	2,462	5,893	6,843	53,116	72,015	26	47	104	576	773						
NEW ENGLAND	8	27	65	253	306	114	100	301	1,144	1,067	-	3	17	36	42						
Conn.	1	6	14	51	65	42	51	275	511	359	-	0	11	10	1						
Maine	1	4	12	42	24	3	2	7	30	21	-	0	2	2	4						
Mass.	5	11	27	102	137	52	38	113	500	573	-	1	5	20	29						
N.H.	1	3	11	18	26	1	2	5	21	24	-	0	2	2	5						
R.I.	-	1	8	11	24	16	5	13	72	83	-	0	7	1	-						
Vt.	-	3	15	29	30	-	1	3	10	7	-	0	3	1	3						
MID. ATLANTIC	39	59	108	534	615	322	608	1,077	6,419	6,679	7	10	23	112	131						
N.J.	-	0	14	-	113	37	91	146	745	1,369	-	1	5	10	26						
N.Y. (Upstate)	23	23	73	237	185	117	115	621	1,231	1,238	3	3	19	36	31						
N.Y. City	4	16	30	160	168	110	208	584	2,493	1,470	-	2	6	13	19						
Pa.	12	15	46	137	149	58	202	267	1,950	2,602	4	4	10	53	55						
E.N. CENTRAL	15	49	88	417	495	438	1,185	1,558	9,551	15,906	1	7	18	64	114						
Ill.	-	11	32	57	130	115	366	480	2,365	4,403	-	2	7	16	43						
Ind.	N	0	7	N	N	116	146	254	1,547	1,979	-	1	13	10	13						
