
TABLE II. (Part 9)  Provisional cases of selected notifiable diseases, United States, week ending September 15, 2012 (WEEK 37)*

column labels in same order that data fields appears in each record below:
Reporting Area
Shigellosis current week
Shigellosis previous 52 weeks median 
Shigellosis previous 52 weeks maximum 
Shigellosis cummulative for 2012
Shigellosis cummulative for 2011
Spotted Fever Rickettsiosis (including RMSF) † Confirmed current week
Spotted Fever Rickettsiosis (including RMSF) † Confirmed previous 52 weeks median 
Spotted Fever Rickettsiosis (including RMSF) † Confirmed previous 52 weeks maximum 
Spotted Fever Rickettsiosis (including RMSF) † Confirmed cummulative for 2012
Spotted Fever Rickettsiosis (including RMSF) † Confirmed cummulative for 2011
Spotted Fever Rickettsiosis (including RMSF) † Probable current week
Spotted Fever Rickettsiosis (including RMSF) † Probable previous 52 weeks median 
Spotted Fever Rickettsiosis (including RMSF) † Probable previous 52 weeks maximum 
Spotted Fever Rickettsiosis (including RMSF) † Probable cummulative for 2012
Spotted Fever Rickettsiosis (including RMSF) † Probable cummulative for 2011

tab delimited data:
test
UNITED STATES	231	264	426	9,009	8,496	1	3	9	133	177	42	54	350	2,754	1,517						
NEW ENGLAND	-	3	13	109	195	-	0	1	1	2	-	0	2	13	7						
Conn.	-	0	2	22	34	-	0	0	-	-	-	0	0	-	-						
Maine	-	0	8	6	19	-	0	0	-	-	-	0	1	3	-						
Mass.	-	2	7	68	129	-	0	0	-	-	-	0	2	6	4						
N.H.	-	0	1	5	3	-	0	0	-	2	-	0	1	1	1						
R.I.	-	0	5	6	6	-	0	0	-	-	-	0	1	3	2						
Vt.	-	0	1	2	4	-	0	1	1	-	-	0	0	-	-						
MID. ATLANTIC	33	45	89	1,715	614	-	0	2	17	4	1	2	8	52	112						
N.J.	-	20	47	750	149	-	0	0	-	2	-	0	7	1	88						
N.Y. (Upstate)	25	10	41	450	181	-	0	1	4	2	1	0	3	11	5						
N.Y. City	8	13	28	427	201	-	0	0	-	-	-	0	2	15	6						
Pa.	-	2	8	88	83	-	0	2	13	-	-	0	4	25	13						
E.N. CENTRAL	79	19	60	1,040	675	1	0	3	18	8	3	2	13	152	88						
Ill.	-	3	10	119	197	-	0	1	4	-	-	1	10	92	45						
Ind.	-	1	14	70	58	-	0	3	13	3	3	0	5	43	23						
Mich.	-	4	14	131	127	-	0	0	-	-	-	0	1	2	2						
Ohio	79	10	52	720	235	1	0	0	1	3	-	0	2	15	12						
Wis.	-	0	4	-	58	-	0	0	-	2	-	0	1	-	6						
W.N. CENTRAL	11	8	29	345	281	-	0	6	24	19	-	4	34	407	238						
Iowa	1	0	5	35	11	-	0	0	-	-	-	0	1	6	6						
Kans.	1	2	9	91	41	-	0	0	-	-	-	0	0	-	-						
Minn.	-	0	4	-	63	-	0	0	-	-	-	0	1	-	9						
Mo.	2	2	7	73	151	-	0	5	22	11	-	4	34	395	219						
Nebr.	7	0	20	135	11	-	0	1	1	5	-	0	1	5	4						
N. Dak.	-	0	2	4	-	-	0	1	1	2	-	0	0	-	-						
S. Dak.	-	0	2	7	4	-	0	0	-	1	-	0	1	1	-						
S. ATLANTIC	45	66	135	2,194	2,689	-	1	4	45	108	26	12	80	726	376						
Del.	-	0	2	8	3	-	0	0	-	-	-	0	2	19	18						
D.C.	-	0	6	14	20	-	0	0	-	1	-	0	1	1	1						
Fla.	33	41	66	1,394	1,886	-	0	1	2	2	1	0	4	28	5						
Ga.	4	14	24	438	426	-	1	3	29	79	-	0	0	-	-						
Md.	4	3	15	167	71	-	0	1	-	2	-	0	3	21	19						
N.C.	2	2	9	93	167	-	0	3	5	11	18	0	52	262	189						
S.C.	-	1	54	18	38	-	0	1	6	10	-	0	5	34	16						
Va.	2	1	7	61	73	-	0	1	3	3	7	6	34	361	125						
W. Va.	-	0	1	1	5	-	0	0	-	-	-	0	1	-	3						
E.S. CENTRAL	17	21	52	786	595	-	0	2	8	9	12	8	56	713	288						
Ala.	2	6	22	206	145	-	0	1	3	3	3	2	10	103	55						
Ky.	12	5	21	268	184	-	0	1	3	1	-	0	7	50	-						
Miss.	2	5	24	186	119	-	0	0	-	1	-	0	2	4	19						
Tenn.	1	3	10	126	147	-	0	2	2	4	9	6	50	556	214						
W.S. CENTRAL	25	56	189	1,659	2,064	-	0	6	3	9	-	13	292	644	365						
Ark.	1	1	7	51	66	-	0	2	2	6	-	10	65	556	326						
La.	-	4	18	115	335	-	0	0	-	-	-	0	1	4	7						
Okla.	7	7	55	331	73	-	0	5	1	2	-	0	260	49	21						
Tex.	17	39	122	1,162	1,590	-	0	1	-	1	-	1	13	35	11						
MOUNTAIN	4	12	30	395	621	-	0	3	10	16	-	1	5	40	38						
Ariz.	2	6	22	228	261	-	0	3	10	15	-	1	4	26	23						
Colo.	-	1	19	53	65	-	0	0	-	-	-	0	1	2	2						
Idaho	-	0	2	7	15	-	0	0	-	-	-	0	2	4	1						
Mont.	-	0	3	10	116	-	0	0	-	-	-	0	1	1	1						
Nev.	2	0	8	33	23	-	0	0	-	-	-	0	1	-	-						
N. Mex.	-	1	6	44	94	-	0	0	-	-	-	0	1	2	-						
Utah	-	0	3	16	45	-	0	0	-	1	-	0	1	3	4						
Wyo.	-	0	3	4	2	-	0	0	-	-	-	0	2	2	7						
PACIFIC	17	20	46	766	762	-	0	2	7	2	-	0	3	7	5						
Alaska	-	0	2	8	5	N	0	0	N	N	N	0	0	N	N						
Calif.	11	14	46	590	617	-	0	2	7	2	-	0	1	6	4						
Hawaii	-	0	2	16	42	N	0	0	N	N	N	0	0	N	N						
Oreg.	1	1	10	70	38	-	0	0	-	-	-	0	1	1	1						
Wash.	5	2	10	82	60	-	0	1	-	-	-	0	3	-	-						
Amer. Samoa	-	0	3	5	1	N	0	0	N	N	N	0	0	N	N						
C.N.M.I.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-						
Guam	-	0	1	-	14	N	0	0	N	N	N	0	0	N	N						
P.R.	-	0	0	-	6	N	0	0	N	N	N	0	0	N	N						
V.I.	-	0	0	-	-	N	0	0	N	N	N	0	0	N	N						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not reportable.
NN: Not Nationally Notifiable
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Case counts for reporting years 2011 and 2012 are provisional and subject to change.
For further information on interpretation of these data, see http://wwwn.cdc.gov/nndss/document/ProvisionalNationaNotifiableDiseasesSurveillanceData20100927.pdf. 
Data for TB are displayed in Table IV, which appears quarterly.

† Illnesses with similar clinical presentation that result from Spotted fever group rickettsia infections are reported as Spotted fever rickettsiosis. Rocky Mountain Spotted Fever (RMSF) caused by Rickettsia rickettsii, is the most common and well-known spotted fever.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


