
TABLE II. (Part 7)  Provisional cases of selected notifiable diseases, United States, week ending December 23, 2006 (WEEK 51)*

column labels in same order that data fields appears in each record below:
Reporting Area
Shiga toxin-producing E. coli(STEC)† current week
Shiga toxin-producing E. coli(STEC)† previous 52 weeks median 
Shiga toxin-producing E. coli(STEC)† previous 52 weeks maximum 
Shiga toxin-producing E. coli(STEC)† cummulative for 2006
Shiga toxin-producing E. coli(STEC)† cummulative for 2005
Shigellosis current week
Shigellosis previous 52 weeks median 
Shigellosis previous 52 weeks maximum 
Shigellosis cummulative for 2006
Shigellosis cummulative for 2005
Streptococcal disease, invasive, group A current week
Streptococcal disease, invasive, group A previous 52 weeks median 
Streptococcal disease, invasive, group A previous 52 weeks maximum 
Streptococcal disease, invasive, group A cummulative for 2006
Streptococcal disease, invasive, group A cummulative for 2005

tab delimited data:
test
UNITED STATES	32	54	297	3,084	3,205	224	254	1,013	13,422	15,177	24	89	282	4,587	4,451						
NEW ENGLAND	2	2	109	285	221	-	3	70	230	317	-	3	15	183	276						
Conn.	-	0	108	108	60	-	0	64	64	56	U	0	1	U	99						
Maine	1	0	8	44	29	-	0	2	6	15	-	0	2	16	14						
Mass.	-	1	9	82	86	-	2	11	128	191	-	2	6	101	125						
N.H.	1	0	3	26	18	-	0	2	11	18	-	0	9	44	18						
R.I.	-	0	2	8	7	-	0	3	15	20	-	0	3	8	9						
Vt.	-	0	1	2	21	-	0	2	6	17	-	0	2	14	11						
MID. ATLANTIC	4	5	107	404	356	2	16	72	805	1,224	6	18	43	874	860						
N.J.	-	0	3	3	76	-	3	34	242	313	-	2	8	122	178						
N.Y. (Upstate)	-	0	103	10	134	1	4	60	228	269	4	5	32	300	244						
N.Y. City	-	0	4	36	17	-	5	13	249	410	-	2	8	142	167						
Pa.	2	2	45	195	129	1	1	6	86	232	2	6	13	310	271						
E.N. CENTRAL	-	9	56	634	632	-	20	38	1,014	1,168	3	13	44	755	889						
Ill.	-	1	7	83	139	-	7	21	376	400	-	2	11	144	304						
Ind.	-	1	8	86	71	-	2	18	165	173	-	2	11	112	99						
Mich.	-	1	6	91	94	-	3	8	144	238	3	3	12	210	210						
Ohio	-	3	18	196	169	-	3	14	192	135	-	4	19	237	186						
Wis.	-	2	39	178	159	-	3	9	137	222	-	1	4	52	90						
W.N. CENTRAL	10	11	35	646	529	13	36	77	1,745	1,754	-	5	57	347	286						
Iowa	-	2	22	139	99	1	2	10	121	99	N	0	0	N	N						
Kans.	-	0	4	29	54	-	2	11	139	268	-	1	5	54	40						
Minn.	9	3	27	247	174	6	3	24	243	91	-	0	52	156	110						
Mo.	-	0	1	-	97	1	9	69	649	1,011	-	1	5	83	72						
Nebr.	-	0	8	55	64	5	1	14	126	158	-	1	4	33	25						
N. Dak.	-	0	15	-	8	-	0	18	103	4	-	0	5	11	13						
S. Dak.	-	0	5	49	33	-	6	24	364	123	-	0	2	10	26						
S. ATLANTIC	6	9	39	476	424	63	58	143	3,314	2,442	7	22	44	1,133	919						
Del.	-	0	3	12	9	-	0	2	10	11	-	0	2	10	6						
D.C.	-	0	1	3	2	-	0	2	17	15	-	0	2	18	11						
Fla.	4	2	29	97	103	51	27	76	1,587	1,226	6	5	16	301	249						
Ga.	-	2	6	84	49	-	20	74	1,227	662	-	4	12	235	196						
Md.	-	2	8	101	75	-	2	10	124	101	1	4	12	197	173						
N.C.	11	2	7	122	64	9	1	21	160	195	-	0	26	157	124						
S.C.	-	0	2	10	14	-	1	9	72	104	-	1	6	60	35						
Va.	-	0	8	-	103	2	2	9	111	126	-	2	11	128	99						
W. Va.	-	0	5	12	5	1	0	2	6	2	-	0	6	27	26						
E.S. CENTRAL	-	2	12	101	175	28	15	81	970	1,179	1	3	11	193	174						
Ala.	-	0	5	48	29	25	4	72	464	217	N	0	0	N	N						
Ky.	-	1	12	101	76	1	4	15	233	324	-	0	5	38	34						
Miss.	-	0	0	-	8	-	2	9	101	101	-	0	0	-	-						
Tenn.	-	0	4	24	62	2	2	12	172	537	1	3	9	155	140						
W.S. CENTRAL	3	1	52	82	117	56	35	596	1,834	3,640	4	7	58	358	339						
Ark.	3	0	7	39	13	4	2	9	125	61	-	0	5	27	22						
La.	-	0	0	-	22	-	1	25	141	136	-	0	2	9	-						
Okla.	-	0	17	43	30	4	2	286	135	651	2	2	14	100	118						
Tex.	7	2	44	124	52	48	29	308	1,433	2,792	2	4	43	222	199						
MOUNTAIN	2	5	16	312	311	24	25	87	1,473	964	3	11	77	615	584						
Ariz.	2	2	13	127	34	10	12	35	726	523	2	5	57	330	246						
Colo.	-	1	8	102	82	-	3	15	233	169	-	3	8	134	176						
Idaho	1	1	7	83	53	-	0	3	15	18	1	0	2	10	3						
Mont.	-	0	0	-	16	-	0	13	64	5	-	0	0	-	-						
Nev.	-	0	5	25	25	-	1	20	107	64	-	0	0	-	-						
N. Mex.	-	0	1	4	25	-	2	15	164	135	-	1	7	68	88						
Utah	-	1	14	121	66	-	1	6	81	45	-	1	7	69	66						
Wyo.	-	0	3	20	10	14	0	19	83	5	-	0	1	4	5						
PACIFIC	5	2	50	144	440	38	37	148	2,037	2,489	-	2	9	129	124						
Alaska	-	0	0	-	-	-	0	2	9	13	-	0	0	-	-						
Calif.	-	0	18	-	164	29	30	104	1,716	2,174	-	0	0	-	-						
Hawaii	-	0	2	18	13	-	1	4	43	34	-	2	9	129	124						
Oreg.	-	2	13	112	158	-	1	34	122	126	N	0	0	N	N						
Wash.	5	2	32	126	105	9	2	43	147	142	N	0	0	N	N						
Amer. Samoa	U	0	0	U	U	U	0	0	U	7	U	0	0	U	U						
C.N.M.I.	U	0	0	U	U	U	0	0	U	U	U	0	0	U	U						
Guam	-	0	0	-	-	-	0	0	-	20	-	0	0	-	-						
P.R.	-	0	0	-	2	-	0	2	13	9	N	0	0	N	N						
V.I.	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not notifiable.
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Incidence data for reporting year 2006 are provisional.
Data for HIV/AIDS, AIDS, and TB, when available, are displayed in Table IV, which appears quarterly.

† Includes E. choli O157:H7; Shiga toxin positive, serogroup non-O157; and Shiga toxin positive, not serogrouped.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


