
TABLE II. (Part 8)  Provisional cases of selected notifiable diseases, United States, week ending February 23, 2002 (WEEK 08)*

column labels in same order that data fields appears in each record below:
Reporting Area
Syphilis (Primary and Secondary) cummulative for 2002
Syphilis (Primary and Secondary) cummulative for 2001
Syphilis (Congenital) cummulative for 2002
Syphilis (Congenital) cummulative for 2001
Tuberculosis cummulative for 2002
Tuberculosis cummulative for 2001
Typhoid Fever cummulative for 2002
Typhoid Fever cummulative for 2001

tab delimited data:
test
UNITED STATES	715	733	2	69	664	1,170	27	39													
NEW ENGLAND	10	4	-	-	31	41	3	4													
Maine	-	-	-	-	-	-	-	-													
N.H.	-	-	-	-	1	1	-	-													
Vt.	-	-	-	-	-	1	-	-													
Mass.	6	1	-	-	8	25	2	4													
R.I.	1	-	-	-	6	3	-	-													
Conn.	3	3	-	-	16	11	1	-													
MID. ATLANTIC	60	69	-	9	144	178	2	17													
Upstate N.Y.	4	3	-	7	2	23	-	3													
N.Y. City	43	42	-	-	107	75	2	1													
N.J.	11	9	-	2	-	56	-	13													
Pa.	2	15	-	-	35	24	-	-													
E.N. CENTRAL	145	96	-	13	114	111	6	3													
Ohio	19	6	-	1	21	23	2	1													
Ind.	8	16	-	-	13	11	1	-													
Ill.	36	44	-	11	53	57	-	1													
Mich.	79	25	-	1	21	9	2	1													
Wis.	3	5	-	-	6	11	1	-													
W.N. CENTRAL	5	19	-	1	58	42	-	1													
Minn.	2	12	-	-	27	28	-	-													
Iowa	-	-	-	-	-	-	-	-													
Mo.	3	3	-	-	28	8	-	1													
N. Dak.	-	-	-	-	-	-	-	-													
S. Dak.	-	-	-	-	3	1	-	-													
Nebr.	-	-	-	-	-	5	-	-													
Kans.	-	4	-	1	-	-	-	-													
S. ATLANTIC	179	260	-	20	66	194	7	7													
Del.	2	1	-	-	-	-	-	-													
Md.	11	42	-	1	13	11	-	2													
D.C.	8	6	-	-	-	16	-	-													
Va.	5	24	-	-	7	21	-	-													
W. Va.	-	-	-	-	5	6	-	-													
N.C.	55	63	-	2	28	11	-	1													
S.C.	18	38	-	7	2	21	-	-													
Ga.	22	30	-	4	11	47	5	3													
Fla.	58	56	-	6	-	61	2	1													
E.S. CENTRAL	94	83	-	3	60	72	-	-													
Ky.	4	7	-	-	14	7	-	-													
Tenn.	34	43	-	1	20	14	-	-													
Ala.	49	19	-	2	22	36	-	-													
Miss.	7	14	-	-	4	15	-	-													
W.S. CENTRAL	106	106	2	13	6	223	-	3													
Ark.	-	10	-	2	3	15	-	-													
La.	22	17	-	-	-	-	-	-													
Okla.	11	13	-	1	3	3	-	-													
Tex.	73	66	2	10	-	205	-	3													
MOUNTAIN	41	28	-	2	25	48	2	1													
Mont.	-	-	-	-	-	-	-	-													
Idaho	1	-	-	-	-	-	-	-													
Wyo.	-	-	-	-	1	-	-	-													
Colo.	-	2	-	-	5	15	1	-													
N. Mex.	6	2	-	-	4	5	-	-													
Ariz.	32	19	-	2	11	15	-	-													
Utah	2	4	-	-	2	1	1	-													
Nev.	-	1	-	-	2	12	-	1													
PACIFIC	75	68	-	8	160	261	7	3													
Wash.	7	13	-	-	20	26	-	-													
Oreg.	-	2	-	-	8	10	1	-													
Calif.	67	50	-	8	102	193	6	2													
Alaska	-	-	-	-	14	9	-	-													
Hawaii	1	3	-	-	16	23	-	1													
Guam	-	-	-	-	-	-	-	-													
P.R.	-	41	-	1	-	-	-	-													
V.I.	-	-	-	-	-	-	-	-													
Amer. Samoa	U	U	U	U	U	U	U	U													
C.N.M.I.	2	U	-	U	11	U	-	U													

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 2001 and 2002 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


