
TABLE II. (Part 9)  Provisional cases of selected notifiable diseases, United States, week ending April 23, 2005 (WEEK 16)*

column labels in same order that data fields appears in each record below:
Reporting Area
Tuberculosis cummulative for 2005
Tuberculosis cummulative for 2004
Typhoid Fever cummulative for 2005
Typhoid Fever cummulative for 2004
Varicella (Chicken Pox) cummulative for 2005
Varicella (Chicken Pox) cummulative for 2004
West Nile virus disease § Neuroinvasive cummulative for 2005
West Nile virus disease § Neuroinvasive cummulative for 2004
West Nile virus disease § Non-neuroinvasive † cummulative for 2005

tab delimited data:
test
UNITED STATES	2,252	3,453	45	71	7,188	7,728	-	1	-												
NEW ENGLAND	73	115	3	9	122	306	-	-	-												
Maine	6	3	-	-	101	43	-	-	-												
N.H.	3	6	-	-	-	-	-	-	-												
Vt.	-	-	-	-	20	253	-	-	-												
Mass.	49	68	2	8	1	10	-	-	-												
R.I.	3	15	-	1	-	-	-	-	-												
Conn.	12	23	1	-	-	-	-	-	-												
MID. ATLANTIC	549	537	13	19	1,472	22	-	-	-												
Upstate N.Y.	55	61	2	1	-	-	-	-	-												
N.Y. City	295	271	1	7	-	-	-	-	-												
N.J.	127	116	3	8	-	-	-	-	-												
Pa.	72	89	7	3	1,472	22	-	-	-												
E.N. CENTRAL	345	313	2	4	2,453	2,643	-	-	-												
Ohio	71	56	-	1	585	700	-	-	-												
Ind.	37	43	-	-	N	N	-	-	-												
Ill.	157	148	-	-	8	-	-	-	-												
Mich.	58	43	1	3	1,679	1,671	-	-	-												
Wis.	22	23	1	-	181	272	-	-	-												
W.N. CENTRAL	129	107	1	2	67	107	-	-	-												
Minn.	50	39	1	1	-	-	-	-	-												
Iowa	11	11	-	-	N	N	-	-	-												
Mo.	37	33	-	1	3	2	-	-	-												
N. Dak.	2	2	-	-	10	67	-	-	-												
S. Dak.	5	3	-	-	54	38	-	-	-												
Nebr.	11	6	-	-	-	-	-	-	-												
Kans.	13	13	-	-	-	-	-	-	N												
S. ATLANTIC	504	647	7	8	686	898	-	-	-												
Del.	-	7	-	-	2	3	-	-	-												
Md.	62	58	1	2	-	-	-	-	-												
D.C.	22	6	-	-	6	11	-	-	-												
Va.	66	52	-	2	93	246	-	-	-												
W. Va.	8	6	-	-	448	466	-	-	N												
N.C.	50	58	1	2	-	N	-	-	-												
S.C.	60	51	-	-	137	172	-	-	-												
Ga.	32	210	2	-	-	-	-	-	-												
Fla.	204	199	3	2	-	-	-	-	-												
E.S. CENTRAL	142	145	1	1	-	-	-	-	-												
Ky.	33	17	1	-	N	N	-	-	-												
Tenn.	76	43	-	1	-	-	-	-	-												
Ala.	33	52	-	-	-	-	-	-	-												
Miss.	-	33	-	-	-	-	-	-	-												
W.S. CENTRAL	61	576	3	7	1,183	2,690	-	-	-												
Ark.	24	41	-	-	-	-	-	-	-												
La.	-	-	-	-	83	33	-	-	-												
Okla.	37	43	-	-	-	-	-	-	-												
Tex.	-	492	3	7	1,100	2,657	-	-	-												
MOUNTAIN	51	141	2	3	1,205	1,062	-	1	-												
Mont.	-	-	-	-	-	-	-	-	-												
Idaho	-	-	-	-	-	-	-	-	-												
Wyo.	-	1	-	-	39	15	-	-	-												
Colo.	8	39	-	1	855	807	-	-	-												
N. Mex.	3	11	-	-	68	29	-	-	-												
Ariz.	35	51	1	1	-	-	-	1	-												
Utah	5	14	1	1	243	211	-	-	-												
Nev.	-	25	-	-	-	-	-	-	-												
PACIFIC	398	872	13	18	-	-	-	-	-												
Wash.	62	61	-	1	N	N	-	-	-												
Oreg.	32	26	1	-	-	-	-	-	-												
Calif.	254	744	8	12	-	-	-	-	-												
Alaska	11	9	-	-	-	-	-	-	-												
Hawaii	39	32	4	5	-	-	-	-	-												
Guam	-	14	-	-	-	27	-	-	-												
P.R.	-	14	-	-	68	111	-	-	-												
V.I.	-	-	-	-	-	-	-	-	-												
Amer. Samoa	U	U	U	U	U	U	U	U	-												
C.N.M.I.	-	U	-	U	-	U	-	U	-												

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 2004 and 2005 are provisional and cumulative (year-to-date).

§ Updated weekly from reports to the Division of Vector-Borne Infectious Diseases, National Center for Infectious Diseases 
(ArboNet Surveillance).

† Not previously notifiable.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


