
TABLE III. (Part 1)  Provisional cases of selected notifiable diseases, United States, week ending August 26, 2000 (WEEK 34)*

column labels in same order that data fields appears in each record below:
Reporting Area
H. influenzae, Invasive cummulative for 2000
H. influenzae, Invasive cummulative for 1999
Hepatitis (Viral), Type A cummulative for 2000
Hepatitis (Viral), Type A cummulative for 1999
Hepatitis (Viral), Type B cummulative for 2000
Hepatitis (Viral), Type B cummulative for 1999
Measles (Rubeola), Indigenous current week 
Measles (Rubeola), Indigenous cummulative for 2000
Measles (Rubeola), Imported current week 
Measles (Rubeola), Imported cummulative for 2000
Measles (Rubeola), Total cummulative for 2000
Measles (Rubeola), Total cummulative for 1999

tab delimited data:
test
UNITED STATES	775	810	7,298	10,626	4,344	4,569	2	45	-	17	62	66									
NEW ENGLAND	53	59	202	181	43	101	-	2	-	4	6	10									
Maine	1	5	14	5	5	1	-	-	-	-	-	-									
N.H.	11	11	18	10	11	10	-	2	-	1	3	1									
Vt.	4	5	9	6	6	2	-	-	-	3	3	-									
Mass.	24	23	77	71	7	35	-	-	-	-	-	7									
R.I.	1	1	15	13	14	22	-	-	-	-	-	-									
Conn.	12	14	69	76	-	31	U	-	U	-	-	2									
MID. ATLANTIC	129	142	719	766	614	573	-	13	-	5	18	5									
Upstate N.Y.	67	58	139	168	93	131	-	8	-	-	8	2									
N.Y. City	27	42	220	226	275	174	-	5	-	4	9	3									
N.J.	26	37	119	95	83	83	-	-	-	-	-	-									
Pa.	9	5	241	277	163	185	-	-	-	1	1	-									
E.N. CENTRAL	110	139	891	2,018	472	477	-	7	-	-	7	2									
Ohio	41	47	187	448	77	66	-	2	-	-	2	-									
Ind.	22	20	51	72	33	31	-	-	-	-	-	1									
Ill.	40	59	326	476	81	42	-	4	-	-	4	-									
Mich.	7	10	314	970	280	312	-	1	-	-	1	1									
Wis.	-	3	13	52	1	26	U	-	U	-	-	-									
W.N. CENTRAL	41	42	629	498	544	182	-	2	-	1	3	-									
Minn.	22	24	158	45	25	30	-	-	-	1	1	-									
Iowa	-	1	58	92	28	28	-	2	-	-	2	-									
Mo.	11	5	317	303	448	105	-	-	-	-	-	-									
N. Dak.	1	-	2	1	2	-	-	-	-	-	-	-									
S. Dak.	-	2	-	8	-	1	-	-	-	-	-	-									
Nebr.	4	4	21	37	23	14	-	-	-	-	-	-									
Kans.	3	6	73	12	18	4	U	-	U	-	-	-									
S. ATLANTIC	208	183	919	1,201	804	723	1	3	-	-	3	5									
Del.	-	-	-	2	-	1	-	-	-	-	-	-									
Md.	54	47	130	214	81	104	-	-	-	-	-	-									
D.C.	-	4	20	48	24	17	-	-	-	-	-	-									
Va.	31	14	102	103	101	63	-	2	-	-	2	3									
W. Va.	6	6	48	27	7	17	-	-	-	-	-	-									
N.C.	19	28	108	102	160	147	-	-	-	-	-	-									
S.C.	11	5	39	28	7	57	-	-	-	-	-	-									
Ga.	53	49	158	318	129	99	-	-	-	-	-	-									
Fla.	34	30	314	359	295	218	1	1	-	-	1	2									
E.S. CENTRAL	35	50	290	284	310	324	-	-	-	-	-	2									
Ky.	12	6	34	53	55	31	-	-	-	-	-	2									
Tenn.	16	26	103	115	149	164	-	-	-	-	-	-									
Ala.	6	15	44	38	35	59	-	-	-	-	-	-									
Miss.	1	3	109	78	71	70	-	-	-	-	-	-									
W.S. CENTRAL	43	50	1,178	2,084	445	822	-	-	-	-	-	7									
Ark.	1	2	103	31	69	50	-	-	-	-	-	-									
La.	7	11	29	156	52	132	-	-	-	-	-	-									
Okla.	33	33	190	376	104	106	-	-	-	-	-	-									
Tex.	2	4	856	1,521	220	534	-	-	-	-	-	7									
MOUNTAIN	76	66	615	869	336	408	-	11	-	1	12	1									
Mont.	1	1	4	16	5	16	-	-	-	-	-	-									
Idaho	3	1	19	31	6	21	-	-	-	-	-	-									
Wyo.	1	1	10	5	3	9	-	-	-	-	-	-									
Colo.	11	11	136	160	58	67	-	1	-	1	2	-									
N. Mex.	16	18	56	33	85	132	-	-	-	-	-	-									
Ariz.	36	28	309	499	133	102	-	-	-	-	-	1									
Utah	7	4	39	34	16	24	-	3	-	-	3	-									
Nev.	1	2	42	91	30	37	-	7	-	-	7	-									
PACIFIC	80	79	1,855	2,725	776	959	1	7	-	6	13	34									
Wash.	5	3	179	215	53	44	-	2	-	1	3	5									
Oreg.	20	28	135	174	66	72	U	-	U	-	-	12									
Calif.	28	39	1,529	2,313	643	820	1	4	-	3	7	16									
Alaska	6	5	9	6	8	13	-	1	-	-	1	-									
Hawaii	21	4	3	17	6	10	-	-	-	2	2	1									
Guam	-	-	-	1	-	2	U	-	U	-	-	1									
P.R.	1	2	83	211	90	151	-	-	-	-	-	-									
V.I.	-	U	-	U	-	U	U	-	U	-	-	U									
Amer. Samoa	-	U	-	U	-	U	U	-	U	-	-	U									
C.N.M.I.	-	U	-	U	-	U	U	-	U	-	-	U									

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 1999 and 2000 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


