
TABLE III. (Part 1)  Provisional cases of selected notifiable diseases, United States, week ending July 8, 2000 (WEEK 27)*

column labels in same order that data fields appears in each record below:
Reporting Area
H. influenzae, Invasive cummulative for 2000
H. influenzae, Invasive cummulative for 1999
Hepatitis (Viral), Type A cummulative for 2000
Hepatitis (Viral), Type A cummulative for 1999
Hepatitis (Viral), Type B cummulative for 2000
Hepatitis (Viral), Type B cummulative for 1999
Measles (Rubeola), Indigenous current week 
Measles (Rubeola), Indigenous cummulative for 2000
Measles (Rubeola), Imported current week 
Measles (Rubeola), Imported cummulative for 2000
Measles (Rubeola), Total cummulative for 2000
Measles (Rubeola), Total cummulative for 1999

tab delimited data:
test
UNITED STATES	642	633	5,575	9,736	3,349	3,482	3	29	-	10	39	59									
NEW ENGLAND	47	45	140	119	35	76	-	-	-	3	3	9									
Maine	1	5	10	4	5	-	-	-	-	-	-	-									
N.H.	9	7	16	7	10	8	-	-	-	-	-	1									
Vt.	3	4	4	1	4	1	-	-	-	3	3	-									
Mass.	23	19	56	47	7	27	-	-	-	-	-	6									
R.I.	1	-	7	9	9	17	-	-	-	-	-	-									
Conn.	10	10	47	51	-	23	-	-	-	-	-	2									
MID. ATLANTIC	101	114	335	621	337	481	3	6	-	1	7	5									
Upstate N.Y.	50	47	106	132	64	108	3	6	-	-	6	2									
N.Y. City	23	35	150	165	194	145	-	-	-	-	-	3									
N.J.	21	29	79	80	79	73	-	-	-	-	-	-									
Pa.	7	3	-	244	-	155	-	-	-	1	1	-									
E.N. CENTRAL	84	100	682	1,635	364	346	-	6	-	-	6	2									
Ohio	35	37	146	376	65	49	-	2	-	-	2	-									
Ind.	11	14	33	59	26	27	-	-	-	-	-	1									
Ill.	33	41	238	352	61	-	-	3	-	-	3	-									
Mich.	5	8	252	802	211	247	-	1	-	-	1	1									
Wis.	-	-	13	46	1	23	-	-	-	-	-	-									
W.N. CENTRAL	36	26	589	394	492	144	-	2	-	1	3	-									
Minn.	16	13	129	35	19	22	-	-	-	1	1	-									
Iowa	-	1	49	74	21	23	-	1	-	-	1	-									
Mo.	8	3	284	233	407	84	-	-	-	-	-	-									
N. Dak.	1	-	2	1	2	-	U	-	U	-	-	-									
S. Dak.	-	2	-	8	-	1	-	-	-	-	-	-									
Nebr.	4	3	18	33	18	11	U	-	U	-	-	-									
Kans.	7	4	107	10	25	3	-	1	-	-	1	-									
S. ATLANTIC	177	138	698	923	636	542	-	1	-	-	1	4									
Del.	-	-	-	2	-	-	-	-	-	-	-	-									
Md.	46	34	84	173	68	97	-	-	-	-	-	-									
D.C.	-	4	11	35	16	12	-	-	-	-	-	-									
Va.	28	12	76	82	78	53	-	-	-	-	-	3									
W. Va.	5	4	44	19	6	14	-	-	-	-	-	-									
N.C.	15	22	92	64	139	125	-	-	-	-	-	-									
S.C.	8	2	30	21	5	38	-	-	-	-	-	-									
Ga.	50	41	111	268	98	63	-	-	-	-	-	-									
Fla.	25	19	250	259	226	140	-	1	-	-	1	1									
E.S. CENTRAL	29	42	234	233	244	246	-	-	-	-	-	2									
Ky.	11	6	27	44	50	19	-	-	-	-	-	2									
Tenn.	13	21	90	97	109	117	-	-	-	-	-	-									
Ala.	4	13	31	36	27	52	-	-	-	-	-	-									
Miss.	1	2	86	56	58	58	-	-	-	-	-	-									
W.S. CENTRAL	36	42	925	2,898	353	590	-	1	-	-	1	4									
Ark.	-	1	89	25	55	43	-	1	-	-	1	-									
La.	7	11	28	97	50	113	-	-	-	-	-	-									
Okla.	27	27	153	303	71	73	-	-	-	-	-	-									
Tex.	2	3	655	2,473	177	361	-	-	-	-	-	4									
MOUNTAIN	69	57	470	734	250	325	-	11	-	1	12	1									
Mont.	-	1	2	12	3	16	-	-	-	-	-	-									
Idaho	3	1	17	29	5	18	-	-	-	-	-	-									
Wyo.	1	1	8	4	2	7	-	-	-	-	-	-									
Colo.	11	9	100	142	51	47	-	1	-	1	2	-									
N. Mex.	14	13	41	30	64	104	-	-	-	-	-	-									
Ariz.	33	28	235	417	89	80	-	-	-	-	-	1									
Utah	6	2	34	28	14	20	-	3	-	-	3	-									
Nev.	1	2	33	72	22	33	-	7	-	-	7	-									
PACIFIC	63	69	1,502	2,179	638	732	-	2	-	4	6	32									
Wash.	3	2	145	168	41	34	-	-	-	-	-	5									
Oreg.	18	24	116	147	50	61	-	-	-	-	-	10									
Calif.	24	36	1,233	1,847	537	616	-	1	-	2	3	16									
Alaska	2	5	8	4	5	13	-	1	-	-	1	-									
Hawaii	16	2	-	13	5	8	-	-	-	2	2	1									
Guam	-	-	-	2	-	2	U	-	U	-	-	1									
P.R.	1	2	55	173	54	125	U	-	U	-	-	-									
V.I.	-	U	-	U	-	U	U	-	U	-	-	U									
Amer. Samoa	-	U	-	U	-	U	U	-	U	-	-	U									
C.N.M.I.	-	U	-	U	-	U	U	-	U	-	-	U									

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 1999 and 2000 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


