
TABLE II. (Part 7)  Provisional cases of selected notifiable diseases, United States, week ending February 14, 2009 (WEEK 06)*

column labels in same order that data fields appears in each record below:
Reporting Area
Streptococcal disease, invasive, group A current week
Streptococcal disease, invasive, group A previous 52 weeks median 
Streptococcal disease, invasive, group A previous 52 weeks maximum 
Streptococcal disease, invasive, group A cummulative for 2009
Streptococcal disease, invasive, group A cummulative for 2008
Streptococcus pneumoniae, invasive disease, nondrug resistant †, Age <5 years current week
Streptococcus pneumoniae, invasive disease, nondrug resistant †, Age <5 years previous 52 weeks median 
Streptococcus pneumoniae, invasive disease, nondrug resistant †, Age <5 years previous 52 weeks maximum 
Streptococcus pneumoniae, invasive disease, nondrug resistant †, Age <5 years cummulative for 2009
Streptococcus pneumoniae, invasive disease, nondrug resistant †, Age <5 years cummulative for 2008

tab delimited data:
test
UNITED STATES	70	88	182	518	672	30	33	53	162	263											
NEW ENGLAND	11	4	31	18	34	-	1	11	3	19											
Conn.	11	0	26	11	-	-	0	11	-	-											
Maine	-	0	3	1	2	-	0	1	-	1											
Mass.	-	1	8	-	28	-	0	3	-	15											
N.H.	-	0	2	2	3	-	0	1	2	3											
R.I.	-	0	8	1	-	-	0	2	-	-											
Vt.	-	0	3	3	1	-	0	1	1	-											
MID. ATLANTIC	17	16	43	92	139	5	3	18	13	40											
N.J.	-	2	11	-	29	-	1	4	2	10											
N.Y. (Upstate)	9	6	21	37	39	5	2	18	11	13											
N.Y. City	-	3	10	11	29	-	0	5	-	17											
Pa.	8	7	16	44	42	N	0	2	N	N											
E.N. CENTRAL	12	16	42	101	138	4	6	11	25	54											
Ill.	-	4	16	19	37	-	1	5	-	17											
Ind.	-	2	19	9	15	-	0	5	2	2											
Mich.	2	3	9	18	32	1	1	5	5	14											
Ohio	10	5	14	47	38	2	1	4	15	11											
Wis.	-	1	10	8	16	1	0	2	3	10											
W.N. CENTRAL	6	5	39	30	28	1	2	11	13	20											
Iowa	-	0	0	-	-	-	0	0	-	-											
Kans.	1	0	5	7	8	-	0	3	2	2											
Minn.	-	0	35	-	-	-	0	9	3	6											
Mo.	4	2	10	12	14	-	1	2	6	9											
Nebr.	-	1	3	8	4	1	0	1	1	2											
N. Dak.	-	0	3	-	-	-	0	2	-	-											
S. Dak.	1	0	2	3	2	-	0	1	1	1											
S. ATLANTIC	13	21	36	142	155	10	6	16	50	46											
Del.	1	0	1	5	2	-	0	0	-	-											
D.C.	-	0	4	-	2	-	0	1	-	-											
Fla.	5	5	10	34	40	4	1	4	13	4											
Ga.	1	5	14	37	38	4	1	6	18	13											
Md.	4	3	9	25	32	2	1	4	9	14											
N.C.	2	2	10	13	9	N	0	0	N	N											
S.C.	-	1	5	11	10	-	1	6	8	9											
Va.	-	3	9	13	17	-	0	6	-	6											
W. Va.	-	0	3	4	5	-	0	2	2	-											
E.S. CENTRAL	2	3	9	23	18	-	2	6	1	10											
Ala.	N	0	0	N	N	N	0	0	N	N											
Ky.	-	1	3	5	4	N	0	0	N	N											
Miss.	N	0	0	N	N	-	0	3	-	3											
Tenn.	2	3	6	18	14	-	1	5	1	7											
W.S. CENTRAL	4	9	50	50	39	6	5	28	27	23											
Ark.	-	0	2	-	-	2	0	3	6	3											
La.	-	0	2	3	4	-	0	3	5	1											
Okla.	3	2	13	25	13	3	1	7	6	8											
Tex.	1	6	37	22	22	1	3	19	10	11											
MOUNTAIN	4	9	21	48	103	4	4	11	29	46											
Ariz.	2	3	8	16	30	4	2	9	21	27											
Colo.	2	2	10	20	30	-	1	4	5	9											
Idaho	-	0	2	-	3	-	0	1	-	1											
Mont.	N	0	0	N	N	-	0	1	-	-											
Nev.	-	0	1	-	2	N	0	0	N	N											
N. Mex.	-	1	8	10	26	-	0	3	2	4											
Utah	-	1	4	1	12	-	0	4	1	5											
Wyo.	-	0	2	1	-	-	0	1	-	-											
PACIFIC	1	3	8	14	18	-	0	2	1	5											
Alaska	-	1	4	2	3	N	0	0	N	N											
Calif.	-	0	0	-	-	N	0	0	N	N											
Hawaii	1	2	8	12	15	-	0	2	1	5											
Oreg.	N	0	0	N	N	N	0	0	N	N											
Wash.	N	0	0	N	N	N	0	0	N	N											
Amer. Samoa	-	0	12	-	-	N	0	0	N	N											
C.N.M.I.	-	-	-	-	-	-	-	-	-	-											
Guam	-	0	0	-	-	-	0	0	-	-											
P.R.	N	0	0	N	N	N	0	0	N	N											
V.I.	-	0	0	-	-	N	0	0	N	N											

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not notifiable.
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Incidence data for reporting years 2008 and 2009 are provisional.
Data for HIV/AIDS, AIDS, and TB, when available, are displayed in Table IV, which appears quarterly.

† Includes cases of invasive pneumococcal disease, in children aged <5 years, caused by Streptococcus pneumoniae, 
which is susceptible or for which susceptibility testing is not available (NNDSS event code 11717).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


