
TABLE II. (Part 2)  Provisional cases of selected notifiable diseases, United States, week ending March 11, 2000 (WEEK 10)*

column labels in same order that data fields appears in each record below:
Reporting Area
Gonorrhea cummulative for 2000
Gonorrhea cummulative for 1999
Hepatitis C/NA,NB cummulative for 2000
Hepatitis C/NA,NB cummulative for 1999
Legionellosis cummulative for 2000
Legionellosis cummulative for 1999
Lyme Disease cummulative for 2000
Lyme Disease cummulative for 1999

tab delimited data:
test
UNITED STATES	58,274	69,210	340	667	110	175	536	824													
NEW ENGLAND	1,153	1,437	-	2	5	11	61	181													
Maine	15	10	-	-	2	2	-	1													
N.H.	14	17	-	-	1	1	15	-													
Vt.	8	13	-	1	-	3	-	-													
Mass.	431	566	-	1	1	2	39	79													
R.I.	100	108	-	-	-	1	-	2													
Conn.	585	723	-	-	1	2	7	99													
MID. ATLANTIC	2,921	8,338	10	29	18	47	375	462													
Upstate N.Y.	900	946	10	17	9	10	155	99													
N.Y. City	-	3,539	-	-	-	8	2	16													
N.J.	319	1,465	-	-	-	5	-	107													
Pa.	1,702	2,388	-	12	9	24	218	240													
E.N. CENTRAL	10,287	12,058	50	351	30	54	2	31													
Ohio	2,227	3,217	-	-	17	15	2	9													
Ind.	1,039	1,301	-	-	4	4	-	1													
Ill.	3,000	3,769	3	6	1	10	-	2													
Mich.	3,138	2,780	47	96	7	15	-	1													
Wis.	883	991	-	249	1	10	U	18													
W.N. CENTRAL	1,612	3,844	47	43	4	6	19	9													
Minn.	434	551	-	-	1	-	4	1													
Iowa	133	169	-	-	1	3	-	2													
Mo.	367	2,309	42	38	2	2	4	2													
N. Dak.	-	12	-	-	-	-	-	1													
S. Dak.	51	33	-	-	-	-	-	-													
Nebr.	195	339	1	1	-	1	-	-													
Kans.	432	431	4	4	-	-	11	3													
S. ATLANTIC	15,400	20,954	19	41	27	20	57	98													
Del.	287	336	-	-	2	2	1	4													
Md.	543	3,113	2	18	7	4	42	80													
D.C.	463	1,426	-	-	-	-	-	1													
Va.	1,689	2,152	-	6	3	2	3	-													
W. Va.	64	120	1	2	N	N	4	1													
N.C.	6,489	3,875	7	9	3	4	4	11													
S.C.	574	2,199	-	5	2	4	-	1													
Ga.	2,083	3,579	-	1	-	-	-	-													
Fla.	3,208	4,154	9	-	10	4	3	-													
E.S. CENTRAL	6,218	6,861	54	43	2	11	-	12													
Ky.	621	745	6	5	-	5	-	-													
Tenn.	1,815	2,162	17	22	1	5	-	4													
Ala.	2,244	2,529	3	1	1	1	-	5													
Miss.	1,538	1,425	28	15	-	-	-	3													
W.S. CENTRAL	16,044	9,148	77	72	-	1	-	-													
Ark.	438	495	3	2	-	-	-	-													
La.	9,531	1,656	31	57	-	1	-	-													
Okla.	697	799	-	1	-	-	-	-													
Tex.	5,378	6,198	43	12	-	-	-	-													
MOUNTAIN	1,535	1,934	46	54	8	12	1	2													
Mont.	-	3	-	4	-	-	-	-													
Idaho	4	24	-	4	1	-	-	-													
Wyo.	14	7	31	19	-	-	-	1													
Colo.	734	417	7	7	4	1	-	-													
N. Mex.	62	184	4	7	-	1	-	1													
Ariz.	440	999	4	11	-	1	1	-													
Utah	61	36	-	1	3	5	-	-													
Nev.	220	264	-	1	-	4	-	-													
PACIFIC	3,104	4,636	37	32	16	13	21	29													
Wash.	464	395	4	2	5	2	-	-													
Oreg.	95	176	8	4	N	N	1	1													
Calif.	2,516	3,888	25	26	11	11	20	28													
Alaska	29	71	-	-	-	-	-	-													
Hawaii	-	106	-	-	-	-	N	N													
Guam	-	15	-	-	-	-	-	-													
P.R.	30	59	1	-	-	-	N	N													
V.I.	-	U	-	U	-	U	-	U													
Amer. Samoa	-	U	-	U	-	U	-	U													
C.N.M.I.	-	U	-	U	-	U	-	U													

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 1999 and 2000 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


