
TABLE II. (Part 7)  Provisional cases of selected notifiable diseases, United States, week ending September 27, 2003 (WEEK 39)*

column labels in same order that data fields appears in each record below:
Reporting Area
Syphilis (Primary and Secondary) cummulative for 2003
Syphilis (Primary and Secondary) cummulative for 2002
Syphilis (Congenital) cummulative for 2003
Syphilis (Congenital) cummulative for 2002
Tuberculosis cummulative for 2003
Tuberculosis cummulative for 2002
Typhoid Fever cummulative for 2003
Typhoid Fever cummulative for 2002
Varicella (Chicken Pox) cummulative for 2003
Varicella (Chicken Pox) cummulative for 2002

tab delimited data:
test
UNITED STATES	4,976	4,968	268	307	7,972	9,462	217	236	9,238												
NEW ENGLAND	150	108	1	-	221	296	21	11	1,297												
Maine	6	2	1	-	5	10	-	-	640												
N.H.	13	2	-	-	7	10	2	-	-												
Vt.	-	1	-	-	3	4	-	-	518												
Mass.	101	75	-	-	146	156	11	7	136												
R.I.	15	6	-	-	27	41	2	-	3												
Conn.	15	22	-	-	33	75	6	4	-												
MID. ATLANTIC	610	529	50	49	1,562	1,633	33	62	26												
Upstate N.Y.	32	23	17	1	210	235	8	7	N												
N.Y. City	340	313	25	21	847	783	13	31	-												
N.J.	115	111	8	26	294	373	9	16	-												
Pa.	123	82	-	1	211	242	3	8	26												
E.N. CENTRAL	661	924	50	44	824	949	16	25	3,950												
Ohio	164	117	3	2	152	152	2	6	947												
Ind.	34	48	7	2	94	83	3	2	-												
Ill.	254	355	15	33	391	457	1	10	-												
Mich.	198	385	25	7	151	203	10	3	2,408												
Wis.	11	19	-	-	36	54	-	4	595												
W.N. CENTRAL	100	93	4	1	344	408	4	9	39												
Minn.	34	43	-	1	138	172	-	3	N												
Iowa	4	2	-	-	17	24	2	-	N												
Mo.	36	26	4	-	91	110	1	2	-												
N. Dak.	-	-	-	-	-	4	-	-	39												
S. Dak.	1	-	-	-	16	10	-	-	-												
Nebr.	4	5	-	-	10	20	1	4	-												
Kans.	21	17	-	-	72	68	-	-	-												
S. ATLANTIC	1,326	1,245	48	69	1,584	1,948	40	30	1,655												
Del.	4	10	-	-	-	13	-	-	21												
Md.	220	149	8	13	172	217	8	7	-												
D.C.	38	41	-	1	-	-	-	-	22												
Va.	63	53	1	1	186	204	11	3	466												
W. Va.	2	2	-	-	12	26	-	-	967												
N.C.	122	219	16	17	231	242	7	1	N												
S.C.	81	94	4	9	120	135	-	-	179												
Ga.	321	272	5	13	250	393	7	5	-												
Fla.	475	405	14	15	613	718	7	14	N												
E.S. CENTRAL	233	372	12	21	472	571	4	4	-												
Ky.	29	73	1	3	89	99	-	4	N												
Tenn.	96	135	5	7	157	223	2	-	N												
Ala.	90	130	4	7	159	157	2	-	-												
Miss.	18	34	2	4	67	92	-	-	-												
W.S. CENTRAL	677	642	49	68	1,077	1,434	15	24	1,839												
Ark.	41	27	-	7	69	98	-	-	-												
La.	103	117	-	-	-	-	-	-	4												
Okla.	34	51	1	2	90	123	-	-	N												
Tex.	499	447	48	59	918	1,213	15	24	1,835												
MOUNTAIN	218	239	21	13	291	303	5	9	432												
Mont.	-	-	-	-	5	6	-	-	N												
Idaho	5	1	-	-	5	11	-	-	N												
Wyo.	-	-	-	-	3	2	-	-	44												
Colo.	19	50	3	2	62	64	3	4	-												
N. Mex.	38	26	-	-	6	29	-	1	-												
Ariz.	143	148	18	11	159	156	2	-	4												
Utah	4	5	-	-	29	21	-	2	384												
Nev.	9	9	-	-	22	14	-	2	-												
PACIFIC	1,001	816	33	42	1,597	1,920	79	62	-												
Wash.	58	44	-	1	187	182	3	4	-												
Oreg.	32	12	-	-	83	88	4	2	-												
Calif.	909	753	33	40	1,238	1,497	71	53	-												
Alaska	-	-	-	-	43	39	-	-	-												
Hawaii	2	7	-	1	46	114	1	3	-												
Guam	-	6	-	-	-	55	-	-	-												
P.R.	152	193	1	21	75	86	-	-	288												
V.I.	1	1	-	-	-	-	-	-	-												
Amer. Samoa	U	U	U	U	U	U	U	U	U												
C.N.M.I.	-	U	-	U	-	U	-	U	-												

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting year 2003 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


