
TABLE I.  Provisional cases of infrequently reported notifiable diseases (<1,000 cases reported during the preceding year), United States, week ending January 12, 2013 (WEEK 02)*

column labels in same order that data fields appears in each record below:
Disease
Current week
Cummulative for 2013
5-year weekly average†
Total cases reported for year 2012
Total cases reported for year 2011
Total cases reported for year 2010
Total cases reported for year 2009
Total cases reported for year 2008
States reporting cases during current week (No.)

tab delimited data:
test
Anthrax	-	-	-	-	1	-	1	-		
Arboviral diseases §, ¶ :										
California serogroup virus disease	-	-	-	73	137	75	55	62		
Eastern equine encephalitis virus disease	-	-	-	13	4	10	4	4		
Powassan virus disease	-	-	0	7	16	8	6	2		
St. Louis encephalitis virus disease	-	-	-	5	6	10	12	13		
Western equine encephalitis virus disease	-	-	-	-	-	-	-	-		
Babesiosis	-	1	2	667	1,128	NN	NN	NN		
Botulism, total	1	2	2	128	153	112	118	145		
foodborne	-	-	0	19	24	7	10	17		
infant	-	1	2	87	97	80	83	109		
other(wound & unspecified)	1	1	0	22	32	25	25	19	CA (1 )	
Brucellosis	-	-	2	118	79	115	115	80		
Chancroid	-	1	1	24	8	24	28	25		
Cholera	-	-	1	4	40	13	10	5		
Cyclosporiasis §	-	-	3	115	151	179	141	139		
Diphtheria	-	-	-	-	-	-	-	-		
Haemophilus influenzae **, invasive disease (age &lt;5 yrs):										
serotype b	-	-	1	24	14	23	35	30		
nonserotype b	-	-	5	160	145	200	236	244		
unknown serotype	2	5	5	232	226	223	178	163	NY (1 ), FL (1 )	
Hansen disease §	-	1	2	57	82	98	103	80		
Hantavirus pulmonary syndrome §	-	-	0	25	23	20	20	18		
Hemolytic uremic syndrome, post-diarrheal §	1	4	3	194	290	266	242	330	OR (1 )	
Influenza-associated pediatric mortality §, ††	9	11	2	52	118	61	358	90	MA (1 ), NY (2 ), OH (1 ), MN (1 ), NE (1 ), TX (2 ), MI (1 )	
Listeriosis	2	9	15	672	870	821	851	759	FL (2 )	
Measles §§	-	-	1	54	220	63	71	140		
Meningococcal disease, invasive ¶¶ :										
A,C,Y, and W-135	-	1	5	122	257	280	301	330		
serogroup B	-	1	3	78	159	135	174	188		
other serogroup	-	-	0	16	20	12	23	38		
unknown serogroup	3	5	10	296	323	406	482	616	VA (1 ), FL (2 )	
Novel influenza A infection virus ***	-	-	11	313	14	4	43,774	2		
Plague	-	-	0	3	3	2	8	3		
Poliomyelitis, paralytic	-	-	0	-	-	-	1	-		
Polio virus infection, nonparalytic §	-	-	-	-	-	-	-	-		
Psittacosis §	-	-	0	2	2	4	9	8		
Q fever total §:	1	1	3	115	134	131	113	120		
acute	-	-	3	98	110	106	93	106		
chronic	1	1	1	17	24	25	20	14	PA (1 )	
Rabies, human	-	-	0	1	6	2	4	2		
Rubella †††	-	-	0	9	4	5	3	16		
Rubella, congenital syndrome	-	-	-	2	-	-	2	-		
SARS CoV §	-	-	-	-	-	-	-	-		
Smallpox §	-	-	-	-	-	-	-	-		
Streptococcal toxic-shock syndrome §	2	5	4	115	168	142	161	157	ME (1 ), OH (1 )	
Syphilis, congenital (age &lt;1 yr) §§§	-	-	7	209	360	377	423	431		
Tetanus	1	1	0	36	36	26	18	19	FL (1 )	
Toxic-shock syndrome (staphylococcal) §	1	1	1	60	78	82	74	71	OH (1 )	
Trichinellosis	1	1	0	15	15	7	13	39	FL (1 )	
Tularemia	-	-	1	156	166	124	93	123		
Typhoid fever	-	-	9	289	390	467	397	449		
Vancomycin-intermediate Staphylococcus aureus §	-	-	1	81	82	91	78	63		
Vancomycin-resistant Staphylococcus aureus §	-	-	0	1	-	2	1	-		
Vibriosis (non-cholera Vibrio species infections) §	-	5	9	963	832	846	789	588		
Viral Hemorrhagic Fever ¶¶¶	-	-	0	-	-	1	NN	NN		
Yellow fever	-	-	-	-	-	-	-	-		

-: No reported cases
N: Not reportable
NN: Not Nationally Notifiable
Cum: Cumulative year-to-date counts.

* Case counts for reporting years 2012 and 2013 are provisional and subject to change.
For further information on interpretation of these data, see http://wwwn.cdc.gov/nndss/document/ProvisionalNationaNotifiableDiseasesSurveillanceData20100927.pdf.

† Calculated by summing the incidence counts for the current week, the 2 weeks preceding the current week, and the 2 weeks 
following the current week, for a total of 5 preceding years.  The total sum of incident cases is then 
divided by 25 weeks. Additional information is available at 
http://wwwn.cdc.gov/nndss/document/5yearweeklyaverage.pdf.

§ Not reportable in all states.   Data from states where the condition is not reportable are 
excluded from this table except starting in 2007 for the Arboviral diseases, STD data, 
TB data, and influenza-associated pediatric mortality, and in 2003 for SARS-CoV.   Reporting 
exceptions are available at http://wwwn.cdc.gov/nndss/document/SRCA_FINAL_REPORT_2006-2010.xlsx.

¶ Includes both neuroinvasive and nonneuroinvasive. Updated weekly from reports to the Division of Vector-Borne Infectious 
Diseases, National Center for Zoonotic, Vector-Borne, and Enteric Diseases (ArboNET Surveillance). Data for 
West Nile virus are available in Table II.

** Data for H. influenzae (all ages, all serotypes) are available in Table II.

†† Updated weekly from reports to the Influenza Division, National Center for Immunization and Respiratory 
Diseases. Please refer to the MMWR publication for weekly updates to the footnote for this condition.

§§ Please refer to the MMWR publication for weekly updates to the footnote for this condition.

¶¶ Data for meningococcal disease (all serogroups) are available in Table II.

*** Please refer to the http://www.cdc.gov/mmwr/mmwr_wk/wk_cvol.html for weekly updates to the footnote for this condition.

††† Please refer to the MMWR publication for weekly updates to the footnote for this condition.

§§§ Updated weekly from reports to the Division of STD Prevention, National Center for HIV/AIDS, Viral Hepatitis, STD, and TB Prevention.

¶¶¶ Please refer to the MMWR publication for weekly updates to the footnote for this condition. See Table II for Dengue Hemorrhagic Fever.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


