
TABLE II. (Part 9)  Provisional cases of selected notifiable diseases, United States, week ending April 30, 2011 (WEEK 17)*

column labels in same order that data fields appears in each record below:
Reporting Area
Shigellosis current week
Shigellosis previous 52 weeks median 
Shigellosis previous 52 weeks maximum 
Shigellosis cummulative for 2011
Shigellosis cummulative for 2010
Spotted Fever Rickettsiosis (including RMSF) † Confirmed current week
Spotted Fever Rickettsiosis (including RMSF) † Confirmed previous 52 weeks median 
Spotted Fever Rickettsiosis (including RMSF) † Confirmed previous 52 weeks maximum 
Spotted Fever Rickettsiosis (including RMSF) † Confirmed cummulative for 2011
Spotted Fever Rickettsiosis (including RMSF) † Confirmed cummulative for 2010
Spotted Fever Rickettsiosis (including RMSF) † Probable current week
Spotted Fever Rickettsiosis (including RMSF) † Probable previous 52 weeks median 
Spotted Fever Rickettsiosis (including RMSF) † Probable previous 52 weeks maximum 
Spotted Fever Rickettsiosis (including RMSF) † Probable cummulative for 2011
Spotted Fever Rickettsiosis (including RMSF) † Probable cummulative for 2010

tab delimited data:
test
UNITED STATES	113	279	629	2,470	4,134	-	2	10	16	15	4	28	196	92	139						
NEW ENGLAND	-	4	17	56	143	-	0	0	-	-	-	0	1	1	1						
Conn.	-	0	8	8	69	-	0	0	-	-	-	0	0	-	-						
Maine	-	0	3	5	3	-	0	0	-	-	-	0	1	-	1						
Mass.	-	3	16	42	60	-	0	0	-	-	-	0	0	-	-						
N.H.	-	0	2	-	4	-	0	0	-	-	-	0	1	-	-						
R.I.	-	0	4	-	6	-	0	0	-	-	-	0	1	1	-						
Vt.	-	0	1	1	1	-	0	0	-	-	-	0	0	-	-						
MID. ATLANTIC	2	22	70	159	569	-	0	1	1	-	-	1	4	4	8						
N.J.	-	4	16	24	102	-	0	0	-	-	-	0	0	-	-						
N.Y. (Upstate)	1	3	15	34	49	-	0	1	-	-	-	0	3	1	1						
N.Y. City	1	5	14	71	101	-	0	1	-	-	-	0	4	2	7						
Pa.	-	7	55	30	317	-	0	1	1	-	-	0	3	1	-						
E.N. CENTRAL	5	20	45	162	804	-	0	1	-	-	-	1	10	4	9						
Ill.	-	7	20	51	532	-	0	1	-	-	-	0	5	1	4						
Ind.	-	1	3	15	18	-	0	1	-	-	-	0	5	-	4						
