
TABLE II. (Part 4)  Provisional cases of selected notifiable diseases, United States, week ending January 12, 2013 (WEEK 02)*

column labels in same order that data fields appears in each record below:
Reporting Area
Giardiasis current week
Giardiasis previous 52 weeks median 
Giardiasis previous 52 weeks maximum 
Giardiasis cummulative for 2013
Giardiasis cummulative for 2012
Gonorrhea current week
Gonorrhea previous 52 weeks median 
Gonorrhea previous 52 weeks maximum 
Gonorrhea cummulative for 2013
Gonorrhea cummulative for 2012
Haemophilus influenzae, invasive, All ages, all serotypes † current week
Haemophilus influenzae, invasive, All ages, all serotypes † previous 52 weeks median 
Haemophilus influenzae, invasive, All ages, all serotypes † previous 52 weeks maximum 
Haemophilus influenzae, invasive, All ages, all serotypes † cummulative for 2013
Haemophilus influenzae, invasive, All ages, all serotypes † cummulative for 2012

tab delimited data:
test
UNITED STATES	67	240	400	175	426	2,832	6,296	7,274	6,021	12,369	37	61	97	79	192						
NEW ENGLAND	1	25	50	7	45	63	113	164	146	163	-	3	8	2	16						
Conn.	-	3	9	-	8	-	42	84	32	32	-	1	5	-	3						
Maine	-	3	10	2	4	-	9	14	-	19	-	0	2	-	2						
Mass.	-	12	27	3	27	56	49	99	97	77	-	2	7	2	9						
N.H.	-	1	6	1	2	4	3	9	9	10	-	0	0	-	2						
R.I.	-	0	7	-	2	-	10	18	5	25	-	0	1	-	-						
Vt.	1	3	10	1	2	3	2	10	3	-	-	0	1	-	-						
MID. ATLANTIC	7	44	76	20	64	509	1,007	1,151	1,058	1,733	11	13	28	18	51						
N.J.	-	0	10	-	14	46	147	200	135	320	-	2	5	-	8						
N.Y. (Upstate)	-	15	47	-	8	71	148	288	89	124	4	3	18	4	4						
N.Y. City	2	16	26	9	26	127	273	347	354	525	2	3	9	5	11						
Pa.	5	12	23	11	16	265	435	543	480	764	5	4	16	9	28						
E.N. CENTRAL	13	39	72	18	95	297	1,047	1,291	661	2,268	3	8	18	9	31						
Ill.	-	7	14	-	26	6	289	372	51	670	-	2	7	-	10						
Ind.	-	5	10	-	6	66	146	208	123	244	-	2	6	-	3						
Mich.	1	10	21	1	19	144	234	360	233	546	-	1	4	1	5						
Ohio	12	10	22	16	20	81	315	395	232	612	3	3	8	8	10						
Wis.	-	8	22	1	24	-	89	149	22	196	-	0	3	-	3						
W.N. CENTRAL	9	20	43	15	48	102	335	433	241	754	5	5	9	7	9						
Iowa	2	5	11	3	12	2	35	53	15	121	-	0	0	-	-						
Kans.	-	2	7	-	6	7	42	71	20	143	-	0	3	1	-						
Minn.	-	0	0	-	-	-	50	87	-	99	-	1	5	-	6						
Mo.	7	6	14	12	13	65	155	198	155	314	5	1	6	6	-						
Nebr.	-	2	11	-	8	28	28	47	51	50	-	0	3	-	2						
N. Dak.	-	1	6	-	2	-	6	10	-	8	-	0	2	-	1						
S. Dak.	-	2	9	-	7	-	13	25	-	19	-	0	0	-	-						
S. ATLANTIC	30	46	63	55	69	702	1,343	1,712	1,498	3,150	12	15	30	23	42						
Del.	-	0	2	-	-	21	18	49	47	23	-	0	2	-	-						
D.C.	-	0	5	-	2	-	45	94	29	131	-	0	1	-	-						
Fla.	26	21	35	48	27	277	379	477	566	737	8	4	9	12	11						
Ga.	-	8	26	-	21	206	272	358	360	527	-	2	9	-	12						
Md.	2	5	10	2	5	-	91	230	65	132	3	2	6	7	7						
N.C.	N	0	0	N	N	-	254	488	-	934	-	1	9	-	1						
S.C.	1	2	6	2	7	-	142	232	124	335	1	1	4	3	6						
Va.	1	5	10	3	7	187	130	214	284	314	-	2	7	1	3						
W. Va.	-	0	5	-	-	11	15	32	23	17	-	1	6	-	2						
E.S. CENTRAL	-	3	14	4	7	153	545	790	335	1,005	1	4	10	7	12						
Ala.	-	3	14	4	7	-	179	255	-	280	-	1	4	3	3						
Ky.	N	0	0	N	N	44	84	215	103	101	-	0	3	-	3						
Miss.	N	0	0	N	N	109	125	242	232	266	-	0	3	1	1						
Tenn.	N	0	0	N	N	-	171	255	-	358	1	2	7	3	5						
W.S. CENTRAL	1	5	16	1	10	744	850	1,159	1,423	1,426	2	3	14	3	10						
Ark.	1	2	6	1	-	86	83	123	192	158	-	0	3	-	1						
La.	-	3	10	-	10	75	141	404	78	21	-	1	5	-	7						
Okla.	-	0	0	-	-	-	21	47	-	36	2	2	13	3	2						
Tex.	N	0	0	N	N	583	616	980	1,153	1,211	-	0	1	-	-						
MOUNTAIN	-	20	47	11	28	129	251	323	242	422	2	4	16	6	11						
Ariz.	-	2	4	-	-	-	111	161	47	217	-	1	6	-	4						
