
TABLE II. (Part 1)  Provisional cases of selected notifiable diseases, United States, week ending June 12, 2004 (WEEK 23)*

column labels in same order that data fields appears in each record below:
Reporting Area
AIDS § cummulative for 2004
AIDS § cummulative for 2003
Chlamydia† cummulative for 2004
Chlamydia† cummulative for 2003
Coccidioidomycosis cummulative for 2004
Coccidioidomycosis cummulative for 2003
Cryptosporidiosis cummulative for 2004
Cryptosporidiosis cummulative for 2003
Encephalitis/Meningitis West Nile cummulative for 2004
Encephalitis/Meningitis West Nile cummulative for 2003

tab delimited data:
test
UNITED STATES	17,011	19,186	360,204	378,468	2,136	1,405	958	855	1	1											
NEW ENGLAND	569	655	12,485	12,150	-	-	57	59	-	-											
Maine	5	27	719	857	N	N	12	5	-	-											
N.H.	23	15	705	690	-	-	14	9	-	-											
Vt.	13	6	445	449	-	-	6	9	-	-											
Mass.	150	277	6,067	4,593	-	-	16	24	-	-											
R.I.	66	50	1,505	1,421	-	-	1	9	-	-											
Conn.	312	280	3,044	4,140	N	N	8	3	-	-											
MID. ATLANTIC	3,912	4,069	47,493	45,743	-	-	155	127	-	-											
Upstate N.Y.	453	267	9,804	8,338	N	N	38	29	-	-											
N.Y. City	2,154	1,974	13,374	15,283	-	-	36	47	-	-											
N.J.	675	783	5,633	6,675	-	-	10	8	-	-											
Pa.	630	1,045	18,682	15,447	N	N	71	43	-	-											
E.N. CENTRAL	1,455	1,987	62,122	68,982	5	3	223	206	-	-											
Ohio	237	302	16,636	18,271	-	-	59	28	-	-											
Ind.	166	260	7,979	7,552	N	N	30	20	-	-											
Ill.	700	960	15,135	21,585	-	-	13	35	-	-											
Mich.	269	363	16,434	14,015	5	3	50	37	-	-											
Wis.	83	102	5,938	7,559	-	-	71	86	-	-											
W.N. CENTRAL	331	360	20,280	21,938	4	2	119	81	-	-											
Minn.	81	73	3,779	4,776	N	N	46	37	-	-											
Iowa	21	41	1,087	2,333	N	N	15	13	-	-											
Mo.	135	180	8,258	7,960	3	1	19	7	-	-											
N. Dak.	12	1	652	650	N	N	4	3	-	-											
S. Dak.	5	6	1,115	1,071	-	-	16	16	-	-											
Nebr.	18	24	2,212	1,980	1	1	7	3	-	-											
Kans.	59	35	3,177	3,168	N	N	12	2	-	-											
S. ATLANTIC	5,282	5,392	67,283	71,436	-	2	185	115	-	-											
Del.	78	105	1,290	2,774	N	N	-	1	-	-											
Md.	601	555	8,022	7,235	-	2	9	8	-	-											
D.C.	308	595	1,508	1,461	-	-	2	1	-	-											
Va.	288	477	9,545	8,241	-	-	23	11	-	-											
W. Va.	30	41	1,180	1,106	N	N	2	2	-	-											
N.C.	305	565	12,674	11,539	N	N	34	15	-	-											
S.C.	329	326	6,788	5,837	-	-	7	2	-	-											
Ga.	782	736	8,249	14,913	-	-	53	42	-	-											
Fla.	2,561	1,992	18,027	18,330	N	N	55	33	-	-											
E.S. CENTRAL	782	836	23,522	24,419	2	1	42	52	-	-											
Ky.	71	78	2,423	3,609	N	N	13	10	-	-											
Tenn.	326	373	9,892	8,562	N	N	12	18	-	-											
Ala.	208	185	4,692	6,521	-	-	10	21	-	-											
Miss.	177	200	6,515	5,727	2	1	7	3	-	-											
W.S. CENTRAL	2,047	2,084	47,476	47,206	2	-	24	20	-	1											
Ark.	87	63	3,415	3,155	1	-	8	3	-	-											
La.	346	365	11,054	8,889	1	-	-	1	-	-											
Okla.	90	91	4,747	4,828	N	N	8	4	-	-											
Tex.	1,524	1,565	28,260	30,334	-	-	8	12	-	1											
MOUNTAIN	571	717	18,012	22,372	1,403	938	51	39	1	-											
Mont.	-	10	921	985	N	N	10	8	-	-											
Idaho	3	13	1,310	1,082	N	N	4	7	-	-											
Wyo.	6	5	480	449	-	-	2	1	-	-											
Colo.	98	157	3,411	5,714	N	N	24	8	-	-											
N. Mex.	91	51	2,298	3,313	9	3	2	2	-	-											
Ariz.	208	337	6,194	6,584	1,355	915	7	2	1	-											
Utah	34	32	1,486	1,623	12	3	1	8	-	-											
Nev.	131	112	1,912	2,622	27	17	1	3	-	-											
PACIFIC	2,062	3,086	61,531	64,222	720	459	102	156	-	-											
Wash.	165	211	7,681	6,862	N	N	9	14	-	-											
Oreg.	111	126	2,069	3,368	-	-	13	15	-	-											
Calif.	1,731	2,691	49,401	49,931	720	459	79	127	-	-											
Alaska	14	12	1,629	1,684	-	-	-	-	-	-											
Hawaii	41	46	751	2,377	-	-	1	-	-	-											
Guam	1	1	-	329	-	-	-	-	-	-											
P.R.	209	514	1,002	1,001	N	N	N	N	-	-											
V.I.	5	15	143	141	-	-	-	-	-	-											
Amer. Samoa	U	U	U	U	U	U	U	U	U	U											
C.N.M.I.	2	U	32	U	-	U	-	U	-	U											

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 2003 and 2004 are provisional and cumulative (year-to-date).

† Chlamydia refers to genital infections caused by Chlamydia trachomatis.

§ Updated monthly from reports to the Division of HIV/AIDS Prevention, National Center for HIV, STD, and TB Prevention. 


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


