
TABLE II. (Part 9)  Provisional cases of selected notifiable diseases, United States, week ending May 11, 2013 (WEEK 19)*

column labels in same order that data fields appears in each record below:
Reporting Area
Shigellosis current week
Shigellosis previous 52 weeks median 
Shigellosis previous 52 weeks maximum 
Shigellosis cummulative for 2013
Shigellosis cummulative for 2012
Spotted Fever Rickettsiosis (including RMSF) † Confirmed current week
Spotted Fever Rickettsiosis (including RMSF) † Confirmed previous 52 weeks median 
Spotted Fever Rickettsiosis (including RMSF) † Confirmed previous 52 weeks maximum 
Spotted Fever Rickettsiosis (including RMSF) † Confirmed cummulative for 2013
Spotted Fever Rickettsiosis (including RMSF) † Confirmed cummulative for 2012
Spotted Fever Rickettsiosis (including RMSF) † Probable current week
Spotted Fever Rickettsiosis (including RMSF) † Probable previous 52 weeks median 
Spotted Fever Rickettsiosis (including RMSF) † Probable previous 52 weeks maximum 
Spotted Fever Rickettsiosis (including RMSF) † Probable cummulative for 2013
Spotted Fever Rickettsiosis (including RMSF) † Probable cummulative for 2012

tab delimited data:
test
UNITED STATES	75	259	420	2,371	4,320	1	2	11	23	51	6	49	233	150	596						
NEW ENGLAND	-	4	13	51	43	-	0	1	-	-	-	0	3	-	4						
Conn.	-	1	3	14	11	-	0	0	-	-	-	0	0	-	-						
Maine	-	0	2	1	2	-	0	0	-	-	-	0	1	-	2						
Mass.	-	2	10	28	28	-	0	0	-	-	-	0	3	-	-						
N.H.	-	0	1	2	1	-	0	0	-	-	-	0	1	-	-						
R.I.	-	0	5	4	-	-	0	0	-	-	-	0	3	-	2						
Vt.	-	0	1	2	1	-	0	1	-	-	-	0	0	-	-						
MID. ATLANTIC	2	32	73	231	1,012	-	0	1	1	3	-	2	12	8	62						
N.J.	-	7	30	25	528	-	0	0	-	-	-	1	10	-	39						
N.Y. (Upstate)	-	12	37	81	169	-	0	1	-	2	-	0	3	2	2						
N.Y. City	2	7	19	102	266	-	0	0	-	-	-	0	3	3	7						
Pa.	-	1	7	23	49	-	0	1	1	1	-	0	5	3	14						
E.N. CENTRAL	9	39	114	583	430	-	0	2	-	3	1	2	18	12	51						
Ill.	-	4	17	46	55	-	0	1	-	2	-	1	12	4	29						
Ind.	-	1	17	18	25	-	0	1	-	1	-	1	5	5	12						
Mich.	3	3	14	68	93	-	0	1	-	-	-	0	2	-	-						
Ohio	5	28	103	437	234	-	0	0	-	-	1	0	3	2	6						
Wis.	1	1	13	14	23	-	0	0	-	-	-	0	3	1	4						
W.N. CENTRAL	1	7	32	72	107	-	0	2	-	-	-	2	27	11	68						
Iowa	-	2	11	21	5	-	0	0	-	-	-	0	1	1	4						
Kans.	-	1	5	11	65	-	0	0	-	-	-	0	0	-	-						
Minn.	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						
Mo.	1	1	4	15	28	-	0	2	-	-	-	2	27	10	63						
Nebr.	-	2	22	18	7	-	0	1	-	-	-	0	1	-	1						
N. Dak.	-	0	2	5	1	-	0	0	-	-	-	0	1	-	-						
S. Dak.	-	0	3	2	1	-	0	0	-	-	-	0	1	-	-						
S. ATLANTIC	28	48	98	448	1,054	-	1	8	21	34	1	14	145	50	96						
Del.	-	0	4	2	1	-	0	0	-	-	-	0	2	3	8						
D.C.	-	0	3	-	10	-	0	0	-	-	-	0	1	-	1						
Fla.	12	22	66	151	631	-	0	1	1	-	-	0	3	5	7						
Ga.	11	12	20	179	247	-	1	8	19	28	-	0	0	-	-						
Md.	1	3	14	24	86	-	0	0	-	-	-	0	2	5	4						
N.C.	-	2	10	40	36	-	0	4	-	-	-	0	133	7	20						
S.C.	3	1	5	32	10	-	0	1	1	3	-	0	6	5	5						
Va.	1	1	6	19	28	-	0	1	-	3	1	4	36	25	51						
W. Va.	-	0	3	1	5	-	0	0	-	-	-	0	1	-	-						
E.S. CENTRAL	3	18	41	169	477	-	0	2	-	1	4	8	57	54	144						
Ala.	-	4	20	61	130	-	0	1	-	1	2	2	13	13	26						
Ky.	-	4	21	20	179	-	0	1	-	-	1	1	7	6	6						
Miss.	-	4	13	50	101	-	0	2	-	-	-	0	3	-	4						
Tenn.	3	3	9	38	67	-	0	1	-	-	1	5	50	35	108						
W.S. CENTRAL	25	47	158	466	855	1	0	3	1	1	-	8	73	12	136						
Ark.	9	2	7	52	17	1	0	3	1	1	-	7	64	8	89						
La.	-	4	10	60	66	-	0	0	-	-	-	0	2	-	2						
Okla.	2	7	60	62	165	-	0	1	-	-	-	0	26	-	20						
Tex.	14	31	95	292	607	-	0	1	-	-	-	1	8	4	25						
MOUNTAIN	-	13	34	76	126	-	0	1	-	9	-	0	5	2	31						
Ariz.	-	7	21	38	90	-	0	1	-	9	-	0	3	2	24						
Colo.	-	1	19	6	11	-	0	1	-	-	-	0	1	-	-						
Idaho	-	0	2	2	2	-	0	0	-	-	-	0	1	-	2						
Mont.	-	0	2	-	3	-	0	0	-	-	-	0	1	-	-						
Nev.	-	1	9	13	1	-	0	0	-	-	-	0	0	-	-						
N. Mex.	-	2	10	9	12	-	0	0	-	-	-	0	1	-	1						
Utah	-	0	4	7	7	-	0	0	-	-	-	0	1	-	3						
Wyo.	-	0	3	1	-	-	0	0	-	-	-	0	1	-	1						
PACIFIC	7	17	42	275	216	-	0	2	-	-	-	0	2	1	4						
Alaska	-	0	1	-	4	N	0	0	N	N	N	0	0	N	N						
Calif.	6	13	33	211	159	-	0	2	-	-	-	0	1	1	4						
Hawaii	-	0	6	21	7	N	0	0	N	N	N	0	0	N	N						
Oreg.	-	1	10	18	23	-	0	0	-	-	-	0	1	-	-						
Wash.	1	1	19	25	23	-	0	0	-	-	-	0	0	-	-						
Amer. Samoa	-	1	3	-	-	N	0	0	N	N	N	0	0	N	N						
C.N.M.I.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-						
Guam	-	-	-	-	-	N	-	-	N	N	N	-	-	N	N						
P.R.	-	0	0	-	-	N	0	0	N	N	N	0	0	N	N						
V.I.	-	0	0	-	-	N	0	0	N	N	N	0	0	N	N						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not reportable.
NN: Not Nationally Notifiable
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Case counts for reporting years 2012 and 2013 are provisional and subject to change.
For further information on interpretation of these data, see http://wwwn.cdc.gov/nndss/document/ProvisionalNationaNotifiableDiseasesSurveillanceData20100927.pdf. 
Data for TB are displayed in Table IV, which appears quarterly.

† Illnesses with similar clinical presentation that result from Spotted fever group rickettsia infections are reported as Spotted fever rickettsiosis. Rocky Mountain Spotted Fever (RMSF) caused by Rickettsia rickettsii, is the most common and well-known spotted fever.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


