
TABLE II. (Part 3)  Provisional cases of selected notifiable diseases, United States, week ending October 28, 2006 (WEEK 43)*

column labels in same order that data fields appears in each record below:
Reporting Area
Hepatitis (Viral Acute), Type A current week
Hepatitis (Viral Acute), Type A previous 52 weeks median 
Hepatitis (Viral Acute), Type A previous 52 weeks maximum 
Hepatitis (Viral Acute), Type A cummulative for 2006
Hepatitis (Viral Acute), Type A cummulative for 2005
Hepatitis (Viral Acute), Type B current week
Hepatitis (Viral Acute), Type B previous 52 weeks median 
Hepatitis (Viral Acute), Type B previous 52 weeks maximum 
Hepatitis (Viral Acute), Type B cummulative for 2006
Hepatitis (Viral Acute), Type B cummulative for 2005
Legionellosis current week
Legionellosis previous 52 weeks median 
Legionellosis previous 52 weeks maximum 
Legionellosis cummulative for 2006
Legionellosis cummulative for 2005

tab delimited data:
test
UNITED STATES	43	65	245	2,676	3,524	48	84	597	3,339	4,311	46	46	127	1,947	1,785						
NEW ENGLAND	2	3	20	151	411	-	2	9	80	132	3	2	12	108	129						
Conn.	1	1	2	36	46	-	0	3	27	42	3	0	9	44	25						
Maine	-	0	2	6	4	-	0	2	16	12	-	0	2	8	6						
Mass.	-	1	10	51	263	-	0	5	14	44	-	0	4	27	61						
N.H.	-	0	16	37	78	-	0	2	13	26	-	0	1	1	9						
R.I.	1	0	4	12	14	-	0	4	9	3	-	0	10	21	19						
Vt.	-	0	2	9	6	-	0	1	1	5	-	0	2	7	9						
MID. ATLANTIC	6	6	16	301	563	1	8	55	339	549	9	15	47	723	619						
N.J.	1	2	7	65	123	-	2	8	83	200	-	2	10	83	106						
N.Y. (Upstate)	4	1	14	79	84	1	1	43	50	49	5	6	30	276	154						
N.Y. City	1	2	10	104	270	-	2	5	70	115	-	2	9	108	99						
Pa.	-	1	5	53	86	-	3	9	136	185	4	5	18	256	260						
E.N. CENTRAL	1	6	12	244	311	6	8	24	336	480	13	8	24	385	366						
Ill.	-	1	4	50	112	-	1	7	58	138	-	0	4	21	48						
Ind.	1	0	5	27	17	2	0	17	47	33	-	0	3	26	26						
Mich.	-	2	8	92	95	-	3	6	113	155	1	2	8	109	100						
Ohio	-	1	4	47	46	4	2	10	110	112	12	4	19	194	161						
Wis.	-	1	3	28	41	-	0	3	8	42	-	0	5	35	31						
W.N. CENTRAL	1	2	30	113	77	5	4	22	136	226	5	1	15	65	77						
Iowa	-	0	2	8	18	-	0	3	14	24	-	0	3	10	6						
Kans.	1	0	5	26	15	-	0	2	9	26	-	0	2	4	3						
Minn.	-	0	29	16	3	5	0	13	23	29	5	0	11	22	16						
Mo.	-	1	3	38	30	-	2	7	74	118	-	0	3	18	27						
Nebr.	-	0	3	17	11	-	0	2	15	22	-	0	2	7	3						
N. Dak.	-	0	2	-	-	-	0	0	-	-	-	0	1	-	2						
S. Dak.	-	0	3	8	-	-	0	1	1	7	-	0	6	4	20						
S. ATLANTIC	8	10	29	463	611	21	23	66	970	1,160	6	9	19	359	335						
Del.	-	0	2	10	5	-	1	4	36	26	-	0	2	10	15						
D.C.	-	0	2	6	4	-	0	2	5	10	-	0	5	19	9						
Fla.	4	4	13	182	247	6	8	19	347	401	3	3	9	140	95						
Ga.	-	1	7	54	113	2	3	7	138	177	-	0	4	15	31						
Md.	-	1	6	54	62	-	3	10	135	132	2	1	7	75	96						
N.C.	3	0	20	76	71	13	0	23	142	138	1	0	5	31	24						
S.C.	1	0	3	23	35	-	2	7	70	126	-	0	1	4	12						
Va.	-	1	11	52	70	-	1	18	51	118	-	1	7	52	37						
W. Va.	-	0	3	6	4	-	0	18	46	32	-	0	3	13	16						
E.S. CENTRAL	-	2	8	107	223	2	6	15	262	309	-	1	9	78	71						
Ala.	-	0	3	13	42	-	1	8	79	77	-	0	2	9	13						
Ky.	-	0	5	31	24	-	1	5	60	61	-	0	4	29	25						
Miss.	-	0	1	7	18	-	0	2	13	45	-	0	1	1	3						
Tenn.	-	1	5	56	139	2	2	8	110	126	-	1	7	39	30						
W.S. CENTRAL	-	3	77	146	403	3	14	315	614	519	-	0	32	43	39						
Ark.	-	0	9	37	17	-	1	3	41	59	-	0	3	3	5						
La.	-	0	4	15	57	-	0	4	28	64	-	0	2	4	1						
Okla.	-	0	2	6	4	3	0	17	56	39	-	0	3	1	7						
Tex.	-	2	73	88	325	-	11	295	489	357	-	0	26	35	26						
MOUNTAIN	2	5	17	224	281	1	4	39	147	452	8	2	8	112	87						
Ariz.	2	2	16	135	156	-	1	23	33	285	2	1	5	37	21						
Colo.	-	1	4	33	35	1	1	5	30	51	-	0	2	21	19						
Idaho	-	0	2	9	21	-	0	2	10	15	-	0	3	11	4						
Mont.	-	0	3	9	7	-	0	7	-	3	-	0	1	5	5						
Nev.	-	0	2	11	20	-	1	5	30	45	-	0	2	8	19						
N. Mex.	-	0	3	12	22	-	0	2	18	18	-	0	1	5	3						
Utah	-	0	2	12	19	-	0	5	26	33	6	0	1	25	12						
Wyo.	-	0	1	3	1	-	0	1	-	2	-	0	0	-	4						
PACIFIC	23	18	163	927	644	9	10	61	455	484	2	1	9	74	62						
Alaska	-	0	0	-	4	3	0	1	9	7	-	0	1	-	-						
Calif.	19	15	162	836	538	3	7	41	341	323	2	1	9	74	59						
Hawaii	-	0	2	9	21	-	0	1	6	7	-	0	0	-	3						
Oreg.	-	0	5	39	40	-	1	5	57	89	N	0	0	N	N						
