
TABLE II. (Part 5)  Provisional cases of selected notifiable diseases, United States, week ending September 5, 2009 (WEEK 35)*

column labels in same order that data fields appears in each record below:
Reporting Area
Pertussis current week
Pertussis previous 52 weeks median 
Pertussis previous 52 weeks maximum 
Pertussis cummulative for 2009
Pertussis cummulative for 2008
Rabies, animal current week
Rabies, animal previous 52 weeks median 
Rabies, animal previous 52 weeks maximum 
Rabies, animal cummulative for 2009
Rabies, animal cummulative for 2008
Rocky Mountain Spotted Fever current week
Rocky Mountain Spotted Fever previous 52 weeks median 
Rocky Mountain Spotted Fever previous 52 weeks maximum 
Rocky Mountain Spotted Fever cummulative for 2009
Rocky Mountain Spotted Fever cummulative for 2008

tab delimited data:
test
UNITED STATES	87	270	1,697	8,643	6,022	57	68	138	2,432	2,909	7	33	179	980	1,592						
NEW ENGLAND	-	15	29	386	683	10	8	14	224	272	-	0	2	8	4						
Conn.	-	1	4	26	39	8	3	10	101	130	-	0	0	-	-						
Maine	-	1	10	64	23	2	1	5	36	36	-	0	2	4	1						
Mass.	-	8	21	224	537	-	0	0	-	-	-	0	1	3	1						
N.H.	-	1	7	53	21	-	0	7	24	29	-	0	0	-	1						
R.I.	-	0	5	11	55	-	0	3	27	24	-	0	2	-	1						
Vt.	-	0	2	8	8	-	1	4	36	53	-	0	1	1	-						
MID. ATLANTIC	6	23	64	755	699	20	14	27	428	632	1	1	29	49	102						
N.J.	-	4	12	128	144	-	0	0	-	-	-	0	2	-	70						
N.Y. (Upstate)	2	5	41	136	265	20	8	20	310	343	1	0	29	10	12						
N.Y. City	1	0	21	53	49	-	0	2	-	12	-	0	4	21	9						
Pa.	3	13	33	438	241	-	5	17	118	277	-	0	2	18	11						
E.N. CENTRAL	17	52	238	1,759	985	8	2	19	177	184	-	1	6	55	118						
Ill.	-	12	45	268	190	3	1	9	71	77	-	1	6	33	86						
Ind.	-	5	158	171	35	-	0	6	17	4	-	0	3	4	6						
Mich.	4	11	26	452	157	-	1	5	49	63	-	0	2	5	3						
Ohio	13	20	57	774	514	5	0	7	40	40	-	0	3	13	23						
Wis.	-	3	11	94	89	N	0	0	N	N	-	0	0	-	-						
W.N. CENTRAL	17	34	872	1,237	499	4	5	17	198	209	-	4	25	207	349						
Iowa	-	6	21	122	76	-	0	5	24	16	-	0	2	4	7						
Kans.	-	4	12	132	40	-	1	6	56	50	-	0	1	2	-						
Minn.	-	0	808	165	153	1	0	11	40	34	-	0	1	2	-						
Mo.	14	20	51	678	159	3	1	5	47	47	-	4	24	189	324						
Nebr.	3	4	32	108	51	-	0	2	-	28	-	0	2	10	15						
N. Dak.	-	0	24	17	1	-	0	9	4	17	-	0	1	-	-						
S. Dak.	-	0	10	15	19	-	0	4	27	17	-	0	0	-	3						
S. ATLANTIC	31	27	71	1,074	580	3	25	111	1,057	1,211	-	13	42	365	526						
Del.	-	0	2	10	11	-	0	0	-	-	-	0	3	14	26						
D.C.	-	0	2	2	3	-	0	0	-	-	-	0	0	-	6						
Fla.	23	8	32	392	173	-	0	95	121	138	-	0	2	5	9						
Ga.	-	3	11	106	61	-	0	71	262	272	-	1	6	34	64						
Md.	1	3	10	76	74	-	6	14	226	312	-	1	3	27	66						
N.C.	-	0	65	204	79	N	0	4	N	N	-	8	36	225	222						
S.C.	2	3	17	151	83	-	0	0	-	-	-	0	9	15	28						
Va.	3	3	24	109	89	-	10	23	364	424	-	2	9	42	98						
W. Va.	2	0	5	24	7	3	2	6	84	65	-	0	1	3	7						
E.S. CENTRAL	2	14	33	548	216	1	2	7	70	131	3	4	19	170	236						
Ala.	-	4	19	202	28	-	0	0	-	-	-	1	6	38	61						
Ky.	2	6	15	178	58	1	1	4	36	32	-	0	1	1	1						
Miss.	-	1	4	40	76	-	0	2	-	2	-	0	1	7	9						
Tenn.	-	3	14	128	54	-	1	4	34	97	3	2	15	124	165						
W.S. CENTRAL	-	55	389	1,748	960	-	0	13	45	74	3	1	161	105	224						
Ark.	-	4	38	155	58	-	0	5	23	41	3	0	61	47	44						
La.	-	2	8	90	59	-	0	0	-	-	-	0	1	2	5						
Okla.	-	0	45	36	30	-	0	13	21	31	-	0	98	44	142						
Tex.	-	41	304	1,467	813	-	0	1	1	2	-	0	6	12	33						
MOUNTAIN	1	17	31	571	593	-	1	9	57	61	-	1	3	19	30						
Ariz.	-	4	10	144	161	N	0	0	N	N	-	0	2	4	8						
Colo.	-	5	12	193	109	-	0	0	-	-	-	0	0	-	1						
Idaho	1	1	5	54	22	-	0	2	-	7	-	0	1	1	1						
Mont.	-	0	4	12	74	-	0	4	16	7	-	0	2	8	3						
Nev.	-	0	3	10	26	-	0	1	4	9	-	0	1	1	2						
N. Mex.	-	1	10	37	32	-	0	2	16	23	-	0	1	1	3						
Utah	-	3	19	113	158	-	0	6	4	4	-	0	1	1	5						
Wyo.	-	0	5	8	11	-	0	4	17	11	-	0	2	3	7						
PACIFIC	13	19	98	565	807	11	5	12	176	135	-	0	1	2	3						
Alaska	-	1	21	31	108	-	0	2	10	12	N	0	0	N	N						
Calif.	-	5	19	143	366	10	4	12	152	116	-	0	1	2	-						
Hawaii	2	0	3	22	8	-	0	0	-	-	N	0	0	N	N						
Oreg.	4	3	16	175	122	1	0	3	14	7	-	0	0	-	3						
Wash.	7	6	76	194	203	-	0	0	-	-	-	0	0	-	-						
Amer. Samoa	-	0	0	-	-	N	0	0	N	N	N	0	0	N	N						
C.N.M.I.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-						
Guam	-	0	0	-	-	-	0	0	-	-	N	0	0	N	N						
P.R.	-	0	1	1	-	-	1	3	27	45	N	0	0	N	N						
V.I.	-	0	0	-	-	N	0	0	N	N	N	0	0	N	N						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not reportable.
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Incidence data for reporting years 2008 and 2009 are provisional.
Data for HIV/AIDS, AIDS, and TB, when available, are displayed in Table IV, which appears quarterly.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


