
TABLE II. (Part 1)  Provisional cases of selected notifiable diseases, United States, week ending July 13, 1996 (WEEK 28)*

column labels in same order that data fields appears in each record below:
Reporting Area
AIDS § cummulative for 1996
AIDS § cummulative for 1995
Chlamydia† cummulative for 1996
Escherichia coli O157:H7 NETSS cummulative for 1996
Escherichia coli O157:H7 PHLIS cummulative for 1996
Gonorrhea cummulative for 1996
Gonorrhea cummulative for 1995
Hepatitis C/NA,NB cummulative for 1996
Hepatitis C/NA,NB cummulative for 1995
Legionellosis cummulative for 1996
Legionellosis cummulative for 1995

tab delimited data:
test
UNITED STATES	34,213	35,320	153,096	784	328	142,754	206,165	1,914	2,103	379	631										
NEW ENGLAND	1,391	1,762	8,964	98	21	3,887	3,985	58	65	18	13										
Maine	22	72	-	4	-	24	42	-	-	1	4										
N.H.	42	53	389	10	5	77	69	3	11	-	1										
Vt.	10	13	-	9	6	33	25	24	6	2	-										
Mass.	648	793	3,509	39	10	1,157	1,424	28	47	9	7										
R.I.	94	134	1,079	5	-	278	266	3	1	6	1										
Conn.	575	697	3,987	31	-	2,318	2,159	-	-	N	N										
MID. ATLANTIC	9,450	9,096	20,459	61	26	15,529	23,683	197	222	78	90										
Upstate N.Y.	1,164	1,118	N	43	12	3,109	4,665	169	113	25	29										
N.Y. City	5,299	4,481	8,875	-	-	4,635	9,545	1	1	1	2										
N.J.	1,796	2,208	2,222	18	5	2,443	2,226	-	90	7	17										
Pa.	1,191	1,289	9,362	N	9	5,342	7,247	27	18	45	42										
E.N. CENTRAL	2,777	2,871	20,954	218	95	22,398	41,261	252	170	108	190										
Ohio	622	609	10,763	58	33	7,832	13,507	10	5	50	88										
Ind.	393	257	5,278	28	19	3,584	4,643	7	1	26	45										
Ill.	1,202	1,271	569	92	16	8,931	10,309	43	51	2	20										
Mich.	407	562	-	40	27	-	9,298	192	113	24	21										
Wis.	153	172	4,344	N	-	2,051	3,504	-	-	6	16										
W.N. CENTRAL	820	844	14,894	152	78	7,380	9,220	66	35	23	45										
Minn.	157	203	-	47	38	U	1,668	-	2	2	-										
Iowa	57	44	1,951	35	23	504	798	33	5	4	14										
Mo.	402	339	6,807	23	-	4,387	6,097	20	11	6	13										
N. Dak.	8	4	2	8	6	1	16	-	4	-	2										
S. Dak.	8	9	689	7	-	95	103	-	1	2	-										
Nebr.	55	71	885	10	2	159	538	3	9	7	11										
Kans.	133	174	4,560	22	9	2,234	U	10	3	2	5										
S. ATLANTIC	8,571	9,004	28,939	44	13	52,823	57,784	133	120	66	103										
Del.	167	163	-	-	1	762	1,092	1	-	3	1										
Md.	1,026	1,297	3,334	N	3	6,845	6,832	-	6	9	17										
D.C.	591	576	N	-	-	2,374	2,454	-	-	3	4										
Va.	546	640	5,801	N	2	5,104	5,871	8	5	12	8										
W. Va.	64	43	-	N	2	254	467	7	26	1	3										
N.C.	464	491	-	10	2	9,888	12,667	29	28	5	21										
S.C.	443	450	-	6	3	5,989	6,643	15	12	4	20										
Ga.	1,288	1,094	6,923	12	-	11,652	10,760	-	15	1	14										
Fla.	3,982	4,250	12,881	12	-	9,955	10,998	73	28	28	15										
E.S. CENTRAL	1,136	1,105	15,409	22	14	16,286	21,436	368	638	29	37										
Ky.	174	156	3,570	3	2	2,150	2,415	17	20	3	8										
Tenn.	444	435	6,657	9	12	5,717	7,160	299	616	13	15										
Ala.	325	296	4,367	5	-	6,867	9,028	3	2	2	5										
Miss.	193	218	U	5	-	1,552	2,833	49	-	11	9										
W.S. CENTRAL	3,320	3,104	6,844	28	5	10,114	28,941	253	143	3	12										
Ark.	145	136	-	8	2	2,179	2,860	2	3	-	5										
La.	787	496	3,725	4	2	4,122	6,425	110	93	-	2										
Okla.	138	155	3,119	3	-	1,985	2,871	66	26	3	3										
Tex.	2,250	2,317	-	13	1	1,828	16,785	75	21	-	2										
MOUNTAIN	984	1,120	6,224	59	26	3,979	4,757	352	259	23	72										
Mont.	14	9	-	6	-	14	39	10	9	1	4										
Idaho	23	26	832	15	5	56	70	85	33	-	2										
Wyo.	3	7	340	-	2	16	28	108	109	3	6										
Colo.	301	373	-	22	5	950	1,587	30	40	7	27										
N. Mex.	56	107	-	2	-	479	546	35	33	1	4										
Ariz.	287	298	3,255	N	11	2,018	1,651	38	18	7	6										
Utah	104	69	800	10	-	156	113	38	8	2	8										
Nev.	196	231	997	4	3	290	723	8	9	2	15										
PACIFIC	5,764	6,414	30,409	102	50	10,358	15,098	235	451	31	69										
Wash.	383	490	4,904	23	5	1,079	1,356	35	116	3	11										
Oreg.	266	223	2,804	33	17	259	430	4	31	-	-										
Calif.	5,013	5,514	21,498	43	23	8,600	12,615	86	294	28	53										
Alaska	14	46	553	3	-	237	374	2	1	-	-										
Hawaii	88	141	650	N	5	183	323	108	9	-	5										
Guam	4	-	114	N	-	26	66	1	4	-	1										
P.R.	1,057	1,489	N	13	U	149	310	66	116	-	-										
V.I.	14	21	N	N	U	-	23	-	-	-	-										
Amer. Samoa	-	-	-	N	U	-	13	-	-	-	-										
C.N.M.I.	-	-	N	N	U	11	29	-	5	-	-										

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 1995 and 1996 are provisional and cumulative (year-to-date).

† Chlamydia refers to genital infections caused by Chlamydia trachomatis.

§ Updated monthly from reports to the Division of HIV/AIDS Prevention, National Center for HIV, STD, and TB Prevention. 


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


