
TABLE II. (Part 7)  Provisional cases of selected notifiable diseases, United States, week ending September 12, 2009 (WEEK 36)*

column labels in same order that data fields appears in each record below:
Reporting Area
Streptococcal disease, invasive, group A current week
Streptococcal disease, invasive, group A previous 52 weeks median 
Streptococcal disease, invasive, group A previous 52 weeks maximum 
Streptococcal disease, invasive, group A cummulative for 2009
Streptococcal disease, invasive, group A cummulative for 2008
Streptococcus pneumoniae, invasive disease, nondrug resistant †, Age <5 years current week
Streptococcus pneumoniae, invasive disease, nondrug resistant †, Age <5 years previous 52 weeks median 
Streptococcus pneumoniae, invasive disease, nondrug resistant †, Age <5 years previous 52 weeks maximum 
Streptococcus pneumoniae, invasive disease, nondrug resistant †, Age <5 years cummulative for 2009
Streptococcus pneumoniae, invasive disease, nondrug resistant †, Age <5 years cummulative for 2008

tab delimited data:
test
UNITED STATES	27	101	239	3,875	4,142	14	36	122	1,191	1,238											
NEW ENGLAND	-	5	28	229	299	-	1	12	43	60											
Conn.	-	0	21	63	86	-	0	11	-	-											
Maine	-	0	2	13	20	-	0	1	3	1											
Mass.	-	3	10	97	140	-	1	4	30	44											
N.H.	-	1	4	34	20	-	0	2	8	8											
R.I.	-	0	2	9	21	-	0	2	-	7											
Vt.	-	0	3	13	12	-	0	1	2	-											
MID. ATLANTIC	3	19	43	784	850	1	5	33	181	155											
N.J.	-	3	6	104	154	-	1	4	31	47											
N.Y. (Upstate)	3	7	25	261	265	-	2	17	85	69											
N.Y. City	-	4	12	149	154	1	0	31	65	39											
Pa.	-	6	18	270	277	N	0	2	N	N											
E.N. CENTRAL	1	17	42	735	787	1	6	18	180	226											
Ill.	-	5	12	204	210	-	1	5	23	63											
Ind.	-	3	23	117	104	-	0	13	26	26											
Mich.	-	3	11	120	136	-	1	5	48	58											
Ohio	-	4	13	185	215	1	1	6	53	42											
Wis.	1	2	11	109	122	-	1	4	30	37											
W.N. CENTRAL	-	6	37	319	313	-	2	11	107	68											
Iowa	-	0	0	-	-	-	0	0	-	-											
Kans.	-	1	5	37	32	N	0	1	N	N											
Minn.	-	0	34	146	150	-	0	10	60	19											
Mo.	-	1	8	70	74	-	0	4	29	30											
Nebr.	-	1	3	35	31	-	0	1	8	7											
N. Dak.	-	0	4	11	8	-	0	3	4	6											
S. Dak.	-	0	3	20	18	-	0	2	6	6											
S. ATLANTIC	9	22	48	884	843	5	6	16	221	242											
Del.	1	0	1	10	6	-	0	0	-	-											
D.C.	-	0	3	11	12	N	0	0	N	N											
Fla.	5	6	12	217	193	3	1	6	52	46											
Ga.	1	5	13	208	187	1	2	6	55	65											
Md.	2	3	12	140	146	-	1	4	51	46											
N.C.	-	2	12	81	106	N	0	0	N	N											
S.C.	-	1	5	56	51	1	1	6	33	42											
Va.	-	3	9	127	109	-	0	4	18	37											
W. Va.	-	1	4	34	33	-	0	3	12	6											
E.S. CENTRAL	1	4	10	148	145	3	2	7	64	63											
Ala.	N	0	0	N	N	N	0	0	N	N											
Ky.	-	1	5	28	31	N	0	0	N	N											
Miss.	N	0	0	N	N	-	0	2	14	8											
Tenn.	1	3	9	120	114	3	1	6	50	55											
W.S. CENTRAL	4	9	79	324	366	4	6	46	203	192											
Ark.	-	0	2	14	8	-	0	4	21	11											
La.	-	0	3	11	14	-	0	3	13	11											
Okla.	-	3	20	108	85	3	1	7	43	49											
Tex.	4	5	59	191	259	1	4	34	126	121											
MOUNTAIN	6	10	22	338	429	-	4	16	169	194											
Ariz.	3	3	7	115	151	-	2	10	88	89											
Colo.	3	3	9	111	107	-	1	4	32	43											
Idaho	-	0	2	7	12	-	0	2	7	3											
Mont.	N	0	0	N	N	N	0	0	N	N											
Nev.	-	0	1	5	8	-	0	1	-	3											
N. Mex.	-	2	7	59	103	-	0	4	15	27											
Utah	-	1	6	40	42	-	0	5	27	28											
Wyo.	-	0	1	1	6	-	0	1	-	1											
PACIFIC	3	3	9	114	110	-	0	4	23	38											
Alaska	-	1	3	21	28	-	0	3	17	24											
Calif.	N	0	0	N	N	N	0	0	N	N											
Hawaii	3	3	8	93	82	-	0	2	6	14											
Oreg.	N	0	0	N	N	N	0	0	N	N											
Wash.	N	0	0	N	N	N	0	0	N	N											
Amer. Samoa	-	0	0	-	30	N	0	0	N	N											
C.N.M.I.	-	-	-	-	-	-	-	-	-	-											
Guam	-	0	0	-	-	-	0	0	-	-											
P.R.	N	0	0	N	N	N	0	0	N	N											
V.I.	-	0	0	-	-	N	0	0	N	N											

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not reportable.
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Incidence data for reporting years 2008 and 2009 are provisional.
Data for HIV/AIDS, AIDS, and TB, when available, are displayed in Table IV, which appears quarterly.

† Includes cases of invasive pneumococcal disease, in children aged <5 years, caused by Streptococcus pneumoniae, 
which is susceptible or for which susceptibility testing is not available (NNDSS event code 11717).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


