
TABLE II. (Part 2)  Provisional cases of selected notifiable diseases, United States, week ending July 26, 2003 (WEEK 30)*

column labels in same order that data fields appears in each record below:
Reporting Area
Escherichia coli, Enterohemorrhagic, (EHEC), 0157:H7 cummulative for 2003
Escherichia coli, Enterohemorrhagic, (EHEC), 0157:H7 cummulative for 2002
Escherichia coli, Enterohemorrhagic, (EHEC), shiga toxin positive, serogroup non-0157 cummulative for 2003
Escherichia coli, Enterohemorrhagic, (EHEC), shiga toxin positive, serogroup non-0157 cummulative for 2002
Escherichia coli, Enterohemorrhagic, (EHEC), shiga toxin positive, not serogrouped cummulative for 2003
Escherichia coli, Enterohemorrhagic, (EHEC), shiga toxin positive, not serogrouped cummulative for 2002
Giardiasis cummulative for 2003
Giardiasis cummulative for 2002
Gonorrhea cummulative for 2003
Gonorrhea cummulative for 2002

tab delimited data:
test
UNITED STATES	893	1,341	103	77	64	20	8,488	10,009	172,361	196,842											
NEW ENGLAND	53	118	19	19	7	2	566	889	3,834	4,353											
Maine	5	13	1	-	-	-	72	87	105	67											
N.H.	9	10	1	-	-	-	18	27	61	64											
Vt.	5	4	-	-	-	-	48	67	46	57											
Mass.	19	60	3	13	7	2	251	482	1,501	1,880											
R.I.	1	5	-	-	-	-	55	68	492	498											
Conn.	14	26	14	6	-	-	122	158	1,629	1,787											
MID. ATLANTIC	106	159	4	1	19	2	1,684	2,128	20,784	23,369											
Upstate N.Y.	43	70	2	-	9	-	470	592	4,276	4,772											
N.Y. City	3	8	-	-	-	-	587	804	7,238	7,090											
N.J.	5	29	-	-	-	-	157	245	4,923	4,053											
Pa.	55	52	2	1	10	2	470	487	4,347	7,454											
E.N. CENTRAL	205	331	13	19	10	3	1,387	1,665	34,742	41,183											
Ohio	45	62	10	6	9	2	458	445	11,205	12,154											
Ind.	42	30	-	-	-	-	-	-	3,503	4,047											
Ill.	34	100	-	6	-	-	347	494	9,722	13,693											
Mich.	35	50	-	2	-	1	353	431	7,306	7,900											
Wis.	49	89	3	5	1	-	229	295	3,006	3,389											
W.N. CENTRAL	162	183	14	9	14	2	888	953	8,703	9,947											
Minn.	49	54	8	6	-	-	342	334	1,447	1,743											
Iowa	35	49	-	-	-	-	124	138	607	659											
Mo.	45	27	2	-	1	-	237	262	4,419	4,893											
N. Dak.	6	4	-	-	5	-	20	13	30	38											
S. Dak.	10	20	3	1	-	-	25	40	112	148											
Nebr.	6	16	1	2	-	-	61	77	678	851											
Kans.	11	13	-	-	8	2	79	89	1,410	1,615											
S. ATLANTIC	75	114	38	14	2	-	1,434	1,491	43,749	50,573											
Del.	1	5	N	N	N	N	18	28	681	911											
Md.	2	9	-	-	-	-	60	56	4,392	4,979											
D.C.	1	-	-	-	-	-	20	23	1,301	1,537											
Va.	21	27	5	2	-	-	205	117	4,926	5,575											
W. Va.	2	2	-	-	-	-	22	26	486	574											
N.C.	5	18	10	-	-	-	N	N	8,328	9,482											
S.C.	-	2	-	-	-	-	60	43	4,325	5,093											
Ga.	15	32	3	7	-	-	502	477	9,301	9,910											
Fla.	28	19	20	5	2	-	547	721	10,009	12,512											
E.S. CENTRAL	42	55	-	-	5	7	179	181	14,603	17,269											
Ky.	12	13	-	-	5	7	N	N	1,984	1,982											
Tenn.	17	24	-	-	-	-	79	82	4,404	5,227											
Ala.	10	12	-	-	-	-	100	99	4,890	6,102											
Miss.	3	6	-	-	-	-	-	-	3,325	3,958											
W.S. CENTRAL	26	61	1	-	3	2	150	99	24,302	27,431											
Ark.	4	5	-	-	-	-	81	72	2,341	2,569											
La.	1	2	-	-	-	-	5	2	6,323	6,530											
Okla.	12	12	-	-	-	-	64	24	2,444	2,660											
Tex.	9	42	1	-	3	2	-	1	13,194	15,672											
MOUNTAIN	114	131	12	11	4	2	759	754	5,684	6,157											
Mont.	4	9	-	-	-	-	42	40	63	55											
Idaho	26	9	6	5	-	-	84	57	41	43											
Wyo.	2	4	-	1	-	-	11	14	26	34											
Colo.	33	49	2	4	4	2	213	250	1,465	1,941											
N. Mex.	4	4	3	1	-	-	23	83	615	845											
Ariz.	18	15	N	N	N	N	146	106	2,170	2,015											
Utah	21	27	1	-	-	-	168	129	231	135											
Nev.	6	14	-	-	-	-	72	75	1,073	1,089											
PACIFIC	110	189	2	4	-	-	1,441	1,849	15,960	16,560											
Wash.	30	21	1	-	-	-	129	216	1,578	1,644											
Oreg.	22	49	1	4	-	-	190	220	561	470											
Calif.	56	91	-	-	-	-	1,048	1,307	13,188	13,713											
Alaska	1	5	-	-	-	-	43	51	299	361											
Hawaii	1	23	-	-	-	-	31	55	334	372											
Guam	N	N	-	-	-	-	-	6	-	32											
P.R.	-	1	-	-	-	-	30	31	106	230											
V.I.	-	-	-	-	-	-	-	-	36	26											
Amer. Samoa	U	U	U	U	U	U	U	U	U	U											
C.N.M.I.	-	U	-	U	-	U	-	U	-	U											

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 2002 and 2003 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


