
TABLE II. (Part 4)  Provisional cases of selected notifiable diseases, United States, week ending March 1, 2008 (WEEK 09)*

column labels in same order that data fields appears in each record below:
Reporting Area
Lyme disease current week
Lyme disease previous 52 weeks median 
Lyme disease previous 52 weeks maximum 
Lyme disease cummulative for 2008
Lyme disease cummulative for 2007
Malaria current week
Malaria previous 52 weeks median 
Malaria previous 52 weeks maximum 
Malaria cummulative for 2008
Malaria cummulative for 2007
Meningococcal diseases, invasive †, all serogroups current week
Meningococcal diseases, invasive †, all serogroups previous 52 weeks median 
Meningococcal diseases, invasive †, all serogroups previous 52 weeks maximum 
Meningococcal diseases, invasive †, all serogroups cummulative for 2008
Meningococcal diseases, invasive †, all serogroups cummulative for 2007

tab delimited data:
test
UNITED STATES	57	321	1,304	748	1,314	4	24	103	113	156	13	18	49	125	199						
NEW ENGLAND	-	44	302	12	94	-	1	23	-	6	-	0	3	2	7						
Conn.	-	12	214	-	18	-	0	16	-	-	-	0	1	1	1						
Maine	-	5	61	-	1	-	0	2	-	1	-	0	1	1	1						
Mass.	-	0	31	-	35	-	0	3	-	5	-	0	2	-	4						
N.H.	-	8	88	9	36	-	0	4	-	-	-	0	1	-	-						
R.I.	-	0	79	-	-	-	0	7	-	-	-	0	1	-	-						
Vt.	-	1	13	3	4	-	0	2	-	-	-	0	1	-	1						
MID. ATLANTIC	20	163	665	443	670	1	7	18	20	34	2	2	8	16	20						
N.J.	-	36	177	32	207	-	0	4	-	3	-	0	2	1	3						
N.Y. (Upstate)	13	54	220	43	75	1	1	8	3	3	2	1	3	7	5						
N.Y. City	-	5	27	4	23	-	4	9	11	23	-	0	4	1	3						
Pa.	7	51	322	364	365	-	1	4	6	5	-	1	5	7	9						
E.N. CENTRAL	-	12	169	12	48	1	2	7	24	27	1	3	6	18	37						
Ill.	-	1	16	-	3	-	1	6	9	13	-	1	3	2	12						
Ind.	-	0	7	-	1	-	0	2	1	1	-	0	4	2	6						
Mich.	-	0	5	4	2	-	0	2	5	4	-	0	2	5	7						
Ohio	-	0	4	1	2	1	0	3	8	4	1	1	2	9	7						
Wis.	-	10	149	7	40	-	0	1	1	5	-	0	1	-	5						
W.N. CENTRAL	-	4	665	1	16	-	0	8	1	8	-	1	8	18	16						
Iowa	-	1	11	1	2	-	0	1	-	1	-	0	2	5	4						
Kans.	-	0	2	-	1	-	0	1	-	-	-	0	1	-	2						
Minn.	-	0	665	-	13	-	0	8	-	4	-	0	7	7	-						
Mo.	-	0	4	-	-	-	0	1	-	1	-	0	3	4	7						
Nebr.	-	0	1	-	-	-	0	1	1	2	-	0	2	1	1						
N. Dak.	-	0	2	-	-	-	0	1	-	-	-	0	1	-	1						
S. Dak.	-	0	0	-	-	-	0	1	-	-	-	0	1	1	1						
S. ATLANTIC	37	64	214	248	460	2	4	14	35	35	5	3	11	20	27						
Del.	3	11	34	59	67	-	0	1	-	1	-	0	1	-	-						
D.C.	-	0	7	-	-	-	0	1	-	1	-	0	0	-	-						
Fla.	3	1	11	12	3	1	1	7	15	8	2	1	7	8	8						
Ga.	-	0	3	1	-	1	1	3	10	2	-	0	3	1	5						
Md.	31	33	132	160	344	-	1	5	8	11	-	0	2	1	8						
N.C.	-	0	8	2	-	-	0	4	2	4	-	0	4	3	-						
S.C.	-	0	4	1	3	-	0	1	-	-	3	0	2	7	2						
Va.	-	17	62	13	43	-	1	7	-	8	-	0	2	-	4						
