
TABLE II. (Part 6)  Provisional cases of selected notifiable diseases, United States, week ending February 2, 2002 (WEEK 05)*

column labels in same order that data fields appears in each record below:
Reporting Area
Rocky Mountain Spotted Fever cummulative for 2002
Rocky Mountain Spotted Fever cummulative for 2001
Rubella cummulative for 2002
Rubella cummulative for 2001
Rubella Congenital cummulative for 2002
Rubella Congenital cummulative for 2001
Salmonellosis cummulative for 2002
Salmonellosis cummulative for 2001

tab delimited data:
test
UNITED STATES	25	6	-	-	-	-	1,464	2,159													
NEW ENGLAND	-	-	-	-	-	-	109	119													
Maine	-	-	-	-	-	-	12	8													
N.H.	-	-	-	-	-	-	3	8													
Vt.	-	-	-	-	-	-	5	6													
Mass.	-	-	-	-	-	-	59	89													
R.I.	-	-	-	-	-	-	4	6													
Conn.	-	-	-	-	-	-	26	2													
MID. ATLANTIC	3	-	-	-	-	-	135	364													
Upstate N.Y.	-	-	-	-	-	-	20	41													
N.Y. City	-	-	-	-	-	-	54	89													
N.J.	-	-	-	-	-	-	1	152													
Pa.	3	-	-	-	-	-	60	82													
E.N. CENTRAL	1	1	-	-	-	-	195	317													
Ohio	1	-	-	-	-	-	48	92													
Ind.	-	-	-	-	-	-	18	10													
Ill.	-	1	-	-	-	-	54	109													
Mich.	-	-	-	-	-	-	59	48													
Wis.	-	-	-	-	-	-	16	58													
W.N. CENTRAL	-	-	-	-	-	-	124	124													
Minn.	-	-	-	-	-	-	23	33													
Iowa	-	-	-	-	-	-	16	13													
Mo.	-	-	-	-	-	-	60	39													
N. Dak.	-	-	-	-	-	-	-	-													
S. Dak.	-	-	-	-	-	-	9	11													
Nebr.	-	-	-	-	-	-	-	10													
Kans.	-	-	-	-	-	-	16	18													
S. ATLANTIC	20	5	-	-	-	-	472	434													
Del.	-	-	-	-	-	-	-	8													
Md.	5	2	-	-	-	-	58	53													
D.C.	-	-	-	-	-	-	6	11													
Va.	-	-	-	-	-	-	45	32													
W. Va.	-	-	-	-	-	-	1	1													
N.C.	15	3	-	-	-	-	86	108													
S.C.	-	-	-	-	-	-	15	37													
Ga.	-	-	-	-	-	-	138	96													
Fla.	-	-	-	-	-	-	123	88													
E.S. CENTRAL	1	-	-	-	-	-	106	132													
Ky.	-	-	-	-	-	-	12	21													
Tenn.	1	-	-	-	-	-	24	19													
Ala.	-	-	-	-	-	-	55	68													
Miss.	-	-	-	-	-	-	15	24													
W.S. CENTRAL	-	-	-	-	-	-	41	263													
Ark.	-	-	-	-	-	-	21	20													
La.	-	-	-	-	-	-	-	39													
Okla.	-	-	-	-	-	-	18	7													
Tex.	-	-	-	-	-	-	2	197													
MOUNTAIN	-	-	-	-	-	-	77	116													
Mont.	-	-	-	-	-	-	2	6													
Idaho	-	-	-	-	-	-	6	4													
Wyo.	-	-	-	-	-	-	4	6													
Colo.	-	-	-	-	-	-	38	32													
N. Mex.	-	-	-	-	-	-	9	20													
Ariz.	-	-	-	-	-	-	5	30													
Utah	-	-	-	-	-	-	13	9													
Nev.	-	-	-	-	-	-	-	9													
PACIFIC	-	-	-	-	-	-	205	290													
Wash.	-	-	-	-	-	-	5	5													
Oreg.	-	-	-	-	-	-	27	3													
Calif.	-	-	-	-	-	-	154	249													
Alaska	-	-	-	-	-	-	8	5													
Hawaii	-	-	-	-	-	-	11	28													
Guam	-	-	-	-	-	-	-	-													
P.R.	-	-	-	-	-	-	-	52													
V.I.	-	-	-	-	-	-	-	-													
Amer. Samoa	U	U	U	U	U	U	U	U													
C.N.M.I.	-	U	-	U	-	U	1	U													

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 2001 and 2002 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


