
TABLE II. (Part 9)  Provisional cases of selected notifiable diseases, United States, week ending August 18, 2012 (WEEK 33)*

column labels in same order that data fields appears in each record below:
Reporting Area
Shigellosis current week
Shigellosis previous 52 weeks median 
Shigellosis previous 52 weeks maximum 
Shigellosis cummulative for 2012
Shigellosis cummulative for 2011
Spotted Fever Rickettsiosis (including RMSF) † Confirmed current week
Spotted Fever Rickettsiosis (including RMSF) † Confirmed previous 52 weeks median 
Spotted Fever Rickettsiosis (including RMSF) † Confirmed previous 52 weeks maximum 
Spotted Fever Rickettsiosis (including RMSF) † Confirmed cummulative for 2012
Spotted Fever Rickettsiosis (including RMSF) † Confirmed cummulative for 2011
Spotted Fever Rickettsiosis (including RMSF) † Probable current week
Spotted Fever Rickettsiosis (including RMSF) † Probable previous 52 weeks median 
Spotted Fever Rickettsiosis (including RMSF) † Probable previous 52 weeks maximum 
Spotted Fever Rickettsiosis (including RMSF) † Probable cummulative for 2012
Spotted Fever Rickettsiosis (including RMSF) † Probable cummulative for 2011

tab delimited data:
test
UNITED STATES	149	263	426	7,574	7,337	-	3	14	109	149	17	55	350	2,283	1,203						
NEW ENGLAND	-	3	13	93	177	-	0	1	1	2	-	0	2	12	6						
Conn.	-	0	4	17	28	-	0	0	-	-	-	0	0	-	-						
Maine	-	0	8	6	19	-	0	0	-	-	-	0	1	3	-						
Mass.	-	2	7	64	119	-	0	0	-	-	-	0	2	6	4						
N.H.	-	0	1	4	2	-	0	0	-	2	-	0	0	-	1						
R.I.	-	0	2	-	6	-	0	0	-	-	-	0	1	3	1						
Vt.	-	0	1	2	3	-	0	1	1	-	-	0	0	-	-						
MID. ATLANTIC	24	45	89	1,544	482	-	0	2	17	2	-	2	9	43	95						
N.J.	-	20	47	711	108	-	0	1	-	1	-	0	7	-	77						
N.Y. (Upstate)	21	10	41	392	141	-	0	1	4	1	-	0	3	10	4						
N.Y. City	2	13	28	361	160	-	0	0	-	-	-	0	2	10	5						
Pa.	1	2	8	80	73	-	0	2	13	-	-	0	3	23	9						
E.N. CENTRAL	29	18	42	744	564	-	0	1	7	8	2	1	12	121	67						
Ill.	-	3	16	89	148	-	0	1	2	-	-	1	10	68	37						
Ind.	-	1	6	32	46	-	0	1	5	3	-	0	4	37	18						
Mich.	1	4	14	118	110	-	0	0	-	-	1	0	1	2	1						
Ohio	28	9	33	505	210	-	0	0	-	3	1	0	2	14	8						
Wis.	-	0	4	-	50	-	0	0	-	2	-	0	2	-	3						
W.N. CENTRAL	14	7	17	255	261	-	0	6	24	16	5	5	34	396	199						
Iowa	-	0	5	21	10	-	0	0	-	-	-	0	1	5	6						
Kans.	1	2	9	79	38	-	0	0	-	-	-	0	0	-	-						
Minn.	-	0	4	-	56	-	0	0	-	-	-	0	2	-	6						
Mo.	2	2	7	65	146	-	0	5	22	9	4	5	34	385	184						
Nebr.	11	0	9	83	7	-	0	1	1	5	1	0	2	5	3						
N. Dak.	-	0	2	2	-	-	0	1	1	1	-	0	0	-	-						
S. Dak.	-	0	2	5	4	-	0	0	-	1	-	0	1	1	-						
S. ATLANTIC	38	61	135	1,826	2,383	-	1	7	37	92	1	13	76	591	263						
Del.	-	0	2	6	3	-	0	0	-	-	-	0	2	18	17						
D.C.	-	0	6	14	16	-	0	0	-	1	-	0	1	1	-						
Fla.	29	44	66	1,256	1,689	-	0	1	2	2	-	0	4	23	4						
Ga.	-	13	24	247	361	-	0	5	20	68	-	0	0	-	-						
Md.	3	3	15	146	55	-	0	1	-	2	-	0	3	17	13						
N.C.	6	2	9	86	157	-	0	3	5	8	-	0	52	233	113						
S.C.	-	1	54	18	35	-	0	1	7	8	1	0	2	13	15						
Va.	-	2	7	52	62	-	0	1	3	3	-	5	31	286	98						
W. Va.	-	0	1	1	5	-	0	0	-	-	-	0	1	-	3						
E.S. CENTRAL	5	21	52	672	513	-	0	2	4	5	9	7	55	567	237						
Ala.	-	6	22	193	122	-	0	1	2	-	-	2	8	81	50						
Ky.	-	5	21	209	163	-	0	1	1	-	-	0	5	30	-						
Miss.	4	5	24	154	100	-	0	0	-	1	-	0	2	4	15						
Tenn.	1	3	10	116	128	-	0	2	1	4	9	5	49	452	172						
W.S. CENTRAL	12	57	189	1,490	1,842	-	0	6	3	8	-	12	292	515	299						
Ark.	-	1	7	40	61	-	0	2	2	6	-	8	53	428	275						
La.	-	5	18	110	298	-	0	0	-	-	-	0	1	3	5						
Okla.	5	7	55	300	63	-	0	5	1	1	-	0	260	49	9						
Tex.	7	40	122	1,040	1,420	-	0	1	-	1	-	1	13	35	10						
MOUNTAIN	12	12	41	328	488	-	0	3	10	14	-	1	5	32	34						
Ariz.	6	7	28	193	181	-	0	3	10	13	-	0	4	20	22						
Colo.	-	1	19	53	49	-	0	0	-	-	-	0	1	2	1						
Idaho	-	0	2	8	13	-	0	0	-	-	-	0	2	3	1						
Mont.	1	0	3	10	113	-	0	0	-	-	-	0	1	1	1						
Nev.	5	0	5	19	13	-	0	0	-	-	-	0	1	-	-						
N. Mex.	-	1	5	28	82	-	0	0	-	-	-	0	1	1	-						
Utah	-	0	3	13	35	-	0	0	-	1	-	0	1	3	3						
Wyo.	-	0	3	4	2	-	0	0	-	-	-	0	2	2	6						
PACIFIC	15	19	45	622	627	-	0	2	6	2	-	0	3	6	3						
Alaska	-	0	2	7	4	N	0	0	N	N	N	0	0	N	N						
Calif.	9	14	43	467	506	-	0	2	6	2	-	0	1	5	3						
Hawaii	-	0	3	16	37	N	0	0	N	N	N	0	0	N	N						
Oreg.	3	1	9	61	31	-	0	0	-	-	-	0	1	1	-						
Wash.	3	2	10	71	49	-	0	1	-	-	-	0	3	-	-						
Amer. Samoa	-	0	3	5	1	N	0	0	N	N	N	0	0	N	N						
C.N.M.I.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-						
