
TABLE II. (Part 3)  Provisional cases of selected notifiable diseases, United States, week ending March 3, 2007 (WEEK 09)*

column labels in same order that data fields appears in each record below:
Reporting Area
Hepatitis (Viral Acute), Type A† current week
Hepatitis (Viral Acute), Type A† previous 52 weeks median 
Hepatitis (Viral Acute), Type A† previous 52 weeks maximum 
Hepatitis (Viral Acute), Type A† cummulative for 2007
Hepatitis (Viral Acute), Type A† cummulative for 2006
Hepatitis (Viral Acute), Type B† current week
Hepatitis (Viral Acute), Type B† previous 52 weeks median 
Hepatitis (Viral Acute), Type B† previous 52 weeks maximum 
Hepatitis (Viral Acute), Type B† cummulative for 2007
Hepatitis (Viral Acute), Type B† cummulative for 2006
Legionellosis current week
Legionellosis previous 52 weeks median 
Legionellosis previous 52 weeks maximum 
Legionellosis cummulative for 2007
Legionellosis cummulative for 2006

tab delimited data:
test
UNITED STATES	42	61	93	330	654	34	86	229	462	634	13	49	107	219	222						
NEW ENGLAND	-	2	20	3	53	-	2	4	5	36	-	1	12	2	14						
Conn.	-	1	2	2	5	-	0	3	-	16	-	0	9	1	3						
Maine	-	0	2	-	2	-	0	2	1	3	-	0	2	-	2						
Mass.	-	0	4	-	32	-	0	1	-	11	-	0	4	-	8						
N.H.	-	0	16	1	9	-	0	1	-	4	-	0	1	-	-						
R.I.	-	0	2	-	1	-	0	4	4	1	-	0	6	-	-						
Vt.	-	0	2	-	4	-	0	1	-	1	-	0	2	1	1						
MID. ATLANTIC	1	7	19	35	58	2	8	17	47	86	2	15	53	49	71						
N.J.	-	1	5	3	19	-	2	6	10	29	-	2	11	10	12						
N.Y. (Upstate)	1	2	11	10	8	2	1	11	8	4	2	6	30	13	17						
N.Y. City	-	2	11	16	19	-	2	6	7	19	-	2	20	3	15						
Pa.	-	1	4	6	12	-	3	7	22	34	-	5	19	23	27						
E.N. CENTRAL	4	6	13	44	48	3	9	18	69	72	2	9	28	50	40						
Ill.	-	1	4	11	13	-	2	9	4	22	-	1	6	-	9						
Ind.	-	0	8	1	3	-	0	12	2	1	-	0	5	3	3						
Mich.	3	2	8	21	16	-	3	9	31	30	-	3	10	20	7						
Ohio	1	1	4	11	12	3	3	10	29	17	2	4	19	26	14						
Wis.	-	0	4	-	4	-	0	3	3	2	-	0	3	1	7						
W.N. CENTRAL	-	2	8	10	25	1	3	9	19	23	-	1	15	10	6						
Iowa	-	0	1	3	1	-	0	2	3	3	-	0	3	1	-						
Kans.	-	0	1	-	15	-	0	2	1	3	-	0	2	-	-						
Minn.	-	0	7	-	-	1	0	5	1	1	-	0	11	1	-						
Mo.	-	1	3	4	5	-	1	6	11	14	-	0	2	6	4						
Nebr.	-	0	2	1	2	-	0	3	2	2	-	0	2	1	2						
N. Dak.	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						
S. Dak.	-	0	3	2	2	-	0	1	1	-	-	0	1	1	-						
S. ATLANTIC	6	9	26	65	107	14	23	42	144	172	7	9	23	61	51						
Del.	-	0	2	-	2	-	1	4	3	5	-	0	2	1	1						
D.C.	3	0	5	8	1	-	0	2	-	1	-	0	5	-	-						
Fla.	2	3	13	28	39	10	7	16	57	71	5	3	10	28	20						
Ga.	-	1	5	11	6	4	3	8	23	17	-	1	5	9	1						
Md.	1	1	6	5	18	-	2	7	13	38	1	2	8	13	16						
N.C.	-	0	11	1	31	-	1	23	21	19	1	0	5	4	7						
S.C.	-	0	3	3	5	-	2	5	8	12	-	0	2	2	-						
Va.	-	1	7	9	5	-	2	5	15	5	-	1	5	3	5						
W. Va.	-	0	3	-	-	-	0	7	4	4	-	0	4	1	1						
E.S. CENTRAL	3	2	8	12	24	-	8	23	32	59	-	2	9	10	7						
Ala.	-	0	3	2	2	-	2	13	10	23	-	0	2	1	2						
Ky.	-	0	4	2	10	-	1	5	1	14	-	1	5	4	1						
Miss.	-	0	1	1	1	-	1	6	6	5	-	0	2	-	-						
Tenn.	3	1	5	7	11	-	3	7	15	17	-	1	7	5	4						
W.S. CENTRAL	-	6	20	4	35	-	18	110	50	80	-	1	12	7	2						
Ark.	-	0	9	1	2	-	1	4	5	8	-	0	1	-	1						
La.	-	0	4	3	1	-	1	5	8	3	-	0	2	-	-						
Okla.	-	0	3	-	3	-	1	14	2	-	-	0	6	-	-						
Tex.	-	4	15	-	29	-	14	90	35	69	-	1	12	7	1						
MOUNTAIN	14	5	10	52	67	4	3	8	17	37	2	2	8	19	9						
Ariz.	13	3	9	45	39	-	0	2	-	12	1	1	4	5	-						
Colo.	1	1	3	5	12	-	0	4	2	7	1	0	2	3	2						
Idaho	-	0	2	-	3	-	0	2	2	4	-	0	3	1	2						
Mont.	-	0	3	-	1	-	0	0	-	-	-	0	1	-	-						
Nev.	-	0	1	1	3	-	0	4	5	9	-	0	2	2	3						
N. Mex.	-	0	2	1	5	-	0	2	3	3	-	0	1	2	-						
Utah	-	0	2	-	4	4	0	5	5	2	-	1	6	5	2						
Wyo.	-	0	1	-	-	-	0	1	-	-	-	0	1	1	-						
PACIFIC	14	15	53	105	237	10	11	36	79	69	-	1	10	11	22						
Alaska	-	0	0	-	-	-	0	3	2	-	-	0	0	-	-						
Calif.	14	13	48	98	220	10	8	26	59	51	-	1	10	11	22						
Hawaii	-	0	2	1	5	-	0	1	-	1	-	0	0	-	-						
Oreg.	-	1	4	4	7	-	2	5	15	11	-	0	0	-	-						
Wash.	-	1	4	2	5	-	1	9	3	6	-	0	0	-	-						
Amer. Samoa	U	0	0	U	U	U	0	0	U	U	U	0	0	U	U						
C.N.M.I.	U	0	0	U	U	U	0	0	U	U	U	0	0	U	U						
Guam	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						
P.R.	1	1	10	7	9	1	1	9	5	1	-	0	1	-	-						
V.I.	U	0	0	U	U	U	0	0	U	U	U	0	0	U	U						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not notifiable.
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Incidence data for reporting years 2006 and 2007 are provisional.
Data for HIV/AIDS, AIDS, and TB, when available, are displayed in Table IV, which appears quarterly.

† Data for Hepatitis C viral, acute are available in Table I.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


