
TABLE II. (Part 7)  Provisional cases of selected notifiable diseases, United States, week ending January 12, 2008 (WEEK 02)*

column labels in same order that data fields appears in each record below:
Reporting Area
Streptococcal disease, invasive, group A current week
Streptococcal disease, invasive, group A previous 52 weeks median 
Streptococcal disease, invasive, group A previous 52 weeks maximum 
Streptococcal disease, invasive, group A cummulative for 2008
Streptococcal disease, invasive, group A cummulative for 2007
Streptococcus pneumoniae, invasive disease, nondrug resistant †, Age <5 years current week
Streptococcus pneumoniae, invasive disease, nondrug resistant †, Age <5 years previous 52 weeks median 
Streptococcus pneumoniae, invasive disease, nondrug resistant †, Age <5 years previous 52 weeks maximum 
Streptococcus pneumoniae, invasive disease, nondrug resistant †, Age <5 years cummulative for 2008
Streptococcus pneumoniae, invasive disease, nondrug resistant †, Age <5 years cummulative for 2007

tab delimited data:
test
UNITED STATES	56	82	168	101	166	17	34	59	34	68											
NEW ENGLAND	-	5	28	1	11	-	2	8	-	12											
Conn.	-	0	22	-	1	-	0	2	-	2											
Maine	-	0	3	-	2	-	0	1	-	-											
Mass.	-	3	12	-	5	-	1	5	-	7											
N.H.	-	0	4	1	1	-	0	2	-	1											
R.I.	-	0	1	-	-	-	0	1	-	1											
Vt.	-	0	2	-	2	-	0	1	-	1											
MID. ATLANTIC	19	16	40	23	30	3	5	38	3	11											
N.J.	-	2	12	-	7	-	1	5	-	2											
N.Y. (Upstate)	8	5	20	9	2	3	2	9	3	6											
N.Y. City	-	4	13	-	9	-	1	35	-	3											
Pa.	11	4	11	14	12	N	0	0	N	N											
E.N. CENTRAL	8	15	34	14	48	6	4	13	9	15											
Ill.	1	4	13	1	19	-	1	6	-	3											
Ind.	-	2	10	2	-	-	0	6	-	-											
Mich.	1	3	10	2	7	2	1	5	4	5											
Ohio	6	4	14	9	18	4	1	5	5	5											
Wis.	-	0	5	-	4	-	0	2	-	2											
W.N. CENTRAL	3	4	32	4	7	-	3	7	4	2											
Iowa	-	0	0	-	-	-	0	0	-	-											
Kans.	-	0	3	-	2	-	0	1	-	-											
Minn.	-	0	29	-	-	-	1	5	-	-											
Mo.	3	1	4	4	5	-	0	2	2	2											
Nebr.	-	0	3	-	-	-	0	3	2	-											
N. Dak.	-	0	3	-	-	-	0	1	-	-											
S. Dak.	-	0	2	-	-	-	0	0	-	-											
S. ATLANTIC	21	21	49	41	33	6	6	14	10	13											
Del.	-	0	1	-	-	-	0	0	-	-											
D.C.	-	0	3	-	-	-	0	0	-	-											
Fla.	9	6	16	14	5	3	1	5	4	1											
Ga.	5	4	12	9	11	-	0	5	-	2											
Md.	7	4	9	13	9	2	1	5	3	5											
N.C.	-	1	22	-	-	-	0	0	-	-											
S.C.	-	1	7	5	6	1	1	4	3	1											
Va.	-	2	11	-	2	-	0	4	-	4											
W. Va.	-	0	3	-	-	-	0	1	-	-											
E.S. CENTRAL	1	4	13	1	11	-	2	7	-	8											
Ala.	N	0	0	N	N	N	0	0	N	N											
Ky.	-	1	3	-	3	N	0	0	N	N											
Miss.	N	0	0	N	N	-	0	1	-	2											
Tenn.	1	3	13	1	8	-	2	7	-	6											
W.S. CENTRAL	3	6	19	4	3	2	5	17	3	3											
Ark.	-	0	2	-	1	-	0	1	-	-											
La.	-	0	4	-	-	-	0	4	-	1											
Okla.	2	1	5	3	1	1	1	4	2	2											
Tex.	1	4	12	1	1	1	2	13	1	-											
MOUNTAIN	1	9	21	13	20	-	4	12	3	4											
Ariz.	-	4	10	4	4	-	2	8	-	3											
Colo.	-	3	8	8	6	-	1	4	3	-											
Idaho	1	0	2	1	-	-	0	1	-	-											
Mont.	N	0	0	N	N	N	0	0	N	N											
Nev.	-	0	1	-	-	-	0	1	-	-											
N. Mex.	-	1	4	-	6	-	0	4	-	1											
Utah	-	2	6	-	3	-	0	2	-	-											
Wyo.	-	0	1	-	1	-	0	0	-	-											
PACIFIC	-	3	7	-	3	-	0	4	2	-											
Alaska	-	0	3	-	-	-	0	4	2	-											
Calif.	N	0	0	N	N	N	0	0	N	N											
Hawaii	-	2	5	-	3	-	0	1	-	-											
Oreg.	N	0	0	N	N	N	0	0	N	N											
Wash.	N	0	0	N	N	N	0	0	N	N											
Amer. Samoa	-	0	4	-	-	N	0	0	N	N											
C.N.M.I.	-	-	-	-	-	-	-	-	-	-											
Guam	-	0	0	-	-	N	0	0	N	N											
P.R.	-	0	0	-	-	N	0	0	N	N											
V.I.	-	0	0	-	-	-	0	0	-	-											

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not notifiable.
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Incidence data for reporting years 2007 and 2008 are provisional.
Data for HIV/AIDS, AIDS, and TB, when available, are displayed in Table IV, which appears quarterly.

† Includes cases of invasive pneumococcal disease, in children aged <5 years, caused by Streptococcus pneumoniae, 
which is susceptible or for which susceptibility testing is not available (NNDSS event code 11717).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


