
TABLE II. (Part 7)  Provisional cases of selected notifiable diseases, United States, week ending June 7, 2003 (WEEK 23)*

column labels in same order that data fields appears in each record below:
Reporting Area
Syphilis (Primary and Secondary) cummulative for 2003
Syphilis (Primary and Secondary) cummulative for 2002
Syphilis (Congenital) cummulative for 2003
Syphilis (Congenital) cummulative for 2002
Tuberculosis cummulative for 2003
Tuberculosis cummulative for 2002
Typhoid Fever cummulative for 2003
Typhoid Fever cummulative for 2002
Varicella (Chicken Pox) cummulative for 2003
Varicella (Chicken Pox) cummulative for 2002

tab delimited data:
test
UNITED STATES	2,894	2,798	146	181	4,040	5,176	107	134	6,249												
NEW ENGLAND	88	45	1	-	112	174	8	9	1,070												
Maine	4	-	1	-	4	7	-	-	587												
N.H.	8	-	-	-	5	6	1	-	-												
Vt.	-	1	-	-	3	1	-	-	385												
Mass.	61	32	-	-	67	85	2	7	95												
R.I.	10	1	-	-	12	24	2	-	3												
Conn.	5	11	-	-	21	51	3	2	-												
MID. ATLANTIC	334	320	28	27	802	902	17	32	9												
Upstate N.Y.	16	16	4	1	95	130	3	3	N												
N.Y. City	181	187	17	10	478	437	7	15	-												
N.J.	67	59	7	15	146	211	6	9	-												
Pa.	70	58	-	1	83	124	1	5	9												
E.N. CENTRAL	410	547	34	29	473	511	9	15	3,143												
Ohio	102	62	2	-	80	81	1	4	782												
Ind.	20	28	4	1	50	49	4	1	-												
Ill.	149	202	12	23	227	247	-	5	-												
Mich.	131	244	16	5	97	104	4	3	1,962												
Wis.	8	11	-	-	19	30	-	2	399												
W.N. CENTRAL	74	51	2	-	173	231	2	6	27												
Minn.	21	22	-	-	72	97	-	3	N												
Iowa	4	2	-	-	11	14	1	-	N												
Mo.	28	12	2	-	16	67	1	1	-												
N. Dak.	-	-	-	-	-	3	-	-	27												
S. Dak.	-	-	-	-	13	10	-	-	-												
Nebr.	1	5	-	-	13	9	-	2	-												
Kans.	20	10	-	-	48	31	-	-	-												
S. ATLANTIC	767	656	28	40	711	1,031	25	15	1,211												
Del.	4	8	-	-	-	7	-	-	10												
Md.	128	73	3	5	91	104	6	3	-												
D.C.	22	20	1	1	-	-	-	-	14												
Va.	37	31	1	1	67	115	10	-	302												
W. Va.	-	-	-	-	10	9	-	-	759												
N.C.	72	133	9	9	99	126	4	-	N												
S.C.	50	56	3	4	57	69	-	-	126												
Ga.	160	124	2	9	97	201	3	4	-												
Fla.	294	211	9	11	290	400	2	8	N												
E.S. CENTRAL	147	253	10	13	281	323	3	2	-												
Ky.	21	41	1	2	51	56	-	2	N												
Tenn.	65	101	4	4	84	119	1	-	N												
Ala.	54	83	4	5	106	101	2	-	-												
Miss.	7	28	1	2	40	47	-	-	-												
W.S. CENTRAL	367	358	24	42	554	829	-	14	492												
Ark.	19	17	-	2	44	54	-	-	-												
La.	38	56	-	-	-	-	-	-	3												
Okla.	22	26	-	1	61	67	-	-	N												
Tex.	288	259	24	39	449	708	-	14	489												
MOUNTAIN	122	143	13	7	112	157	3	6	297												
Mont.	-	-	-	-	-	4	-	-	N												
Idaho	6	1	-	-	1	2	-	-	N												
Wyo.	-	-	-	-	2	2	-	-	26												
Colo.	7	24	2	1	27	34	3	3	-												
N. Mex.	24	14	-	-	-	20	-	-	-												
Ariz.	75	97	11	6	63	77	-	-	3												
Utah	4	2	-	-	13	12	-	2	268												
Nev.	6	5	-	-	6	6	-	1	-												
PACIFIC	585	425	6	23	822	1,018	40	35	-												
Wash.	33	21	-	1	95	95	2	3	-												
Oreg.	16	5	-	-	36	44	2	2	-												
Calif.	535	394	6	22	653	790	36	30	-												
Alaska	-	-	-	-	26	25	-	-	-												
Hawaii	1	5	-	-	12	64	-	-	-												
Guam	-	5	-	-	-	29	-	-	-												
P.R.	86	107	1	15	-	33	-	-	115												
V.I.	-	1	-	-	-	-	-	-	-												
Amer. Samoa	U	U	U	U	U	U	U	U	U												
C.N.M.I.	-	U	-	U	-	U	-	U	-												

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 2002 and 2003 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


