
TABLE II. (Part 8)  Provisional cases of selected notifiable diseases, United States, week ending July 26, 2008 (WEEK 30)*

column labels in same order that data fields appears in each record below:
Reporting Area
Streptococcus pneumoniae, invasive disease, drug resistant †, all ages current week
Streptococcus pneumoniae, invasive disease, drug resistant †, all ages previous 52 weeks median 
Streptococcus pneumoniae, invasive disease, drug resistant †, all ages previous 52 weeks maximum 
Streptococcus pneumoniae, invasive disease, drug resistant †, all ages cummulative for 2008
Streptococcus pneumoniae, invasive disease, drug resistant †, all ages cummulative for 2007
Streptococcus pneumoniae, invasive disease, drug resistant †, age <5 years current week
Streptococcus pneumoniae, invasive disease, drug resistant †, age <5 years previous 52 weeks median 
Streptococcus pneumoniae, invasive disease, drug resistant †, age <5 years previous 52 weeks maximum 
Streptococcus pneumoniae, invasive disease, drug resistant †, age <5 years cummulative for 2008
Streptococcus pneumoniae, invasive disease, drug resistant †, age <5 years cummulative for 2007
Syphillis, primary & secondary current week
Syphillis, primary & secondary previous 52 weeks median 
Syphillis, primary & secondary previous 52 weeks maximum 
Syphillis, primary & secondary cummulative for 2008
Syphillis, primary & secondary cummulative for 2007

tab delimited data:
test
UNITED STATES	18	50	264	1,594	1,657	6	9	43	273	323	90	231	351	6,333	5,997						
NEW ENGLAND	-	1	41	30	86	-	0	8	5	12	11	6	14	176	143						
Conn.	-	0	37	-	51	-	0	7	-	4	-	0	6	12	17						
Maine	-	0	2	13	9	-	0	1	1	1	-	0	2	8	2						
Mass.	-	0	0	-	-	-	0	0	-	2	5	4	11	133	85						
N.H.	-	0	0	-	-	-	0	0	-	-	1	0	2	10	17						
R.I.	-	0	3	7	15	-	0	1	2	3	5	0	3	12	20						
Vt.	-	0	2	10	11	-	0	1	2	2	-	0	5	1	2						
MID. ATLANTIC	1	3	10	138	94	1	0	2	17	22	33	32	45	975	895						
N.J.	-	0	0	-	-	-	0	0	-	-	2	4	10	115	113						
N.Y. (Upstate)	-	1	4	38	30	1	0	2	6	8	-	3	13	83	78						
N.Y. City	-	0	5	41	-	-	0	0	-	-	27	17	30	614	545						
Pa.	1	1	8	59	64	-	0	2	11	14	4	5	12	163	159						
E.N. CENTRAL	2	13	50	442	446	-	2	14	73	73	10	18	31	555	484						
Ill.	-	2	15	57	83	-	0	6	14	25	-	7	19	160	260						
Ind.	-	2	28	134	98	-	0	11	17	14	1	2	6	78	24						
Mich.	-	0	2	10	1	-	0	1	2	1	2	2	17	125	62						
Ohio	2	7	15	241	264	-	1	4	40	33	7	4	13	165	101						
Wis.	-	0	0	-	-	-	0	0	-	-	-	1	4	27	37						
W.N. CENTRAL	1	3	106	109	114	-	0	9	8	25	1	8	15	224	179						
Iowa	-	0	0	-	-	-	0	0	-	-	-	0	2	10	10						
Kans.	1	1	5	48	61	-	0	1	3	4	-	0	5	17	9						
Minn.	-	0	105	-	1	-	0	9	-	17	-	1	5	55	36						
