
TABLE II. (Part 6)  Provisional cases of selected notifiable diseases, United States, week ending February 11, 2012 (WEEK 06)*

column labels in same order that data fields appears in each record below:
Reporting Area
Legionellosis current week
Legionellosis previous 52 weeks median 
Legionellosis previous 52 weeks maximum 
Legionellosis cummulative for 2012
Legionellosis cummulative for 2011
Lyme disease current week
Lyme disease previous 52 weeks median 
Lyme disease previous 52 weeks maximum 
Lyme disease cummulative for 2012
Lyme disease cummulative for 2011
Malaria current week
Malaria previous 52 weeks median 
Malaria previous 52 weeks maximum 
Malaria cummulative for 2012
Malaria cummulative for 2011

tab delimited data:
test
UNITED STATES	19	68	168	176	218	55	410	1,618	1,091	937	8	25	48	96	148						
NEW ENGLAND	1	4	40	7	20	-	81	504	64	300	-	1	7	6	11						
Conn.	-	1	11	2	3	-	36	234	3	125	-	0	2	-	1						
Maine	-	0	3	-	-	-	13	67	23	20	-	0	2	-	-						
Mass.	1	3	24	4	13	-	17	106	16	99	-	1	6	5	8						
N.H.	-	0	3	-	1	-	10	90	6	43	-	0	1	-	-						
R.I.	-	0	9	1	2	-	1	31	1	1	-	0	2	-	-						
Vt.	-	0	2	-	1	-	6	70	15	12	-	0	1	1	2						
MID. ATLANTIC	5	15	77	37	51	41	200	765	851	375	-	6	13	13	39						
N.J.	-	0	0	-	-	-	2	144	511	1	-	0	0	-	-						
N.Y. (Upstate)	1	6	27	13	14	29	56	211	79	41	-	1	4	2	4						
N.Y. City	-	3	14	6	18	-	1	16	-	14	-	4	11	9	28						
Pa.	4	5	42	18	19	12	111	538	261	319	-	1	5	2	7						
E.N. CENTRAL	2	13	51	35	36	-	23	284	12	83	2	3	10	7	16						
Ill.	-	2	11	2	5	-	1	21	-	4	-	1	5	-	6						
Ind.	1	2	8	7	6	-	1	12	-	-	-	0	2	1	1						
Mich.	-	2	15	-	7	-	1	12	6	-	-	0	4	1	1						
Ohio	1	7	34	26	18	-	1	6	5	3	2	0	4	4	7						
Wis.	-	0	1	-	-	-	20	242	1	76	-	0	2	1	1						
W.N. CENTRAL	-	1	8	4	4	1	1	16	3	2	1	1	5	6	2						
Iowa	-	0	2	-	-	-	0	13	1	1	-	0	3	1	-						
Kans.	-	0	2	-	-	-	0	2	-	-	1	0	2	2	-						
Minn.	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						
Mo.	-	1	5	4	3	-	0	2	-	1	-	0	2	3	1						
Nebr.	-	0	2	-	-	1	0	2	2	-	-	0	1	-	1						
N. Dak.	-	0	1	-	-	-	0	9	-	-	-	0	0	-	-						
S. Dak.	-	0	1	-	1	-	0	2	-	-	-	0	1	-	-						
S. ATLANTIC	3	11	30	51	30	12	64	180	143	170	2	8	25	38	50						
Del.	-	0	4	3	-	3	13	48	34	52	1	0	3	1	-						
D.C.	-	0	3	1	-	-	0	3	1	2	-	0	2	-	3						
Fla.	2	4	13	26	15	2	3	8	12	3	-	2	6	14	9						
Ga.	-	1	4	4	3	-	0	5	5	1	1	1	6	5	10						
Md.	1	2	15	5	3	3	20	116	50	61	-	2	15	10	12						
N.C.	-	1	7	4	4	-	0	12	1	6	-	0	7	1	5						
S.C.	-	0	5	2	-	-	0	6	1	1	-	0	1	2	-						
Va.	-	1	7	6	5	4	16	75	33	41	-	1	8	5	11						
