
TABLE II. (Part 2)  Provisional cases of selected notifiable diseases, United States, week ending June 7, 1997 (WEEK 23)*

column labels in same order that data fields appears in each record below:
Reporting Area
Legionellosis cummulative for 1997
Legionellosis cummulative for 1996
Lyme Disease cummulative for 1997
Lyme Disease cummulative for 1996
Malaria cummulative for 1997
Malaria cummulative for 1996
Syphilis (Primary and Secondary) cummulative for 1997
Syphilis (Primary and Secondary) cummulative for 1996
Tuberculosis cummulative for 1997
Tuberculosis cummulative for 1996
Rabies, Animal cummulative for 1997
Rabies, Animal cummulative for 1996

tab delimited data:
test
UNITED STATES	352	331	1,170	1,935	526	505	3,515	5,165	6,839	7,799	3,133										
NEW ENGLAND	24	18	233	274	17	14	68	69	175	177	484										
Maine	1	1	3	3	1	3	-	-	11	12	100										
N.H.	4	-	7	5	1	1	-	1	6	5	20										
Vt.	3	2	3	1	2	2	-	-	3	-	83										
Mass.	8	9	57	17	11	5	37	32	94	74	97										
R.I.	4	6	37	21	2	3	1	1	13	20	11										
Conn.	4	N	126	227	-	-	30	35	48	66	173										
MID. ATLANTIC	56	74	708	1,443	131	150	161	240	1,338	1,368	674										
Upstate N.Y.	13	17	108	681	25	29	17	35	180	146	501										
N.Y. City	-	4	9	74	64	82	33	74	713	704	-										
N.J.	7	7	167	195	30	29	65	82	268	296	65										
Pa.	36	46	424	493	12	10	46	49	177	222	108										
E.N. CENTRAL	126	115	22	19	36	63	309	892	743	835	61										
Ohio	70	40	17	9	6	6	104	344	143	126	46										
Ind.	20	29	5	7	5	6	71	117	61	84	8										
Ill.	-	14	-	3	5	30	25	244	380	462	2										
Mich.	31	21	-	-	17	11	59	92	111	125	5										
Wis.	5	11	U	U	3	10	50	95	48	38	-										
W.N. CENTRAL	32	19	11	46	17	13	58	194	194	214	188										
Minn.	1	1	9	1	5	3	U	22	48	53	17										
Iowa	9	2	-	6	8	2	3	13	20	26	72										
Mo.	6	5	-	19	2	6	36	141	85	83	9										
N. Dak.	2	-	-	-	-	-	-	-	4	2	22										
S. Dak.	1	2	-	-	-	-	-	-	4	13	24										
Nebr.	9	7	2	-	1	-	1	6	4	13	1										
Kans.	4	2	-	20	1	2	18	12	29	24	43										
S. ATLANTIC	55	37	121	78	129	80	1,450	1,685	1,346	1,411	1,321										
Del.	4	2	6	40	2	2	14	17	11	22	30										
Md.	15	5	85	8	42	21	393	275	131	109	234										
D.C.	3	3	6	1	7	4	41	8	43	65	2										
Va.	9	11	2	2	25	11	128	210	111	118	272										
W. Va.	-	1	-	4	-	1	1	2	24	26	37										
N.C.	6	3	7	16	6	10	320	485	166	182	406										
S.C.	2	3	1	2	7	3	178	205	144	153	67										
Ga.	-	-	1	-	12	8	242	312	233	296	124										
Fla.	16	9	13	5	28	20	133	171	483	440	149										
E.S. CENTRAL	12	21	29	28	14	13	825	1,203	463	610	121										
Ky.	1	2	4	9	3	3	73	63	88	104	13										
Tenn.	6	8	10	7	4	5	347	400	120	210	75										
Ala.	1	2	4	1	4	2	214	249	175	188	33										
Miss.	4	9	11	11	3	3	191	491	80	108	-										
W.S. CENTRAL	6	2	11	12	5	11	472	512	781	948	124										
Ark.	-	-	1	6	1	-	59	126	87	82	22										
La.	1	-	1	-	4	1	176	245	-	3	1										
Okla.	2	2	4	2	-	-	55	67	70	65	54										
Tex.	3	-	5	4	-	10	182	74	624	798	47										
MOUNTAIN	22	19	3	1	32	28	71	96	238	240	46										
Mont.	1	1	-	-	2	2	-	-	7	7	9										
Idaho	2	-	-	-	-	-	-	1	5	4	-										
Wyo.	1	2	1	1	1	2	-	1	2	3	15										
Colo.	4	6	1	-	15	14	2	17	50	43	-										
N. Mex.	1	1	-	-	5	1	-	-	16	39	4										
Ariz.	7	4	1	-	4	3	59	72	102	91	17										
Utah	5	1	-	-	2	4	3	1	10	10	-										
Nev.	1	4	-	-	3	2	7	4	46	43	1										
PACIFIC	19	26	32	34	145	133	101	274	1,561	1,996	114										
Wash.	5	1	1	1	8	7	6	3	90	118	-										
Oreg.	-	-	9	9	10	9	3	5	66	78	2										
Calif.	13	25	22	23	123	111	90	265	1,292	1,689	95										
Alaska	-	-	-	-	2	2	1	-	36	39	17										
Hawaii	1	-	-	1	2	4	1	1	77	72	-										
Guam	-	1	-	-	-	-	-	3	5	45	-										
P.R.	-	-	-	-	3	-	97	116	88	38	25										
V.I.	-	-	-	-	-	-	-	-	-	-	-										
Amer. Samoa	-	-	-	-	-	-	-	-	-	-	-										
C.N.M.I.	-	-	-	-	-	-	5	1	-	-	-										

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 1996 and 1997 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


