
TABLE III. (Part 1)  Provisional cases of selected notifiable diseases, United States, week ending December 9, 2000 (WEEK 49)*

column labels in same order that data fields appears in each record below:
Reporting Area
H. influenzae, Invasive cummulative for 2000
H. influenzae, Invasive cummulative for 1999
Hepatitis (Viral), Type A cummulative for 2000
Hepatitis (Viral), Type A cummulative for 1999
Hepatitis (Viral), Type B cummulative for 2000
Hepatitis (Viral), Type B cummulative for 1999
Measles (Rubeola), Indigenous current week 
Measles (Rubeola), Indigenous cummulative for 2000
Measles (Rubeola), Imported current week 
Measles (Rubeola), Imported cummulative for 2000
Measles (Rubeola), Total cummulative for 2000
Measles (Rubeola), Total cummulative for 1999

tab delimited data:
test
UNITED STATES	1,142	1,143	11,725	15,496	6,272	6,517	1	62	-	17	79	94									
NEW ENGLAND	99	93	349	333	94	138	-	3	-	4	7	11									
Maine	1	8	21	14	5	1	-	-	-	-	-	-									
N.H.	12	18	18	17	17	16	-	2	-	1	3	1									
Vt.	10	5	10	19	6	4	-	-	-	3	3	-									
Mass.	38	38	120	133	17	43	-	1	-	-	1	8									
R.I.	4	6	24	25	21	33	-	-	-	-	-	-									
Conn.	34	18	156	125	28	41	-	-	-	-	-	2									
MID. ATLANTIC	181	192	1,040	1,120	821	832	-	14	-	5	19	5									
Upstate N.Y.	97	77	218	255	133	172	-	9	-	-	9	2									
N.Y. City	42	57	353	379	422	252	-	5	-	4	9	3									
N.J.	32	52	100	144	57	132	-	-	-	-	-	-									
Pa.	10	6	369	342	209	276	-	-	-	1	1	-									
E.N. CENTRAL	142	188	1,462	2,809	679	675	-	9	-	-	9	4									
Ohio	53	57	257	625	98	88	-	2	-	-	2	-									
Ind.	28	24	114	101	46	42	-	-	-	-	-	2									
Ill.	48	81	618	791	110	52	-	4	-	-	4	1									
Mich.	10	19	460	1,218	424	463	-	3	-	-	3	1									
Wis.	3	7	13	74	1	30	-	-	-	-	-	-									
W.N. CENTRAL	72	75	697	989	520	342	1	4	-	1	5	1									
Minn.	42	47	183	95	39	52	-	-	-	1	1	1									
Iowa	1	2	65	141	32	41	-	2	-	-	2	-									
Mo.	17	11	301	638	378	210	-	-	-	-	-	-									
N. Dak.	4	1	4	3	2	2	-	-	-	-	-	-									
S. Dak.	1	2	3	9	1	1	-	-	-	-	-	-									
Nebr.	3	4	34	48	44	20	-	-	-	-	-	-									
Kans.	4	8	107	55	24	16	1	2	-	-	2	-									
S. ATLANTIC	288	246	1,434	1,775	1,258	1,055	-	4	-	-	4	20									
Del.	-	-	-	2	-	1	-	-	-	-	-	-									
Md.	74	67	199	290	113	144	U	-	U	-	-	-									
D.C.	-	5	25	58	29	25	-	-	-	-	-	-									
Va.	37	20	150	170	156	97	-	2	-	-	2	18									
W. Va.	9	7	55	40	19	23	-	-	-	-	-	-									
N.C.	23	35	135	156	241	212	-	-	-	-	-	-									
S.C.	15	6	83	46	23	63	-	-	-	-	-	-									
Ga.	70	67	289	449	220	149	-	-	-	-	-	-									
Fla.	60	39	498	564	457	341	-	2	-	-	2	2									
E.S. CENTRAL	49	66	376	387	438	454	-	-	-	-	-	2									
Ky.	12	8	47	66	73	46	-	-	-	-	-	2									
Tenn.	24	37	138	147	206	207	-	-	-	-	-	-									
Ala.	12	18	54	55	54	85	-	-	-	-	-	-									
Miss.	1	3	137	119	105	116	-	-	-	-	-	-									
W.S. CENTRAL	58	61	2,198	2,934	705	1,092	-	-	-	-	-	12									
Ark.	2	2	112	71	78	83	-	-	-	-	-	5									
La.	11	15	58	212	91	168	-	-	-	-	-	-									
Okla.	43	40	253	487	155	145	-	-	-	-	-	-									
Tex.	2	4	1,775	2,164	381	696	-	-	-	-	-	7									
MOUNTAIN	114	104	978	1,194	550	545	-	12	-	1	13	2									
Mont.	1	3	7	17	6	17	-	-	-	-	-	-									
Idaho	4	1	40	43	8	29	-	-	-	-	-	-									
Wyo.	1	1	45	8	38	14	-	-	-	-	-	-									
Colo.	21	14	206	212	110	95	-	2	-	1	3	-									
N. Mex.	23	18	70	50	110	174	-	-	-	-	-	-									
Ariz.	47	54	470	663	203	130	-	-	-	-	-	1									
Utah	11	9	62	60	27	34	-	3	-	-	3	-									
Nev.	6	4	78	141	48	52	-	7	-	-	7	1									
PACIFIC	139	118	3,191	3,955	1,207	1,384	-	16	-	6	22	37									
Wash.	7	8	268	381	111	75	-	2	-	1	3	5									
Oreg.	29	38	177	236	120	111	-	-	-	-	-	12									
Calif.	33	53	2,722	3,302	955	1,167	-	13	-	2	15	17									
Alaska	45	9	11	13	10	16	-	1	-	-	1	-									
Hawaii	25	10	13	23	11	15	-	-	-	3	3	3									
Guam	-	-	-	1	-	4	U	-	U	-	-	1									
P.R.	4	2	228	340	257	239	-	-	-	-	-	-									
V.I.	U	U	U	U	U	U	U	U	U	U	U	U									
Amer. Samoa	U	U	U	U	U	U	U	U	U	U	U	U									
C.N.M.I.	U	U	U	U	U	U	U	U	U	U	U	U									

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting year 2000 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


