
TABLE II. (Part 1)  Provisional cases of selected notifiable diseases, United States, week ending April 25, 1998 (WEEK 16)*

column labels in same order that data fields appears in each record below:
Reporting Area
AIDS § cummulative for 1998*
AIDS § cummulative for 1997
Chlamydia† cummulative for 1998
Chlamydia† cummulative for 1997
Escherichia coli O157:H7 NETSS cummulative for 1998
Escherichia coli O157:H7 PHLIS cummulative for 1998
Gonorrhea cummulative for 1998
Gonorrhea cummulative for 1997
Hepatitis C/NA,NB cummulative for 1998
Hepatitis C/NA,NB cummulative for 1997

tab delimited data:
test
UNITED STATES	12,103	17,701	153,032	138,573	243	99	90,877	84,365	1,382	833											
NEW ENGLAND	320	467	5,738	5,378	28	14	1,501	1,856	16	25											
Maine	8	18	284	287	1	-	14	14	-	-											
N.H.	13	4	283	237	5	2	29	47	-	2											
Vt.	8	16	113	126	-	-	8	16	-	1											
Mass.	98	217	2,714	2,244	12	10	656	719	16	20											
R.I.	32	43	766	653	3	1	102	166	-	2											
Conn.	161	169	1,578	1,831	7	1	692	894	-	-											
MID. ATLANTIC	3,425	5,525	19,433	17,439	18	5	10,806	10,865	116	78											
Upstate N.Y.	425	845	N	N	14	-	1,644	1,808	100	58											
N.Y. City	1,936	2,636	10,465	9,366	-	3	4,587	4,406	-	-											
N.J.	580	1,256	2,435	3,256	4	2	1,692	2,220	-	-											
Pa.	484	788	6,533	4,817	N	-	2,883	2,431	16	20											
E.N. CENTRAL	995	1,246	26,076	22,137	41	12	18,027	13,224	145	206											
Ohio	169	267	7,078	6,891	14	3	4,360	4,227	5	5											
Ind.	261	283	2,706	2,700	6	3	1,769	1,849	3	4											
Ill.	376	377	7,425	3,444	10	-	5,874	1,739	7	29											
Mich.	143	248	6,674	5,843	11	2	5,215	4,086	130	155											
Wis.	46	71	2,193	3,259	N	4	809	1,323	-	13											
W.N. CENTRAL	215	382	9,301	9,622	29	15	4,332	4,137	84	21											
Minn.	32	54	1,521	2,314	12	9	526	777	-	-											
Iowa	11	51	1,268	1,509	2	-	391	380	8	11											
Mo.	101	209	3,751	3,492	5	5	2,463	2,197	73	2											
N. Dak.	3	3	290	295	1	1	29	22	-	2											
S. Dak.	7	2	522	331	-	-	84	37	-	-											
Nebr.	26	28	806	626	4	-	317	239	1	1											
Kans.	35	35	1,143	1,055	5	-	522	485	2	5											
S. ATLANTIC	3,235	4,401	32,400	26,036	25	9	26,087	25,132	49	63											
Del.	40	52	724	612	-	1	398	331	-	-											
Md.	334	564	2,541	2,054	9	4	2,740	3,897	3	6											
D.C.	266	305	N	N	-	-	1,096	1,319	-	-											
Va.	231	326	3,052	3,441	N	4	2,081	2,560	1	6											
W. Va.	30	23	825	1,000	N	-	223	303	3	3											
N.C.	217	218	6,929	5,232	7	-	5,806	4,792	7	18											
S.C.	187	237	5,875	3,720	1	-	3,639	3,243	-	14											
Ga.	371	533	7,328	2,406	2	-	6,148	3,425	8	-											
Fla.	1,559	2,143	5,126	7,571	6	-	3,956	5,262	27	16											
E.S. CENTRAL	444	542	11,535	10,162	17	6	11,025	10,389	37	106											
Ky.	65	48	1,883	1,984	3	-	1,067	1,358	4	5											
Tenn.	144	246	3,770	3,772	10	6	3,192	3,233	30	61											
Ala.	119	152	3,151	2,479	4	-	3,993	3,405	3	5											
Miss.	116	96	2,731	1,927	-	-	2,773	2,393	-	35											
W.S. CENTRAL	1,370	1,941	19,980	15,267	12	1	11,662	10,453	431	76											
Ark.	52	83	1,071	777	1	-	1,092	1,330	-	1											
La.	212	308	3,144	2,161	-	-	2,702	2,092	1	55											
Okla.	71	116	3,023	2,320	1	1	1,624	1,494	-	4											
Tex.	1,035	1,434	12,742	10,009	10	-	6,244	5,537	430	16											
MOUNTAIN	389	551	5,612	7,655	21	12	2,079	2,382	254	101											
Mont.	10	12	330	276	1	-	17	14	4	4											
Idaho	8	17	564	468	2	-	48	33	77	15											
Wyo.	1	11	218	151	-	-	11	18	111	36											
Colo.	65	170	-	1,252	2	1	755	631	11	14											
N. Mex.	55	35	1,117	1,148	5	4	201	418	24	17											
Ariz.	128	123	2,676	2,966	N	3	908	958	1	10											
Utah	35	39	454	467	7	1	47	53	14	2											
Nev.	87	144	253	927	4	3	92	257	12	3											
PACIFIC	1,710	2,646	22,957	24,877	52	25	5,358	5,927	250	157											
Wash.	137	238	3,372	2,867	14	11	580	649	6	8											
Oreg.	40	97	1,711	1,451	13	8	247	216	2	1											
Calif.	1,499	2,269	16,671	19,635	25	3	4,316	4,780	207	96											
Alaska	11	18	624	428	-	-	96	145	1	-											
Hawaii	23	24	579	496	N	3	119	137	34	52											
Guam	-	2	8	139	N	-	2	16	-	-											
P.R.	460	419	U	U	-	U	121	177	-	29											
V.I.	13	16	N	N	N	U	-	-	-	-											
Amer. Samoa	-	-	-	-	N	U	-	-	-	-											
C.N.M.I.	-	-	N	N	N	U	7	11	-	2											

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 1997 and 1998 are provisional and cumulative (year-to-date).

† Chlamydia refers to genital infections caused by Chlamydia trachomatis.

§ Updated monthly from reports to the Division of HIV/AIDS Prevention, National Center for HIV, STD, and TB Prevention. 


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


