
TABLE II. (Part 4)  Provisional cases of selected notifiable diseases, United States, week ending July 14, 2012 (WEEK 28)*

column labels in same order that data fields appears in each record below:
Reporting Area
Giardiasis current week
Giardiasis previous 52 weeks median 
Giardiasis previous 52 weeks maximum 
Giardiasis cummulative for 2012
Giardiasis cummulative for 2011
Gonorrhea current week
Gonorrhea previous 52 weeks median 
Gonorrhea previous 52 weeks maximum 
Gonorrhea cummulative for 2012
Gonorrhea cummulative for 2011
Haemophilus influenzae, invasive, All ages, all serotypes † current week
Haemophilus influenzae, invasive, All ages, all serotypes † previous 52 weeks median 
Haemophilus influenzae, invasive, All ages, all serotypes † previous 52 weeks maximum 
Haemophilus influenzae, invasive, All ages, all serotypes † cummulative for 2012
Haemophilus influenzae, invasive, All ages, all serotypes † cummulative for 2011

tab delimited data:
test
UNITED STATES	112	257	495	5,736	7,713	2,985	5,956	7,030	150,615	165,441	22	60	151	1,762	2,039						
NEW ENGLAND	5	23	66	432	703	102	113	238	2,917	2,725	-	4	15	95	137						
Conn.	-	4	10	99	116	29	44	161	1,056	1,163	-	1	5	25	36						
Maine	3	3	9	66	73	7	8	18	212	95	-	0	2	14	14						
Mass.	-	12	30	169	347	49	47	77	1,256	1,204	-	2	8	47	63						
N.H.	-	2	8	34	55	-	2	8	66	70	-	0	2	2	10						
R.I.	-	0	10	23	38	15	9	35	275	167	-	0	2	5	10						
Vt.	2	2	19	41	74	2	1	6	52	26	-	0	1	2	4						
MID. ATLANTIC	27	53	100	1,185	1,501	519	846	1,091	21,815	20,643	5	14	32	375	413						
N.J.	-	5	20	75	214	44	153	199	3,830	3,618	-	2	5	39	73						
N.Y. (Upstate)	19	18	48	379	399	141	126	440	3,662	2,868	3	3	19	101	102						
N.Y. City	6	16	24	440	520	86	272	351	5,961	7,329	-	4	9	101	89						
Pa.	2	12	30	291	368	248	296	398	8,362	6,828	2	5	16	134	149						
E.N. CENTRAL	4	45	83	889	1,258	186	1,067	1,292	24,971	30,428	1	11	26	262	374						
Ill.	-	7	17	154	184	3	296	416	6,421	8,751	-	3	7	76	113						
Ind.	-	5	13	105	173	51	130	164	3,485	3,562	-	2	6	52	68						
Mich.	-	11	22	216	251	-	244	375	5,058	6,764	-	1	4	35	38						
Ohio	4	12	30	261	391	132	306	403	7,770	8,770	1	4	7	89	100						
Wis.	-	8	25	153	259	-	87	117	2,237	2,581	-	0	5	10	55						
W.N. CENTRAL	14	20	70	376	834	26	169	395	3,124	8,300	-	4	9	110	118						
Iowa	4	4	15	115	126	-	36	87	971	1,027	-	0	1	-	-						
Kans.	-	2	9	13	66	-	46	65	47	1,078	-	0	2	3	15						
Minn.	-	0	23	-	340	-	47	62	1,076	1,155	-	1	5	46	36						
Mo.	5	6	18	130	146	-	0	204	-	3,948	-	1	5	44	39						
Nebr.	5	2	11	81	93	26	27	52	696	649	-	0	3	17	19						
N. Dak.	-	0	15	-	21	-	4	13	111	128	-	0	3	-	8						
S. Dak.	-	2	8	37	42	-	11	20	223	315	-	0	0	-	1						
