
TABLE II. (Part 8)  Provisional cases of selected notifiable diseases, United States, week ending December 10, 2011 (WEEK 49)*

column labels in same order that data fields appears in each record below:
Reporting Area
Rabies, animal current week
Rabies, animal previous 52 weeks median 
Rabies, animal previous 52 weeks maximum 
Rabies, animal cummulative for 2011
Rabies, animal cummulative for 2010
Salmonellosis current week
Salmonellosis previous 52 weeks median 
Salmonellosis previous 52 weeks maximum 
Salmonellosis cummulative for 2011
Salmonellosis cummulative for 2010
Shiga toxin-producing E. coli(STEC)† current week
Shiga toxin-producing E. coli(STEC)† previous 52 weeks median 
Shiga toxin-producing E. coli(STEC)† previous 52 weeks maximum 
Shiga toxin-producing E. coli(STEC)† cummulative for 2011
Shiga toxin-producing E. coli(STEC)† cummulative for 2010

tab delimited data:
test
UNITED STATES	15	57	119	2,822	4,137	425	859	1,852	44,471	51,614	46	88	264	4,763	5,060						
NEW ENGLAND	3	4	16	240	295	7	37	107	2,005	2,281	1	3	13	204	206						
Conn.	-	1	10	111	140	-	8	30	431	491	-	1	4	49	60						
Maine	1	1	6	62	60	1	2	8	127	128	1	0	3	29	21						
Mass.	-	0	0	-	-	5	19	44	1,041	1,249	-	1	9	80	79						
N.H.	-	0	3	18	16	-	3	8	154	169	-	0	3	23	21						
R.I.	2	0	6	25	29	-	1	62	177	165	-	0	2	7	3						
Vt.	-	0	2	24	50	1	1	8	75	79	-	0	3	16	22						
MID. ATLANTIC	5	16	35	805	1,022	40	85	205	4,985	5,635	5	10	36	580	552						
N.J.	-	0	0	-	-	-	14	48	829	1,163	-	2	7	107	124						
N.Y. (Upstate)	5	7	20	356	483	26	25	67	1,340	1,374	4	3	12	208	193						
N.Y. City	-	0	3	9	145	2	19	42	1,068	1,271	-	1	6	86	77						
Pa.	-	8	21	440	394	12	30	111	1,748	1,827	1	3	18	179	158						
E.N. CENTRAL	2	2	17	179	228	11	83	157	4,156	5,654	3	12	49	811	787						
Ill.	-	0	6	49	114	-	28	80	1,516	1,920	-	3	14	186	148						
Ind.	-	0	7	26	-	-	7	19	351	748	-	1	8	86	138						
Mich.	-	1	6	57	68	-	13	42	787	907	-	3	19	178	148						
Ohio	2	1	5	47	46	11	21	46	1,148	1,256	3	3	10	178	134						
Wis.	N	0	0	N	N	-	7	45	354	823	-	2	20	183	219						
W.N. CENTRAL	-	1	40	77	241	19	40	103	2,216	2,906	6	11	39	717	885						
Iowa	-	0	0	-	27	2	9	19	428	516	-	2	15	181	170						
