
TABLE II. (Part 6)  Provisional cases of selected notifiable diseases, United States, week ending August 27, 2005 (WEEK 34)*

column labels in same order that data fields appears in each record below:
Reporting Area
Meningococcal disease, All serogroups cummulative for 2005
Meningococcal disease, All serogroups cummulative for 2004
Meningococcal disease, Serogroup A, C, Y, and W-135 cummulative for 2005
Meningococcal disease, Serogroup A, C, Y, and W-135 cummulative for 2004
Meningococcal disease, Serogroup B cummulative for 2005
Meningococcal disease, Serogroup B cummulative for 2004
Meningococcal disease, Other serogroup cummulative for 2005
Meningococcal disease, Other serogroup cummulative for 2004
Meningococcal disease, Serogroup unknown cummulative for 2005
Meningococcal disease, Serogroup unknown cummulative for 2004

tab delimited data:
test
UNITED STATES	828	846	59	68	43	35	-	1	726	742											
NEW ENGLAND	58	51	1	5	-	6	-	1	57	39											
Maine	2	9	-	-	-	1	-	-	2	8											
N.H.	9	3	-	-	-	-	-	-	9	3											
Vt.	6	2	-	-	-	-	-	-	6	2											
Mass.	27	30	-	5	-	5	-	-	27	20											
R.I.	2	1	-	-	-	-	-	-	2	1											
Conn.	12	6	1	-	-	-	-	1	11	5											
MID. ATLANTIC	112	119	29	34	5	5	-	-	78	80											
Upstate N.Y.	29	33	4	5	3	3	-	-	22	25											
N.Y. City	15	20	-	-	-	-	-	-	15	20											
N.J.	30	24	-	-	-	-	-	-	30	24											
Pa.	38	42	25	29	2	2	-	-	11	11											
E.N. CENTRAL	82	94	16	21	9	6	-	-	57	67											
Ohio	29	48	-	3	5	5	-	-	24	40											
Ind.	15	15	-	1	4	1	-	-	11	13											
Ill.	12	1	-	-	-	-	-	-	12	1											
Mich.	16	17	16	17	-	-	-	-	-	-											
Wis.	10	13	-	-	-	-	-	-	10	13											
W.N. CENTRAL	56	60	2	-	1	4	-	-	53	56											
Minn.	9	18	1	-	-	-	-	-	8	18											
Iowa	13	13	-	-	1	2	-	-	12	11											
Mo.	20	16	1	-	-	1	-	-	19	15											
N. Dak.	-	2	-	-	-	-	-	-	-	2											
S. Dak.	2	2	-	-	-	1	-	-	2	1											
Nebr.	4	4	-	-	-	-	-	-	4	4											
Kans.	8	5	-	-	-	-	-	-	8	5											
S. ATLANTIC	156	157	4	2	8	2	-	-	144	153											
Del.	3	2	-	-	-	-	-	-	3	2											
Md.	15	8	2	-	2	-	-	-	11	8											
D.C.	-	5	-	2	-	-	-	-	-	3											
Va.	21	12	-	-	-	-	-	-	21	12											
W. Va.	5	5	1	-	-	-	-	-	4	5											
N.C.	24	24	1	-	6	2	-	-	17	22											
S.C.	14	13	-	-	-	-	-	-	14	13											
Ga.	14	9	-	-	-	-	-	-	14	9											
Fla.	60	79	-	-	-	-	-	-	60	79											
E.S. CENTRAL	40	41	1	1	3	1	-	-	36	39											
Ky.	14	8	-	1	3	1	-	-	11	6											
Tenn.	17	13	-	-	-	-	-	-	17	13											
Ala.	5	10	1	-	-	-	-	-	4	10											
Miss.	4	10	-	-	-	-	-	-	4	10											
W.S. CENTRAL	63	49	1	1	5	1	-	-	57	47											
Ark.	11	12	-	-	-	-	-	-	11	12											
La.	25	27	-	1	2	-	-	-	23	26											
Okla.	12	7	1	-	3	1	-	-	8	6											
Tex.	15	3	-	-	-	-	-	-	15	3											
MOUNTAIN	67	51	4	1	5	5	-	-	58	45											
Mont.	-	3	-	-	-	-	-	-	-	3											
Idaho	2	6	-	-	-	-	-	-	2	6											
Wyo.	-	3	-	-	-	-	-	-	-	3											
Colo.	15	12	3	-	-	-	-	-	12	12											
N. Mex.	2	6	-	1	-	3	-	-	2	2											
Ariz.	34	10	-	-	2	1	-	-	32	9											
Utah	9	4	1	-	2	-	-	-	6	4											
Nev.	5	7	-	-	1	1	-	-	4	6											
PACIFIC	194	224	1	3	7	5	-	-	186	216											
Wash.	38	21	1	3	4	5	-	-	33	13											
Oreg.	28	43	-	-	-	-	-	-	28	43											
Calif.	116	152	-	-	-	-	-	-	116	152											
Alaska	1	3	-	-	-	-	-	-	1	3											
Hawaii	11	5	-	-	3	-	-	-	8	5											
Guam	-	-	-	-	-	-	-	-	-	-											
P.R.	4	13	-	-	-	-	-	-	4	13											
V.I.	-	-	-	-	-	-	-	-	-	-											
Amer. Samoa	1	1	-	-	-	-	-	-	1	1											
C.N.M.I.	-	-	-	-	-	-	-	-	-	-											

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 2004 and 2005 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


