
TABLE II. (Part 6)  Provisional cases of selected notifiable diseases, United States, week ending January 26, 2013 (WEEK 04)*

column labels in same order that data fields appears in each record below:
Reporting Area
Legionellosis current week
Legionellosis previous 52 weeks median 
Legionellosis previous 52 weeks maximum 
Legionellosis cummulative for 2013
Legionellosis cummulative for 2012
Lyme disease current week
Lyme disease previous 52 weeks median 
Lyme disease previous 52 weeks maximum 
Lyme disease cummulative for 2013
Lyme disease cummulative for 2012
Malaria current week
Malaria previous 52 weeks median 
Malaria previous 52 weeks maximum 
Malaria cummulative for 2013
Malaria cummulative for 2012

tab delimited data:
test
UNITED STATES	9	55	133	98	170	30	415	1,423	288	1,098	9	22	44	39	95						
NEW ENGLAND	-	5	19	4	6	-	112	605	15	353	-	1	5	1	7						
Conn.	-	1	7	1	-	-	37	181	3	111	-	0	2	-	-						
Maine	-	0	3	1	-	-	16	69	5	32	-	0	1	-	-						
Mass.	-	2	11	-	4	-	46	340	1	146	-	0	4	-	6						
N.H.	-	0	2	-	1	-	9	53	-	43	-	0	2	1	-						
R.I.	-	0	3	-	1	-	1	26	-	-	-	0	1	-	-						
Vt.	-	0	2	2	-	-	8	29	6	21	-	0	1	-	1						
MID. ATLANTIC	1	15	43	9	33	21	198	656	156	526	-	5	13	5	10						
N.J.	-	2	12	-	7	-	51	166	24	204	-	0	0	-	-						
N.Y. (Upstate)	-	6	15	-	10	6	41	180	19	29	-	0	4	-	1						
N.Y. City	1	2	13	3	5	-	1	12	-	1	-	4	11	5	7						
Pa.	-	4	18	6	11	15	93	404	113	292	-	1	4	-	2						
E.N. CENTRAL	2	11	38	17	39	1	20	167	4	65	-	2	8	4	12						
Ill.	-	3	23	-	7	-	2	18	-	3	-	0	6	-	4						
Ind.	-	2	5	-	4	-	1	6	-	2	-	0	2	-	3						
Mich.	-	1	6	-	7	-	2	9	1	2	-	0	5	2	2						
Ohio	2	4	17	17	21	1	1	6	1	4	-	1	3	1	2						
Wis.	-	0	2	-	-	-	16	137	2	54	-	0	2	1	1						
W.N. CENTRAL	1	3	10	2	10	-	2	27	-	3	-	0	5	2	3						
Iowa	-	0	2	-	-	-	1	16	-	1	-	0	1	-	1						
Kans.	-	0	1	-	-	-	0	3	-	-	-	0	2	-	-						
Minn.	-	1	4	-	1	-	1	9	-	2	-	0	0	-	-						
Mo.	-	1	8	-	8	-	0	2	-	-	-	0	2	1	2						
Nebr.	1	0	2	2	-	-	0	2	-	-	-	0	1	1	-						
N. Dak.	-	0	1	-	1	-	0	1	-	-	-	0	1	-	-						
S. Dak.	-	0	1	-	-	-	0	1	-	-	-	0	2	-	-						
S. ATLANTIC	4	10	22	27	41	8	57	160	108	134	9	7	16	24	34						
Del.	-	0	2	-	2	2	11	30	16	34	-	0	1	-	-						
D.C.	N	0	0	N	N	N	0	0	N	N	-	0	1	-	2						
Fla.	4	4	11	16	21	2	2	6	6	11	3	1	3	7	12						
Ga.	-	1	3	2	4	-	0	4	-	-	-	1	5	2	-						
Md.	-	2	6	4	3	3	22	91	79	53	4	2	8	12	10						
N.C.	-	1	8	3	4	-	0	24	-	-	-	0	7	-	1						
S.C.	-	0	3	1	2	-	1	3	-	3	-	0	2	-	2						
Va.	-	1	4	1	5	1	15	48	6	25	2	1	4	3	7						
W. Va.	-	0	2	-	-	-	1	10	1	8	-	0	0	-	-						
E.S. CENTRAL	-	2	7	4	6	-	1	5	3	1	-	0	4	1	1						
Ala.	-	0	2	-	1	-	0	2	1	-	-	0	2	-	1						
Ky.	-	0	4	-	2	-	0	4	1	1	-	0	1	-	-						
Miss.	-	0	2	-	1	-	0	1	-	-	-	0	1	-	-						
Tenn.	-	1	3	4	2	-	0	4	1	-	-	0	2	1	-						
W.S. CENTRAL	1	3	15	4	3	-	1	6	-	1	-	1	6	1	6						
Ark.	-	0	3	-	-	-	0	0	-	-	-	0	1	-	-						
La.	-	0	3	2	1	-	0	1	-	1	-	0	2	1	-						
Okla.	-	0	9	-	-	-	0	0	-	-	-	0	4	-	3						
Tex.	1	2	12	2	2	-	1	6	-	-	-	0	5	-	3						
MOUNTAIN	-	2	6	2	10	-	0	5	-	3	-	1	5	1	5						
Ariz.	-	0	3	-	3	-	0	2	-	1	-	0	2	-	-						
Colo.	-	0	3	-	3	-	0	0	-	-	-	0	3	-	2						
Idaho	-	0	2	1	1	-	0	1	-	1	-	0	1	-	1						
Mont.	-	0	1	1	-	-	0	1	-	-	-	0	0	-	-						
Nev.	-	0	2	-	1	-	0	2	-	-	-	0	2	1	1						
N. Mex.	-	0	2	-	-	-	0	1	-	-	-	0	1	-	-						
Utah	-	0	4	-	1	-	0	1	-	1	-	0	2	-	1						
Wyo.	-	0	1	-	1	-	0	1	-	-	-	0	0	-	-						
PACIFIC	-	5	22	29	22	-	2	8	2	12	-	3	7	-	17						
Alaska	-	0	0	-	-	-	0	2	-	-	-	0	1	-	1						
Calif.	-	4	21	28	18	-	1	4	1	11	-	2	6	-	14						
Hawaii	-	0	1	-	-	N	0	0	N	N	-	0	1	-	1						
Oreg.	-	0	2	1	4	-	1	6	1	1	-	0	2	-	1						
Wash.	-	0	5	-	-	-	0	4	-	-	-	0	3	-	-						
Amer. Samoa	N	0	0	N	N	N	0	0	N	N	-	0	0	-	-						
C.N.M.I.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-						
Guam	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-						
P.R.	-	0	0	-	-	N	0	0	N	N	-	0	0	-	-						
V.I.	-	0	0	-	-	N	0	0	N	N	-	0	0	-	-						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not reportable.
NN: Not Nationally Notifiable
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Case counts for reporting years 2012 and 2013 are provisional and subject to change.
For further information on interpretation of these data, see http://wwwn.cdc.gov/nndss/document/ProvisionalNationaNotifiableDiseasesSurveillanceData20100927.pdf. 
Data for TB are displayed in Table IV, which appears quarterly.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


