
TABLE II. (Part 9)  Provisional cases of selected notifiable diseases, United States, week ending August 6, 2005 (WEEK 31)*

column labels in same order that data fields appears in each record below:
Reporting Area
Tuberculosis cummulative for 2005
Tuberculosis cummulative for 2004
Typhoid Fever cummulative for 2005
Typhoid Fever cummulative for 2004
Varicella (Chicken Pox) cummulative for 2005
Varicella (Chicken Pox) cummulative for 2004
West Nile virus disease § Neuroinvasive cummulative for 2005
West Nile virus disease § Neuroinvasive cummulative for 2004
West Nile virus disease § Non-neuroinvasive † cummulative for 2005

tab delimited data:
test
UNITED STATES	6,188	7,662	129	172	14,921	14,047	59	541	113												
NEW ENGLAND	187	243	15	16	980	1,943	-	-	-												
Maine	9	13	1	-	210	180	-	-	-												
N.H.	4	9	-	-	197	-	-	-	-												
Vt.	4	1	-	-	35	410	-	-	-												
Mass.	126	136	8	13	538	104	-	-	-												
R.I.	18	31	1	1	-	-	-	-	-												
Conn.	26	53	5	2	U	1,249	-	-	-												
MID. ATLANTIC	1,191	1,182	31	40	3,017	69	2	3	4												
Upstate N.Y.	141	163	5	4	-	-	-	-	1												
N.Y. City	588	594	9	14	-	-	-	2	2												
N.J.	286	254	9	12	-	-	-	-	-												
Pa.	176	171	8	10	3,017	69	2	1	1												
E.N. CENTRAL	765	689	9	18	4,030	4,051	4	14	1												
Ohio	151	116	1	3	962	1,023	1	3	-												
Ind.	74	75	-	-	120	N	1	2	-												
Ill.	369	310	2	9	41	1	2	5	1												
Mich.	123	140	3	5	2,624	2,532	-	1	-												
Wis.	48	48	3	1	283	495	-	3	-												
W.N. CENTRAL	251	275	3	7	259	134	10	25	36												
Minn.	111	102	2	3	-	-	2	5	4												
Iowa	20	23	-	-	N	N	-	3	-												
Mo.	58	77	1	2	172	5	1	9	1												
N. Dak.	2	3	-	-	12	74	2	1	4												
S. Dak.	8	5	-	-	75	55	4	3	24												
Nebr.	19	20	-	2	-	-	-	-	-												
Kans.	33	45	-	-	-	-	1	4	3												
S. ATLANTIC	1,355	1,598	19	24	1,338	1,623	2	28	1												
Del.	2	17	-	-	21	4	-	-	-												
Md.	159	147	7	9	-	-	-	3	-												
D.C.	32	60	-	-	23	19	-	-	-												
Va.	180	137	4	3	275	392	-	-	-												
W. Va.	15	14	-	-	685	915	-	-	N												
N.C.	135	167	2	3	-	N	1	1	-												
S.C.	133	115	-	-	334	293	-	-	-												
Ga.	224	366	2	3	-	-	-	5	-												
Fla.	475	575	4	6	-	-	1	19	1												
E.S. CENTRAL	318	372	5	6	-	4	2	24	2												
Ky.	61	55	2	2	N	N	-	-	-												
Tenn.	150	129	-	4	-	-	-	4	-												
Ala.	107	112	1	-	-	4	-	10	-												
Miss.	-	76	2	-	-	-	2	10	2												
W.S. CENTRAL	587	1,212	4	16	3,594	4,686	5	58	2												
Ark.	63	71	-	-	-	-	-	7	2												
La.	-	-	-	-	104	48	1	25	-												
Okla.	84	95	-	1	-	-	-	4	-												
Tex.	440	1,046	4	15	3,490	4,638	4	22	-												
MOUNTAIN	198	302	6	6	1,703	1,537	8	236	21												
Mont.	6	4	-	-	-	-	-	-	-												
Idaho	-	3	-	-	-	-	-	-	-												
Wyo.	-	2	-	-	43	24	-	1	-												
Colo.	45	76	1	1	1,201	1,215	-	27	11												
N. Mex.	8	19	-	-	119	U	2	9	1												
Ariz.	125	118	3	2	-	-	5	180	9												
Utah	14	26	1	1	340	298	-	3	-												
Nev.	-	54	1	2	-	-	1	16	-												
PACIFIC	1,336	1,789	37	39	-	-	26	153	46												
Wash.	145	138	3	3	N	N	-	-	-												
Oreg.	54	59	2	1	-	-	-	-	-												
Calif.	1,056	1,502	26	29	-	-	26	153	46												
Alaska	15	21	-	-	-	-	-	-	-												
Hawaii	66	69	6	6	-	-	-	-	-												
Guam	-	38	-	-	-	94	-	-	-												
P.R.	-	62	-	-	113	272	-	-	-												
V.I.	-	-	-	-	-	-	-	-	-												
Amer. Samoa	U	U	U	U	U	U	U	U	-												
C.N.M.I.	-	U	-	U	-	U	-	U	-												

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 2004 and 2005 are provisional and cumulative (year-to-date).

§ Updated weekly from reports to the Division of Vector-Borne Infectious Diseases, National Center for Infectious Diseases 
(ArboNet Surveillance).

† Not previously notifiable.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


