
TABLE II. (Part 1)  Provisional cases of selected notifiable diseases, United States, week ending June 5, 2004 (WEEK 22)*

column labels in same order that data fields appears in each record below:
Reporting Area
AIDS § cummulative for 2004
AIDS § cummulative for 2003
Chlamydia† cummulative for 2004
Chlamydia† cummulative for 2003
Coccidioidomycosis cummulative for 2004
Coccidioidomycosis cummulative for 2003
Cryptosporidiosis cummulative for 2004
Cryptosporidiosis cummulative for 2003
Encephalitis/Meningitis West Nile cummulative for 2004
Encephalitis/Meningitis West Nile cummulative for 2003

tab delimited data:
test
UNITED STATES	12,299	19,194	338,204	361,644	1,866	1,363	893	795	-	-											
NEW ENGLAND	370	655	12,130	11,556	-	-	55	53	-	-											
Maine	5	27	719	802	N	N	10	5	-	-											
N.H.	20	15	684	655	-	-	14	7	-	-											
Vt.	10	6	433	434	-	-	6	9	-	-											
Mass.	117	277	5,834	4,327	-	-	16	23	-	-											
R.I.	44	50	1,417	1,347	-	-	1	7	-	-											
Conn.	174	280	3,043	3,991	N	N	8	2	-	-											
MID. ATLANTIC	2,398	4,072	45,486	43,519	-	-	147	121	-	-											
Upstate N.Y.	185	271	9,317	7,879	N	N	36	28	-	-											
N.Y. City	1,134	1,976	12,815	14,499	-	-	33	44	-	-											
N.J.	521	780	5,316	6,362	-	-	9	8	-	-											
Pa.	558	1,045	18,038	14,779	N	N	69	41	-	-											
E.N. CENTRAL	1,279	1,986	54,786	66,442	5	3	198	192	-	-											
Ohio	235	302	12,082	17,995	-	-	53	24	-	-											
Ind.	166	260	7,072	7,229	N	N	30	18	-	-											
Ill.	602	959	14,127	20,436	-	-	13	33	-	-											
Mich.	208	363	15,954	13,556	5	3	48	37	-	-											
Wis.	68	102	5,551	7,226	-	-	54	80	-	-											
W.N. CENTRAL	309	360	19,780	20,802	4	2	104	75	-	-											
Minn.	68	73	3,596	4,580	N	N	40	35	-	-											
Iowa	19	41	1,087	2,116	N	N	15	10	-	-											
Mo.	134	180	8,258	7,633	3	1	19	7	-	-											
N. Dak.	11	1	592	567	N	N	1	3	-	-											
S. Dak.	5	6	1,070	1,015	-	-	11	16	-	-											
Nebr.	17	24	2,143	1,898	1	1	6	3	-	-											
Kans.	55	35	3,034	2,993	N	N	12	1	-	-											
S. ATLANTIC	4,239	5,393	63,597	67,796	-	1	179	107	-	-											
Del.	55	105	1,241	2,610	N	N	-	1	-	-											
Md.	478	555	7,492	6,826	-	1	9	8	-	-											
D.C.	150	595	1,476	1,421	-	-	2	-	-	-											
Va.	213	478	9,172	7,725	-	-	23	11	-	-											
W. Va.	30	41	1,180	1,055	N	N	2	1	-	-											
N.C.	246	564	11,275	10,816	N	N	34	15	-	-											
S.C.	267	326	6,788	5,555	-	-	7	2	-	-											
Ga.	688	736	7,766	14,289	-	-	51	38	-	-											
Fla.	2,112	1,993	17,207	17,499	N	N	51	31	-	-											
E.S. CENTRAL	566	835	21,932	23,405	2	1	40	50	-	-											
Ky.	71	78	2,312	3,440	N	N	11	9	-	-											
Tenn.	210	373	9,488	8,163	N	N	12	17	-	-											
Ala.	173	185	4,483	6,336	-	-	10	21	-	-											
Miss.	112	199	5,649	5,466	2	1	7	3	-	-											
W.S. CENTRAL	1,723	2,085	44,758	45,328	2	-	20	18	-	-											
Ark.	87	63	3,245	3,088	1	-	8	3	-	-											
La.	342	365	10,660	8,317	1	-	-	1	-	-											
Okla.	68	91	4,591	4,655	N	N	8	4	-	-											
Tex.	1,226	1,566	26,262	29,268	-	-	4	10	-	-											
MOUNTAIN	495	716	17,206	21,472	1,165	933	49	34	-	-											
Mont.	-	10	790	932	N	N	9	7	-	-											
Idaho	3	13	1,280	1,076	N	N	4	6	-	-											
Wyo.	4	5	461	428	-	-	2	1	-	-											
Colo.	98	157	3,160	5,457	N	N	24	6	-	-											
N. Mex.	52	51	2,298	3,143	9	2	2	1	-	-											
Ariz.	207	336	5,965	6,377	1,118	913	6	2	-	-											
Utah	29	32	1,421	1,553	12	3	1	8	-	-											
Nev.	102	112	1,831	2,506	26	15	1	3	-	-											
PACIFIC	920	3,092	58,529	61,324	688	423	101	145	-	-											
Wash.	166	211	7,347	6,558	N	N	9	12	-	-											
Oreg.	92	126	2,069	3,216	-	-	12	16	-	-											
Calif.	610	2,697	46,810	47,683	688	423	79	117	-	-											
Alaska	11	12	1,552	1,603	-	-	-	-	-	-											
Hawaii	41	46	751	2,264	-	-	1	-	-	-											
Guam	1	1	-	320	-	-	-	-	-	-											
P.R.	209	514	1,002	826	N	N	N	N	-	-											
V.I.	4	15	143	138	-	-	-	-	-	-											
Amer. Samoa	U	U	U	U	U	U	U	U	U	U											
C.N.M.I.	2	U	32	U	-	U	-	U	-	U											

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 2003 and 2004 are provisional and cumulative (year-to-date).

† Chlamydia refers to genital infections caused by Chlamydia trachomatis.

§ Updated monthly from reports to the Division of HIV/AIDS Prevention, National Center for HIV, STD, and TB Prevention. 


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


