
TABLE II. (Part 4)  Provisional cases of selected notifiable diseases, United States, week ending March 3, 2001 (WEEK 09)*

column labels in same order that data fields appears in each record below:
Reporting Area
Shigellosis NETSS cummulative for 2001
Shigellosis NETSS cummulative for 2000
Shigellosis PHLIS cummulative for 2001
Shigellosis PHLIS cummulative for 2000
Syphilis (Primary and Secondary) cummulative for 2001
Syphilis (Primary and Secondary) cummulative for 2000
Tuberculosis cummulative for 2001
Tuberculosis cummulative for 2000

tab delimited data:
test
UNITED STATES	1,402	2,432	750	1,059	699	1,046	906	1,553													
NEW ENGLAND	20	58	22	46	6	12	41	41													
Maine	-	2	-	-	-	-	-	1													
N.H.	-	1	-	1	-	-	2	1													
Vt.	-	1	-	-	-	-	-	-													
Mass.	16	43	16	32	4	10	25	25													
R.I.	-	4	-	6	-	1	3	2													
Conn.	4	7	6	7	2	1	11	12													
MID. ATLANTIC	115	173	114	145	33	42	216	220													
Upstate N.Y.	72	59	2	34	3	1	23	19													
N.Y. City	30	57	55	53	20	21	91	135													
N.J.	-	41	14	26	7	10	65	59													
Pa.	13	16	43	32	3	10	37	7													
E.N. CENTRAL	242	413	145	148	66	208	120	130													
Ohio	77	20	28	10	7	12	17	24													
Ind.	37	46	7	9	17	78	13	4													
Ill.	64	161	68	2	15	82	60	89													
Mich.	60	150	40	122	25	23	15	6													
Wis.	4	36	2	5	2	13	15	7													
W.N. CENTRAL	192	131	146	100	6	21	39	70													
Minn.	66	33	94	42	4	3	25	25													
Iowa	32	18	2	22	-	6	-	7													
Mo.	51	64	41	24	1	10	8	27													
N. Dak.	8	-	1	-	-	-	-	-													
S. Dak.	3	1	1	-	-	-	1	3													
Nebr.	9	10	-	8	-	1	5	1													
Kans.	23	5	7	4	1	1	-	7													
S. ATLANTIC	219	210	59	96	292	323	187	250													
Del.	2	-	-	1	1	1	-	-													
Md.	19	19	4	7	34	61	15	24													
D.C.	8	-	U	U	7	15	9	-													
Va.	13	12	6	12	27	22	13	17													
W. Va.	2	1	6	1	-	1	6	7													
N.C.	65	13	19	6	81	84	13	32													
S.C.	13	3	7	1	46	25	14	18													
Ga.	22	14	13	42	23	53	50	55													
Fla.	75	148	4	26	73	61	67	97													
E.S. CENTRAL	122	113	34	83	101	149	57	104													
Ky.	51	23	15	14	8	8	7	12													
Tenn.	13	52	16	63	50	103	-	22													
Ala.	29	7	-	4	21	22	39	49													
Miss.	29	31	3	2	22	16	11	21													
W.S. CENTRAL	118	432	100	139	115	167	27	285													
Ark.	40	38	10	3	10	11	19	12													
La.	11	63	28	24	19	44	-	6													
Okla.	1	8	-	5	14	39	8	8													
Tex.	66	323	62	107	72	73	-	259													
MOUNTAIN	124	187	70	71	32	30	28	77													
Mont.	-	-	-	-	-	-	-	-													
Idaho	4	22	-	15	-	-	3	-													
Wyo.	-	1	-	1	-	-	-	-													
Colo.	26	33	17	15	2	1	12	8													
N. Mex.	25	20	20	13	3	3	1	14													
Ariz.	60	65	28	21	22	24	10	22													
Utah	3	5	5	6	4	-	2	5													
Nev.	6	41	-	-	1	2	-	28													
PACIFIC	250	715	60	231	48	94	191	376													
Wash.	34	141	37	180	13	8	25	33													
Oreg.	18	78	16	44	2	1	-	1													
Calif.	197	485	-	-	31	85	159	323													
Alaska	1	2	-	1	-	-	7	7													
Hawaii	-	9	7	6	2	-	-	12													
Guam	-	-	U	U	-	-	-	-													
P.R.	1	8	U	U	41	29	-	17													
V.I.	U	U	U	U	U	U	U	U													
Amer. Samoa	U	U	U	U	U	U	U	U													
C.N.M.I.	U	U	U	U	U	U	U	U													

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 2000 and 2001 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


