
TABLE II. (Part 10)  Provisional cases of selected notifiable diseases, United States, week ending November 3, 2012 (WEEK 44)*

column labels in same order that data fields appears in each record below:
Reporting Area
Streptococcus pneumoniae, invasive disease †, all ages current week
Streptococcus pneumoniae, invasive disease †, all ages previous 52 weeks median 
Streptococcus pneumoniae, invasive disease †, all ages previous 52 weeks maximum 
Streptococcus pneumoniae, invasive disease †, all ages cummulative for 2012
Streptococcus pneumoniae, invasive disease †, all ages cummulative for 2011
Streptococcus pneumoniae, invasive disease †, age <5 years current week
Streptococcus pneumoniae, invasive disease †, age <5 years previous 52 weeks median 
Streptococcus pneumoniae, invasive disease †, age <5 years previous 52 weeks maximum 
Streptococcus pneumoniae, invasive disease †, age <5 years cummulative for 2012
Streptococcus pneumoniae, invasive disease †, age <5 years cummulative for 2011
Syphillis, primary & secondary current week
Syphillis, primary & secondary previous 52 weeks median 
Syphillis, primary & secondary previous 52 weeks maximum 
Syphillis, primary & secondary cummulative for 2012
Syphillis, primary & secondary cummulative for 2011

tab delimited data:
test
UNITED STATES	98	280	803	10,182	13,440	9	20	58	721	963	82	277	332	11,607	11,749						
NEW ENGLAND	2	11	27	471	668	-	0	4	32	46	4	7	23	362	323						
Conn.	-	6	13	221	288	-	0	2	9	11	-	0	13	37	38						
Maine	1	2	7	81	110	-	0	1	2	4	-	0	5	14	12						
Mass.	-	0	4	29	32	-	0	2	15	17	2	5	13	243	211						
N.H.	-	1	6	55	93	-	0	1	5	5	2	0	2	24	17						
R.I.	-	0	5	40	83	-	0	1	1	3	-	1	6	40	37						
Vt.	1	1	4	45	62	-	0	1	-	6	-	0	1	4	8						
MID. ATLANTIC	16	43	157	1,502	2,019	2	2	11	74	101	3	34	49	1,428	1,411						
N.J.	-	5	26	258	551	-	0	2	10	37	-	4	8	143	201						
N.Y. (Upstate)	13	18	108	714	876	2	1	10	47	36	3	4	12	175	148						
N.Y. City	3	14	24	530	592	-	0	2	17	28	-	17	25	721	769						
Pa.	N	0	0	N	N	N	0	0	N	N	-	9	17	389	293						
E.N. CENTRAL	32	59	101	2,191	2,642	4	3	10	145	152	1	30	62	1,194	1,560						
Ill.	N	0	0	N	N	-	0	0	-	-	1	10	54	436	733						
Ind.	-	12	33	465	641	-	1	2	23	33	-	4	10	182	147						
Mich.	4	11	25	416	577	1	0	3	27	32	-	4	13	184	247						
Ohio	25	22	46	945	1,023	3	2	6	75	70	-	7	15	322	379						
Wis.	3	9	29	365	401	-	0	2	20	17	-	2	5	70	54						
W.N. CENTRAL	-	13	58	504	591	-	1	3	39	49	-	5	14	230	284						
Iowa	N	0	0	N	N	N	0	0	N	N	-	1	4	45	20						
Kans.	N	0	0	N	N	N	0	0	N	N	-	0	4	19	23						
Minn.	-	10	26	374	452	-	1	3	28	38	-	0	4	28	122						
Mo.	N	0	0	N	N	-	0	0	-	-	-	2	9	122	112						
Nebr.	-	2	8	106	96	-	0	2	10	10	-	0	2	3	6						
N. Dak.	-	0	38	24	43	-	0	2	1	1	-	0	1	2	1						
S. Dak.	-	0	0	-	-	-	0	0	-	-	-	0	2	11	-						
S. ATLANTIC	22	58	193	2,352	3,275	1	4	21	183	249	37	65	101	2,819	2,919						
Del.	-	0	5	25	40	-	0	1	1	-	5	0	6	35	17						
D.C.	-	1	5	45	43	-	0	1	3	5	-	3	9	144	142						
Fla.	11	19	48	785	1,130	-	1	8	61	107	3	25	36	1,100	1,071						
Ga.	6	15	48	658	937	-	2	5	60	64	12	11	59	553	558						
Md.	5	7	22	274	497	1	0	5	25	36	3	7	15	318	383						
N.C.	N	0	0	N	N	N	0	0	N	N	13	6	21	280	367						
S.C.	-	6	16	270	372	-	0	3	16	24	-	4	10	181	195						
Va.	N	0	0	N	N	-	0	0	-	-	1	3	40	205	184						
W. Va.	-	5	83	295	256	-	0	8	17	13	-	0	2	3	2						
E.S. CENTRAL	8	17	50	733	969	-	1	5	43	75	4	14	32	585	692						
Ala.	-	0	0	-	-	-	0	0	-	-	-	3	9	110	199						
Ky.	-	4	9	149	184	-	0	1	7	20	2	2	9	113	109						
Miss.	-	0	0	-	-	-	0	0	-	-	1	3	21	149	155						
Tenn.	8	14	47	584	785	-	1	4	36	55	1	5	14	213	229						
W.S. CENTRAL	11	26	188	1,201	1,589	1	3	12	106	150	20	42	58	1,846	1,610						
Ark.	2	3	14	130	184	-	0	3	12	11	3	3	15	144	165						
La.	-	3	18	148	190	-	0	2	11	17	1	6	13	238	374						
Okla.	N	0	0	N	N	-	0	0	-	-	1	1	5	65	72						
Tex.	9	21	156	923	1,215	1	2	11	83	122	15	31	44	1,399	999						
MOUNTAIN	3	25	48	1,108	1,555	-	2	6	82	129	3	12	23	517	528						
Ariz.	3	12	27	550	657	-	1	3	40	52	-	4	11	163	225						
Colo.	-	6	19	267	426	-	0	3	17	30	-	4	10	157	103						
Idaho	N	0	0	N	N	-	0	0	-	-	-	0	3	17	10						
Mont.	-	0	0	-	-	N	0	0	N	N	-	0	1	-	6						
Nev.	-	0	0	-	-	-	0	0	-	-	3	2	8	87	116						
N. Mex.	-	5	14	201	278	-	0	4	14	22	-	2	5	71	57						
Utah	-	2	9	64	174	-	0	2	10	25	-	0	2	19	11						
Wyo.	-	0	3	26	20	-	0	1	1	-	-	0	1	3	-						
PACIFIC	4	2	8	120	132	1	0	2	17	12	10	60	89	2,626	2,422						
Alaska	4	2	8	118	127	1	0	2	17	10	-	0	2	9	1						
Calif.	N	0	0	N	N	N	0	0	N	N	7	51	79	2,242	2,052						
Hawaii	-	0	1	2	5	-	0	0	-	2	-	0	3	6	10						
Oreg.	N	0	0	N	N	N	0	0	N	N	1	3	11	173	79						
Wash.	N	0	0	N	N	N	0	0	N	N	2	5	12	196	280						
Amer. Samoa	N	0	0	N	N	-	0	0	-	-	-	0	0	-	-						
C.N.M.I.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-						
Guam	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						
P.R.	-	0	0	-	-	-	0	0	-	-	10	5	16	244	197						
V.I.	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not reportable.
NN: Not Nationally Notifiable
Cum: Cumulative year-to-date counts.
Med: Median.
