
TABLE II. (Part 7)  Provisional cases of selected notifiable diseases, United States, week ending March 18, 2006 (WEEK 11)*

column labels in same order that data fields appears in each record below:
Reporting Area
Shiga toxin-producing E. coli(STEC)† current week
Shiga toxin-producing E. coli(STEC)† previous 52 weeks median 
Shiga toxin-producing E. coli(STEC)† previous 52 weeks maximum 
Shiga toxin-producing E. coli(STEC)† cummulative for 2006
Shiga toxin-producing E. coli(STEC)† cummulative for 2005
Shigellosis current week
Shigellosis previous 52 weeks median 
Shigellosis previous 52 weeks maximum 
Shigellosis cummulative for 2006
Shigellosis cummulative for 2005
Streptococcal disease, invasive, group A current week
Streptococcal disease, invasive, group A previous 52 weeks median 
Streptococcal disease, invasive, group A previous 52 weeks maximum 
Streptococcal disease, invasive, group A cummulative for 2006
Streptococcal disease, invasive, group A cummulative for 2005

tab delimited data:
test
UNITED STATES	9	48	221	136	250	77	282	497	1,665	2,084	85	80	162	1,107	1,059						
NEW ENGLAND	-	4	13	8	25	-	5	17	45	42	-	4	7	38	43						
Conn.	-	1	4	-	10	-	1	5	5	8	U	0	0	U	U						
Maine	-	0	5	-	1	-	0	3	-	-	-	0	2	3	2						
Mass.	-	2	7	8	11	-	3	11	33	27	-	2	7	24	29						
N.H.	-	0	2	-	1	-	0	4	3	3	-	0	3	8	3						
R.I.	-	0	2	-	1	-	0	6	3	1	-	0	3	2	3						
Vt.	-	0	2	1	1	-	0	4	1	3	-	0	2	1	6						
MID. ATLANTIC	-	6	95	-	28	6	21	69	129	218	33	15	39	199	221						
N.J.	-	1	7	-	9	-	5	18	34	65	-	2	8	9	37						
N.Y. (Upstate)	2	2	92	8	11	5	4	53	52	53	23	4	29	72	75						
N.Y. City	-	0	2	-	1	-	6	22	27	87	-	3	9	31	39						
Pa.	-	2	8	-	7	1	2	48	16	13	10	5	12	87	70						
E.N. CENTRAL	5	7	28	39	55	5	16	78	132	154	11	14	39	198	212						
Ill.	-	1	7	-	15	-	6	24	23	41	-	3	9	36	67						
Ind.	-	1	7	7	4	-	1	56	18	13	6	1	12	35	22						
Mich.	3	0	2	11	-	-	4	10	42	71	1	4	12	50	58						
Ohio	2	2	14	11	23	5	3	11	35	12	4	4	14	63	45						
Wis.	-	2	15	10	13	-	3	9	14	17	-	1	8	14	20						
W.N. CENTRAL	2	7	39	31	37	7	38	64	184	145	5	5	13	57	64						
Iowa	-	1	10	8	6	-	1	9	3	22	N	0	0	N	N						
Kans.	-	1	4	-	4	1	4	20	18	5	2	1	5	27	8						
Minn.	2	2	23	23	6	3	2	6	20	10	-	1	8	-	22						
Mo.	4	1	7	13	12	3	22	45	110	82	2	1	6	16	20						
Nebr.	-	1	4	2	7	-	1	9	18	18	1	0	4	11	7						
N. Dak.	-	0	2	-	-	-	0	2	2	2	-	0	3	3	2						
S. Dak.	-	0	5	-	2	-	1	17	13	6	-	0	2	-	5						
S. ATLANTIC	1	7	39	20	39	35	47	116	469	301	22	19	39	288	216						
Del.	-	0	2	-	-	-	0	2	-	1	-	0	2	1	-						
D.C.	-	0	1	-	-	-	0	2	3	2	-	0	2	4	2						
Fla.	1	1	31	14	14	19	21	66	207	137	5	5	12	69	63						
Ga.	-	0	6	-	6	11	12	36	153	83	4	4	9	70	45						
Md.	-	1	5	-	6	2	2	8	28	15	5	4	12	62	57						
N.C.	1	0	11	11	9	-	3	22	49	28	6	1	13	34	25						
S.C.	-	0	2	2	-	3	2	6	22	20	2	1	5	20	11						
Va.	-	2	9	-	4	-	2	9	7	15	-	2	11	22	10						
W. Va.	-	0	1	-	-	-	0	1	-	-	-	0	5	6	3						
E.S. CENTRAL	-	2	12	5	10	3	18	54	103	277	2	4	10	47	46						
Ala.	-	0	3	-	3	2	3	20	24	50	N	0	0	N	N						
Ky.	-	1	9	5	-	1	6	31	46	16	-	0	3	7	12						
Miss.	-	0	2	-	-	-	2	7	18	18	-	0	0	-	-						
Tenn.	-	1	3	15	7	-	4	47	15	193	2	3	8	40	34						
W.S. CENTRAL	1	2	22	1	10	7	61	149	187	433	8	6	25	75	48						
Ark.	-	0	2	-	1	4	1	3	14	14	1	0	2	3	6						
La.	-	0	2	-	5	-	2	11	24	33	-	0	2	5	4						
Okla.	1	0	3	1	1	3	10	41	23	94	7	2	13	47	21						
Tex.	-	1	22	-	3	-	45	142	126	292	-	3	18	20	17						
MOUNTAIN	-	5	16	10	31	-	16	48	106	119	3	11	42	186	185						
Ariz.	-	0	4	-	2	-	9	29	46	54	-	4	27	90	79						
Colo.	-	1	6	10	8	-	3	18	21	18	2	4	10	53	64						
Idaho	-	1	8	3	5	-	0	4	4	-	-	0	2	3	1						
Mont.	-	0	2	-	1	-	0	1	-	-	-	0	0	-	-						
Nev.	-	0	4	-	6	-	1	6	9	20	-	0	6	-	-						
N. Mex.	-	0	3	2	2	-	2	9	14	18	1	1	6	18	22						
Utah	-	1	7	2	6	-	1	4	11	9	-	2	6	20	18						
Wyo.	-	0	3	-	1	-	0	1	1	-	-	0	1	2	1						
PACIFIC	-	6	52	22	15	14	40	136	310	395	1	2	8	19	24						
Alaska	-	0	2	-	2	-	0	1	1	6	-	0	0	-	-						
Calif.	-	1	6	17	7	10	34	97	222	353	-	0	0	-	-						
Hawaii	-	0	4	-	1	-	1	4	10	7	1	2	8	19	24						
Oreg.	-	1	47	7	-	-	1	28	46	20	N	0	0	N	N						
Wash.	-	1	40	5	5	4	2	38	31	9	N	0	0	N	N						
Amer. Samoa	U	0	0	U	U	U	0	2	U	-	U	0	0	U	U						
C.N.M.I.	U	0	0	U	U	U	0	0	U	U	U	0	0	U	U						
Guam	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						
P.R.	-	0	1	-	1	-	0	1	-	-	N	0	0	N	N						
V.I.	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not notifiable.
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Incidence data for reporting years 2005 and 2006 are provisional.
Data for HIV/AIDS, AIDS, and TB, when available, are displayed in Table IV, which appears quarterly.

† Includes E. choli O157:H7; Shiga toxin positive, serogroup non-O157; and Shiga toxin positive, not serogrouped.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


