
TABLE II. (Part 9)  Provisional cases of selected notifiable diseases, United States, week ending October 13, 2012 (WEEK 41)*

column labels in same order that data fields appears in each record below:
Reporting Area
Shigellosis current week
Shigellosis previous 52 weeks median 
Shigellosis previous 52 weeks maximum 
Shigellosis cummulative for 2012
Shigellosis cummulative for 2011
Spotted Fever Rickettsiosis (including RMSF) † Confirmed current week
Spotted Fever Rickettsiosis (including RMSF) † Confirmed previous 52 weeks median 
Spotted Fever Rickettsiosis (including RMSF) † Confirmed previous 52 weeks maximum 
Spotted Fever Rickettsiosis (including RMSF) † Confirmed cummulative for 2012
Spotted Fever Rickettsiosis (including RMSF) † Confirmed cummulative for 2011
Spotted Fever Rickettsiosis (including RMSF) † Probable current week
Spotted Fever Rickettsiosis (including RMSF) † Probable previous 52 weeks median 
Spotted Fever Rickettsiosis (including RMSF) † Probable previous 52 weeks maximum 
Spotted Fever Rickettsiosis (including RMSF) † Probable cummulative for 2012
Spotted Fever Rickettsiosis (including RMSF) † Probable cummulative for 2011

tab delimited data:
test
UNITED STATES	226	278	426	10,488	9,715	1	4	10	154	192	15	59	350	3,252	1,811						
NEW ENGLAND	-	3	13	129	213	-	0	1	1	2	-	0	2	17	7						
Conn.	-	1	2	27	36	-	0	0	-	-	-	0	0	-	-						
Maine	-	0	8	6	20	-	0	0	-	-	-	0	1	3	-						
Mass.	-	2	7	82	143	-	0	0	-	-	-	0	2	7	4						
N.H.	-	0	1	5	4	-	0	0	-	2	-	0	1	1	1						
R.I.	-	0	5	7	6	-	0	0	-	-	-	0	1	6	2						
Vt.	-	0	1	2	4	-	0	1	1	-	-	0	0	-	-						
MID. ATLANTIC	26	44	89	1,857	790	-	0	2	18	4	-	1	8	54	127						
N.J.	-	20	47	767	206	-	0	0	-	2	-	0	7	1	100						
N.Y. (Upstate)	26	12	41	533	227	-	0	1	4	2	-	0	3	10	6						
N.Y. City	-	13	28	460	257	-	0	0	-	-	-	0	2	15	8						
Pa.	-	2	7	97	100	-	0	2	14	-	-	0	4	28	13						
E.N. CENTRAL	75	21	101	1,533	744	-	0	3	19	8	-	3	13	195	98						
Ill.	-	5	10	174	218	-	0	1	5	-	-	1	11	125	48						
Ind.	-	1	17	121	68	-	0	3	13	3	-	0	6	51	24						
Mich.	1	3	14	141	140	-	0	0	-	-	-	0	1	2	3						
Ohio	65	12	95	1,030	254	-	0	1	1	3	-	0	2	17	16						
Wis.	9	1	6	67	64	-	0	0	-	2	-	0	1	-	7						
W.N. CENTRAL	3	8	32	407	313	-	0	6	24	19	-	4	34	449	259						
Iowa	1	0	5	45	17	-	0	0	-	-	-	0	1	7	6						
Kans.	1	2	9	99	50	-	0	0	-	-	-	0	0	-	-						
Minn.	-	0	4	-	72	-	0	0	-	-	-	0	1	-	9						
Mo.	1	1	7	75	157	-	0	5	22	11	-	4	34	436	239						
Nebr.	-	1	22	171	13	-	0	1	1	5	-	0	1	5	5						
N. Dak.	-	0	2	6	-	-	0	1	1	2	-	0	0	-	-						
S. Dak.	-	0	3	11	4	-	0	0	-	1	-	0	1	1	-						
S. ATLANTIC	47	62	135	2,426	2,987	1	1	5	57	113	10	13	143	934	419						
Del.	-	0	2	15	4	-	0	0	-	-	-	0	2	22	19						
D.C.	-	0	6	17	20	-	0	0	-	1	-	0	1	1	2						
Fla.	26	40	66	1,503	2,058	-	0	1	2	2	-	0	4	29	6						
Ga.	8	13	21	497	505	-	1	3	34	83	-	0	0	-	-						
Md.	11	4	15	197	81	-	0	1	1	3	-	0	3	24	23						
N.C.	1	2	10	106	183	1	0	4	10	11	8	0	133	429	189						
S.C.	-	0	54	18	48	-	0	1	7	10	-	0	5	35	20						
