
TABLE II. (Part 9)  Provisional cases of selected notifiable diseases, United States, week ending November 12, 2005 (WEEK 45)*

column labels in same order that data fields appears in each record below:
Reporting Area
Tuberculosis cummulative for 2005
Tuberculosis cummulative for 2004
Typhoid Fever cummulative for 2005
Typhoid Fever cummulative for 2004
Varicella (Chicken Pox) cummulative for 2005
Varicella (Chicken Pox) cummulative for 2004
West Nile virus disease § Neuroinvasive cummulative for 2005
West Nile virus disease § Neuroinvasive cummulative for 2004
West Nile virus disease § Non-neuroinvasive † cummulative for 2005

tab delimited data:
test
UNITED STATES	9,887	11,290	229	283	20,745	24,417	1,102	1,134	1,410												
NEW ENGLAND	302	376	22	20	1,090	2,843	9	-	4												
Maine	14	18	1	-	213	226	-	-	-												
N.H.	6	14	-	-	260	-	-	-	-												
Vt.	5	3	-	-	75	413	-	-	-												
Mass.	200	215	13	14	542	603	4	-	2												
R.I.	25	44	1	1	-	-	1	-	-												
Conn.	52	82	7	5	U	1,601	4	-	2												
MID. ATLANTIC	1,757	1,792	39	69	4,027	85	26	17	17												
Upstate N.Y.	220	250	5	10	-	-	-	5	-												
N.Y. City	857	886	15	28	-	-	10	2	4												
N.J.	412	397	11	16	-	-	2	1	2												
Pa.	268	259	8	15	4,027	85	14	9	11												
E.N. CENTRAL	1,072	1,024	19	33	5,436	10,504	230	66	111												
Ohio	214	175	2	6	1,258	1,230	45	11	14												
Ind.	108	112	1	-	482	N	10	8	1												
Ill.	506	457	6	16	68	5,217	130	29	86												
Mich.	177	203	5	9	3,274	3,462	35	13	4												
Wis.	67	77	5	2	354	595	10	5	6												
W.N. CENTRAL	372	391	6	8	430	165	139	86	416												
Minn.	159	148	5	4	-	-	16	13	26												
Iowa	38	42	-	-	N	N	12	13	18												
Mo.	82	97	-	2	318	5	16	27	13												
N. Dak.	2	4	-	-	25	82	12	2	74												
S. Dak.	11	8	-	-	87	78	35	6	197												
Nebr.	28	32	-	2	-	-	36	7	80												
Kans.	52	60	1	-	-	-	12	18	8												
S. ATLANTIC	2,161	2,360	48	40	1,918	2,048	28	65	22												
Del.	14	17	1	-	28	5	1	-	-												
Md.	231	238	11	11	-	-	4	10	1												
D.C.	42	74	-	-	34	21	-	1	-												
Va.	259	246	17	8	471	481	-	4	-												
W. Va.	21	20	-	-	946	1,168	-	-	N												
N.C.	239	265	5	7	-	N	2	3	2												
S.C.	190	158	-	-	439	373	4	-	-												
Ga.	332	502	3	4	-	-	9	14	6												
Fla.	833	840	11	10	-	-	8	33	13												
E.S. CENTRAL	480	571	5	8	-	45	62	60	38												
Ky.	87	101	2	3	N	N	4	1	-												
Tenn.	227	197	-	5	-	-	13	13	3												
Ala.	166	171	1	-	-	45	6	15	4												
Miss.	-	102	2	-	-	-	39	31	31												
W.S. CENTRAL	1,203	1,674	16	26	5,636	6,579	201	229	106												
Ark.	91	102	-	-	11	-	11	16	15												
La.	-	-	1	-	111	52	78	81	33												
Okla.	123	145	1	1	-	-	12	16	9												
Tex.	989	1,427	14	25	5,514	6,527	100	116	49												
MOUNTAIN	325	439	9	7	2,208	2,148	134	322	204												
Mont.	8	4	-	-	-	-	8	2	17												
Idaho	-	3	-	-	-	-	2	1	7												
Wyo.	-	4	-	-	52	45	6	2	6												
Colo.	46	107	5	2	1,580	1,713	19	41	72												
N. Mex.	18	24	-	-	149	U	20	31	13												
Ariz.	196	179	2	2	-	-	44	214	44												
Utah	26	34	1	1	427	390	21	6	30												
Nev.	31	84	1	2	-	-	14	25	15												
PACIFIC	2,215	2,663	65	72	-	-	273	289	492												
Wash.	212	195	5	6	N	N	-	-	-												
Oreg.	54	85	3	1	-	-	-	-	5												
Calif.	1,812	2,249	45	59	-	-	273	289	487												
Alaska	38	33	-	-	-	-	-	-	-												
Hawaii	99	101	12	6	-	-	-	-	-												
Guam	-	46	-	-	-	189	-	-	-												
P.R.	-	98	-	-	557	358	-	-	-												
V.I.	-	-	-	-	-	-	-	-	-												
Amer. Samoa	U	U	U	U	U	U	U	U	-												
C.N.M.I.	-	U	-	U	-	U	-	U	-												

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting year 2005 are provisional and cumulative (year-to-date).

§ Updated weekly from reports to the Division of Vector-Borne Infectious Diseases, National Center for Infectious Diseases 
(ArboNet Surveillance).

† Not previously notifiable.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


