
TABLE IV.  Provisional cases of selected notifiable diseases, United States,  quarter ending April 3, 2010 (WEEK 13)

column labels in same order that data fields appears in each record below:
Reporting Area
AIDS * current quarter
AIDS * previous 4 quarters median 
AIDS * previous 4 quarters maximum 
AIDS * cummulative for 2010
AIDS * cummulative for 2009
HIV/AIDS * current quarter
HIV/AIDS * previous 4 quarters median 
HIV/AIDS * previous 4 quarters maximum 
HIV/AIDS * cummulative for 2010
HIV/AIDS * cummulative for 2009
Tuberculosis † current quarter
Tuberculosis † previous 4 quarters median 
Tuberculosis † previous 4 quarters maximum 
Tuberculosis † cummulative for 2010
Tuberculosis † cummulative for 2009

tab delimited data:
test
UNITED STATES	-	-	-	-	-	-	-	-	-	-	696	696	3,228	696	2,302						
NEW ENGLAND	-	-	-	-	-	-	-	-	-	-	43	43	109	43	91						
Conn.	-	-	-	-	-	-	-	-	-	-	17	17	27	17	19						
Maine	-	-	-	-	-	-	-	-	-	-	-	-	4	-	3						
Mass.	-	-	-	-	-	-	-	-	-	-	21	21	69	21	59						
N.H.	-	-	-	-	-	-	-	-	-	-	2	2	6	2	3						
R.I.	-	-	-	-	-	-	-	-	-	-	3	3	8	3	7						
Vt.	-	-	-	-	-	-	-	-	-	-	-	-	3	-	-						
MID. ATLANTIC	-	-	-	-	-	-	-	-	-	-	138	138	469	138	356						
N.J.	-	-	-	-	-	-	-	-	-	-	38	38	139	38	68						
N.Y. (Upstate)	-	-	-	-	-	-	-	-	-	-	28	28	64	28	73						
N.Y. City	-	-	-	-	-	-	-	-	-	-	64	64	201	64	178						
Pa.	-	-	-	-	-	-	-	-	-	-	8	8	79	8	37						
E.N. CENTRAL	-	-	-	-	-	-	-	-	-	-	66	66	293	66	181						
Ill.	-	-	-	-	-	-	-	-	-	-	42	42	175	42	67						
Ind.	-	-	-	-	-	-	-	-	-	-	13	13	37	13	26						
Mich.	-	-	-	-	-	-	-	-	-	-	-	-	42	-	35						
Ohio	-	-	-	-	-	-	-	-	-	-	-	-	57	-	32						
Wis.	-	-	-	-	-	-	-	-	-	-	11	11	23	11	21						
W.N. CENTRAL	-	-	-	-	-	-	-	-	-	-	21	21	116	21	84						
Iowa	-	-	-	-	-	-	-	-	-	-	-	-	13	-	10						
Kans.	-	-	-	-	-	-	-	-	-	-	-	-	23	-	19						
Minn.	-	-	-	-	-	-	-	-	-	-	13	13	57	13	32						
Mo.	-	-	-	-	-	-	-	-	-	-	-	-	27	-	13						
Nebr.	-	-	-	-	-	-	-	-	-	-	2	2	14	2	6						
N. Dak.	-	-	-	-	-	-	-	-	-	-	-	-	2	-	1						
S. Dak.	-	-	-	-	-	-	-	-	-	-	6	5	6	6	3						
S. ATLANTIC	-	-	-	-	-	-	-	-	-	-	194	194	622	194	468						
Del.	-	-	-	-	-	-	-	-	-	-	-	-	8	-	5						
D.C.	-	-	-	-	-	-	-	-	-	-	6	6	13	6	12						
Fla.	-	-	-	-	-	-	-	-	-	-	78	78	243	78	212						
Ga.	-	-	-	-	-	-	-	-	-	-	40	40	118	40	99						
Md.	-	-	-	-	-	-	-	-	-	-	45	45	76	45	31						
N.C.	-	-	-	-	-	-	-	-	-	-	-	-	73	-	41						
S.C.	-	-	-	-	-	-	-	-	-	-	2	2	51	2	31						
Va.	-	-	-	-	-	-	-	-	-	-	20	20	101	20	34						
W. Va.	-	-	-	-	-	-	-	-	-	-	3	3	8	3	3						
E.S. CENTRAL	-	-	-	-	-	-	-	-	-	-	100	100	176	100	76						
Ala.	-	-	-	-	-	-	-	-	-	-	43	42	49	43	34						
Ky.	-	-	-	-	-	-	-	-	-	-	-	-	45	-	1						
Miss.	-	-	-	-	-	-	-	-	-	-	18	18	38	18	15						
Tenn.	-	-	-	-	-	-	-	-	-	-	39	39	67	39	26						
W.S. CENTRAL	-	-	-	-	-	-	-	-	-	-	23	23	546	23	384						
Ark.	-	-	-	-	-	-	-	-	-	-	11	11	30	11	16						
La.	-	-	-	-	-	-	-	-	-	-	-	-	85	-	-						
Okla.	-	-	-	-	-	-	-	-	-	-	12	12	37	12	5						
Tex.	-	-	-	-	-	-	-	-	-	-	-	-	394	-	363						
MOUNTAIN	-	-	-	-	-	-	-	-	-	-	20	20	164	20	72						
Ariz.	-	-	-	-	-	-	-	-	-	-	1	1	81	1	15						
Colo.	-	-	-	-	-	-	-	-	-	-	8	8	27	8	13						
Idaho	-	-	-	-	-	-	-	-	-	-	-	-	6	-	3						
Mont.	-	-	-	-	-	-	-	-	-	-	-	-	4	-	1						
Nev.	-	-	-	-	-	-	-	-	-	-	-	-	41	-	18						
N. Mex.	-	-	-	-	-	-	-	-	-	-	7	7	15	7	11						
Utah	-	-	-	-	-	-	-	-	-	-	4	4	11	4	9						
