
TABLE II. (Part 3)  Provisional cases of selected notifiable diseases, United States, week ending September 15, 2007 (WEEK 37)*

column labels in same order that data fields appears in each record below:
Reporting Area
Hepatitis (Viral Acute), Type A† current week
Hepatitis (Viral Acute), Type A† previous 52 weeks median 
Hepatitis (Viral Acute), Type A† previous 52 weeks maximum 
Hepatitis (Viral Acute), Type A† cummulative for 2007
Hepatitis (Viral Acute), Type A† cummulative for 2006
Hepatitis (Viral Acute), Type B† current week
Hepatitis (Viral Acute), Type B† previous 52 weeks median 
Hepatitis (Viral Acute), Type B† previous 52 weeks maximum 
Hepatitis (Viral Acute), Type B† cummulative for 2007
Hepatitis (Viral Acute), Type B† cummulative for 2006
Legionellosis current week
Legionellosis previous 52 weeks median 
Legionellosis previous 52 weeks maximum 
Legionellosis cummulative for 2007
Legionellosis cummulative for 2006

tab delimited data:
test
UNITED STATES	41	52	201	1,879	2,498	33	77	405	2,698	3,082	38	44	109	1,464	1,722						
NEW ENGLAND	1	2	6	75	144	-	2	5	49	86	1	2	13	82	110						
Conn.	1	0	3	13	31	-	0	5	23	34	1	0	9	27	19						
Maine	-	0	1	2	8	-	0	2	5	17	-	0	1	3	7						
Mass.	-	1	4	34	70	-	0	1	4	17	-	0	3	14	59						
N.H.	-	0	3	10	21	-	0	1	5	8	-	0	2	5	9						
R.I.	-	0	2	8	8	-	0	3	11	8	-	0	6	26	12						
Vt.	-	0	1	8	6	-	0	1	1	2	-	0	2	7	4						
MID. ATLANTIC	3	8	20	281	267	6	9	21	312	377	18	13	55	456	579						
N.J.	-	2	5	65	80	-	2	8	60	122	-	1	10	46	80						
N.Y. (Upstate)	3	1	11	52	60	4	1	13	63	46	15	4	30	140	194						
N.Y. City	-	2	10	101	82	-	2	6	64	88	-	2	24	63	107						
Pa.	-	2	5	63	45	2	3	8	125	121	3	5	21	207	198						
E.N. CENTRAL	6	6	13	201	249	10	9	23	306	363	7	10	25	331	400						
Ill.	-	2	6	70	74	-	2	6	84	103	-	2	8	56	87						
Ind.	2	0	7	17	17	8	0	21	37	38	-	1	6	27	32						
Mich.	2	2	8	54	80	2	2	8	77	105	1	3	10	95	91						
Ohio	2	1	4	53	44	-	3	7	96	91	6	3	17	145	158						
Wis.	-	0	3	7	34	-	0	3	12	26	-	0	3	8	32						
W.N. CENTRAL	1	2	18	109	100	-	2	15	83	106	-	1	8	53	57						
Iowa	-	0	4	26	8	-	0	3	14	17	-	0	1	6	10						
Kans.	-	0	1	3	24	-	0	2	7	9	-	0	1	2	7						
Minn.	-	0	17	49	9	-	0	13	16	13	-	0	6	15	11						
Mo.	-	0	2	16	37	-	0	5	33	51	-	0	2	20	17						
Nebr.	1	0	2	10	13	-	0	3	9	11	-	0	1	7	8						
N. Dak.	-	0	3	-	-	-	0	1	-	-	-	0	1	-	-						
S. Dak.	-	0	1	5	9	-	0	1	4	5	-	0	1	3	4						
S. ATLANTIC	6	10	27	357	373	6	20	56	688	871	8	7	25	252	306						
Del.	-	0	1	4	11	-	0	3	14	35	-	0	2	6	8						
D.C.	-	0	5	14	5	-	0	2	1	5	-	0	4	1	16						
Fla.	4	3	11	110	145	3	7	14	246	294	5	2	9	104	120						
Ga.	-	1	4	51	43	2	3	7	77	154	1	0	2	15	22						
Md.	2	1	6	58	44	1	2	7	80	120	1	2	8	49	57						
N.C.	-	0	11	37	61	-	0	16	95	115	-	1	4	31	28						
S.C.	-	0	4	14	19	-	1	5	43	63	-	0	2	12	3						
Va.	-	1	5	62	40	-	2	8	95	42	-	1	4	28	44						
W. Va.	-	0	2	7	5	-	0	23	37	43	1	0	4	6	8						
E.S. CENTRAL	-	2	5	75	94	-	6	17	237	235	-	2	7	67	62						
Ala.	-	0	3	13	11	-	2	10	84	68	-	0	1	7	8						
Ky.	-	0	2	15	29	-	1	7	46	52	-	1	6	35	19						
Miss.	-	0	4	7	5	-	0	8	17	9	-	0	1	-	3						
Tenn.	-	1	5	40	49	-	3	8	90	106	-	1	4	25	32						
W.S. CENTRAL	8	5	43	134	257	6	18	169	554	588	-	2	16	69	53						
Ark.	-	0	2	8	43	1	1	7	47	49	-	0	3	5	4						
La.	-	0	3	19	23	-	1	4	51	46	-	0	1	3	10						
Okla.	8	0	3	11	4	3	1	24	30	27	-	0	6	5	1						
Tex.	-	3	39	96	187	2	14	135	426	466	-	1	13	56	38						
MOUNTAIN	5	5	15	173	197	1	3	7	122	102	2	2	8	70	91						
Ariz.	4	3	11	122	109	-	0	3	40	-	2	0	4	22	30						
