
TABLE II. (Part 5)  Provisional cases of selected notifiable diseases, United States, week ending July 14, 2007 (WEEK 28)*

column labels in same order that data fields appears in each record below:
Reporting Area
Pertussis current week
Pertussis previous 52 weeks median 
Pertussis previous 52 weeks maximum 
Pertussis cummulative for 2007
Pertussis cummulative for 2006
Rabies, animal current week
Rabies, animal previous 52 weeks median 
Rabies, animal previous 52 weeks maximum 
Rabies, animal cummulative for 2007
Rabies, animal cummulative for 2006
Rocky Mountain Spotted Fever current week
Rocky Mountain Spotted Fever previous 52 weeks median 
Rocky Mountain Spotted Fever previous 52 weeks maximum 
Rocky Mountain Spotted Fever cummulative for 2007
Rocky Mountain Spotted Fever cummulative for 2006

tab delimited data:
test
UNITED STATES	74	220	1,479	4,099	7,080	71	96	171	2,322	2,707	62	29	211	691	837						
NEW ENGLAND	-	32	77	587	825	8	12	22	299	195	-	0	10	-	8						
Conn.	-	2	10	18	40	2	5	14	120	80	-	0	0	-	-						
Maine	-	2	15	37	25	-	2	8	39	47	N	0	1	N	N						
Mass.	-	22	46	476	528	-	0	0	-	-	-	0	1	-	7						
N.H.	-	2	9	32	129	-	1	4	20	17	-	0	0	-	1						
R.I.	-	0	31	4	25	-	0	3	18	15	-	0	9	-	-						
Vt.	-	1	9	20	78	6	2	13	102	36	-	0	0	-	-						
MID. ATLANTIC	20	32	155	608	881	-	13	44	420	239	-	1	6	26	37						
N.J.	-	3	16	63	163	-	0	0	-	-	-	0	4	1	20						
N.Y. (Upstate)	12	18	146	329	339	-	-	-	-	-	-	0	1	1	-						
N.Y. City	-	2	6	51	47	-	1	5	28	8	-	0	3	11	9						
Pa.	8	8	20	165	332	-	12	44	392	231	-	0	3	13	8						
E.N. CENTRAL	6	41	80	806	1,036	4	2	18	88	55	-	0	9	8	32						
Ill.	-	7	23	78	266	-	1	7	26	12	-	0	4	1	16						
Ind.	-	2	45	30	110	-	0	2	6	4	-	0	1	2	3						
Mich.	-	9	39	127	214	-	0	5	21	24	-	0	1	2	1						
Ohio	6	15	54	418	317	4	0	12	35	15	-	0	4	3	11						
Wis.	-	4	24	153	129	-	0	0	-	-	-	0	0	-	1						
