
TABLE II. (Part 6)  Provisional cases of selected notifiable diseases, United States, week ending January 29, 2011 (WEEK 04)*

column labels in same order that data fields appears in each record below:
Reporting Area
Legionellosis current week
Legionellosis previous 52 weeks median 
Legionellosis previous 52 weeks maximum 
Legionellosis cummulative for 2011
Legionellosis cummulative for 2010
Lyme disease current week
Lyme disease previous 52 weeks median 
Lyme disease previous 52 weeks maximum 
Lyme disease cummulative for 2011
Lyme disease cummulative for 2010
Malaria current week
Malaria previous 52 weeks median 
Malaria previous 52 weeks maximum 
Malaria cummulative for 2011
Malaria cummulative for 2010

tab delimited data:
test
UNITED STATES	19	53	116	102	175	42	397	1,671	249	1,020	12	26	80	53	89						
NEW ENGLAND	-	4	15	1	9	-	126	504	6	310	-	1	5	1	6						
Conn.	-	1	6	-	2	-	47	213	-	146	-	0	1	-	-						
Maine	-	0	4	-	-	-	11	65	-	2	-	0	1	-	-						
Mass.	-	2	10	-	4	-	41	223	-	103	-	1	4	-	6						
N.H.	-	0	5	-	1	-	24	68	4	50	-	0	2	-	-						
R.I.	-	0	4	-	1	-	1	40	-	-	-	0	1	-	-						
Vt.	-	0	2	1	1	-	4	27	2	9	-	0	1	1	-						
MID. ATLANTIC	5	14	47	24	38	28	172	736	167	475	2	7	17	11	28						
N.J.	-	1	11	-	6	-	49	220	-	133	-	0	1	-	-						
N.Y. (Upstate)	4	5	19	9	11	11	38	200	19	35	1	1	6	2	5						
N.Y. City	-	2	17	5	7	-	2	7	-	12	-	4	14	7	15						
Pa.	1	6	18	10	14	17	86	386	148	295	1	1	3	2	8						
E.N. CENTRAL	4	12	44	22	35	-	26	324	2	42	1	2	9	6	8						
Ill.	-	2	15	-	6	-	1	17	-	2	-	0	7	-	4						
Ind.	-	2	7	3	3	-	1	7	-	4	-	0	2	-	-						
Mich.	-	2	20	5	8	-	1	13	-	-	-	0	4	-	2						
Ohio	4	4	15	14	15	-	0	9	1	3	1	1	5	5	2						
Wis.	-	1	11	-	3	-	21	297	1	33	-	0	1	1	-						
W.N. CENTRAL	-	2	9	1	1	-	1	11	-	1	-	1	4	-	8						
Iowa	-	0	2	-	-	-	0	10	-	1	-	0	2	-	2						
Kans.	-	0	2	-	-	-	0	1	-	-	-	0	2	-	1						
Minn.	-	0	8	-	-	-	0	0	-	-	-	0	3	-	-						
Mo.	-	0	4	1	1	-	0	1	-	-	-	0	3	-	2						
Nebr.	-	0	2	-	-	-	0	2	-	-	-	0	2	-	3						
N. Dak.	-	0	1	-	-	-	0	5	-	-	-	0	1	-	-						
S. Dak.	-	0	2	-	-	-	0	1	-	-	-	0	2	-	-						
S. ATLANTIC	1	9	28	14	36	14	57	174	68	175	3	7	44	22	29						
Del.	-	0	3	-	3	1	10	32	17	45	-	0	1	-	-						
D.C.	-	0	4	-	-	-	0	4	-	-	-	0	2	-	-						
Fla.	1	3	9	8	12	3	2	10	4	4	2	2	7	8	13						
Ga.	-	1	4	-	4	-	0	2	-	1	-	0	6	2	2						
Md.	-	2	6	3	10	6	24	105	22	80	-	1	24	6	7						
N.C.	-	0	7	1	2	3	1	9	3	4	1	0	13	1	2						
S.C.	-	0	2	-	-	-	0	3	-	1	-	0	1	-	-						
Va.	-	1	10	2	4	1	18	77	22	39	-	1	5	5	5						
W. Va.	-	0	3	-	1	-	0	29	-	1	-	0	1	-	-						
