
TABLE II. (Part 7)  Provisional cases of selected notifiable diseases, United States, week ending February 16, 2002 (WEEK 07)*

column labels in same order that data fields appears in each record below:
Reporting Area
Shigellosis cummulative for 2002
Shigellosis cummulative for 2001
Streptococcal Disease, Invasive, Group A cummulative for 2002
Streptococcal Disease, Invasive, Group A cummulative for 2001
Streptococcus pneumoniae, Drug Resistant, Invasive cummulative for 2002
Streptococcus pneumoniae, Drug Resistant, Invasive cummulative for 2001
Streptococcus pneumoniae, Invasive Disease, Age < 5 Years cummulative for 2002
Streptococcus pneumoniae, Invasive Disease, Age < 5 Years cummulative for 2001

tab delimited data:
test
UNITED STATES	1,453	1,659	410	528	213	368	5	14													
NEW ENGLAND	28	19	15	18	1	2	1	-													
Maine	2	-	4	5	-	-	-	-													
N.H.	1	-	4	3	-	-	-	-													
Vt.	-	-	1	3	1	2	1	-													
Mass.	22	17	6	7	-	-	-	-													
R.I.	-	-	-	-	-	-	-	-													
Conn.	3	2	-	-	-	-	-	-													
MID. ATLANTIC	49	224	61	111	10	18	1	12													
Upstate N.Y.	6	66	26	27	10	17	1	12													
N.Y. City	27	60	22	45	-	-	-	-													
N.J.	-	59	6	36	-	-	-	-													
Pa.	16	39	7	3	-	1	-	-													
E.N. CENTRAL	202	252	76	139	13	22	2	2													
Ohio	133	60	30	35	-	-	1	-													
Ind.	7	32	1	-	13	22	1	2													
Ill.	37	90	1	47	-	-	-	-													
Mich.	20	51	44	50	-	-	-	-													
Wis.	5	19	-	7	-	-	-	-													
W.N. CENTRAL	150	205	17	36	22	4	-	-													
Minn.	20	97	-	-	-	-	-	-													
Iowa	7	19	-	-	-	-	-	-													
Mo.	17	49	10	19	1	-	-	-													
N. Dak.	-	8	-	2	-	1	-	-													
S. Dak.	91	2	-	2	1	-	-	-													
Nebr.	-	10	-	2	-	1	-	-													
Kans.	15	20	7	11	20	2	-	-													
S. ATLANTIC	629	200	96	66	134	245	1	-													
Del.	2	2	-	-	3	-	-	-													
Md.	52	15	15	8	-	-	-	-													
D.C.	3	8	2	-	2	1	1	-													
Va.	154	11	5	21	-	-	-	-													
W. Va.	1	1	-	-	3	6	-	-													
N.C.	37	45	23	13	-	-	-	-													
S.C.	7	12	2	1	21	40	-	-													
Ga.	313	45	37	12	45	90	-	-													
Fla.	60	61	12	11	60	108	-	-													
E.S. CENTRAL	96	112	13	11	23	45	-	-													
Ky.	18	41	1	4	1	5	-	-													
Tenn.	9	12	12	7	22	39	-	-													
Ala.	36	23	-	-	-	1	-	-													
Miss.	33	36	-	-	-	-	-	-													
W.S. CENTRAL	45	295	7	73	2	22	-	-													
Ark.	16	29	-	-	2	6	-	-													
La.	-	30	-	-	-	16	-	-													
Okla.	28	1	6	6	-	-	-	-													
Tex.	1	235	1	67	-	-	-	-													
MOUNTAIN	45	82	61	57	8	10	-	-													
Mont.	-	-	-	-	-	-	-	-													
Idaho	2	4	1	1	-	-	-	-													
Wyo.	-	-	1	-	5	-	-	-													
Colo.	15	16	41	35	-	-	-	-													
N. Mex.	3	19	18	15	3	10	-	-													
Ariz.	13	36	-	5	-	-	-	-													
Utah	5	2	-	1	-	-	-	-													
Nev.	7	5	-	-	-	-	-	-													
PACIFIC	209	270	64	17	-	-	-	-													
Wash.	2	24	16	-	-	-	-	-													
Oreg.	20	-	-	-	-	-	-	-													
Calif.	179	243	39	10	-	-	-	-													
Alaska	1	-	-	-	-	-	-	-													
Hawaii	7	3	9	7	-	-	-	-													
Guam	-	-	-	-	-	-	-	-													
P.R.	-	2	-	-	-	-	-	-													
V.I.	-	-	-	-	-	-	-	-													
Amer. Samoa	U	U	U	U	-	-	U	U													
C.N.M.I.	-	U	-	U	-	-	-	U													

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 2001 and 2002 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


