
TABLE II. (Part 9)  Provisional cases of selected notifiable diseases, United States, week ending November 3, 2012 (WEEK 44)*

column labels in same order that data fields appears in each record below:
Reporting Area
Shigellosis current week
Shigellosis previous 52 weeks median 
Shigellosis previous 52 weeks maximum 
Shigellosis cummulative for 2012
Shigellosis cummulative for 2011
Spotted Fever Rickettsiosis (including RMSF) † Confirmed current week
Spotted Fever Rickettsiosis (including RMSF) † Confirmed previous 52 weeks median 
Spotted Fever Rickettsiosis (including RMSF) † Confirmed previous 52 weeks maximum 
Spotted Fever Rickettsiosis (including RMSF) † Confirmed cummulative for 2012
Spotted Fever Rickettsiosis (including RMSF) † Confirmed cummulative for 2011
Spotted Fever Rickettsiosis (including RMSF) † Probable current week
Spotted Fever Rickettsiosis (including RMSF) † Probable previous 52 weeks median 
Spotted Fever Rickettsiosis (including RMSF) † Probable previous 52 weeks maximum 
Spotted Fever Rickettsiosis (including RMSF) † Probable cummulative for 2012
Spotted Fever Rickettsiosis (including RMSF) † Probable cummulative for 2011

tab delimited data:
test
UNITED STATES	187	277	426	11,451	10,684	-	3	10	155	209	15	61	350	3,474	1,994						
NEW ENGLAND	-	3	13	140	238	-	0	1	1	2	-	0	3	18	7						
Conn.	-	1	3	28	36	-	0	0	-	-	-	0	0	-	-						
Maine	-	0	8	6	29	-	0	0	-	-	-	0	1	3	-						
Mass.	-	2	6	91	156	-	0	0	-	-	-	0	3	8	4						
N.H.	-	0	1	5	4	-	0	0	-	2	-	0	1	1	1						
R.I.	-	0	5	7	8	-	0	0	-	-	-	0	1	6	2						
Vt.	-	0	1	3	5	-	0	1	1	-	-	0	0	-	-						
MID. ATLANTIC	23	44	89	1,966	901	-	0	2	18	4	-	1	8	58	137						
N.J.	-	20	47	767	246	-	0	0	-	2	-	0	7	1	107						
N.Y. (Upstate)	21	12	41	589	249	-	0	1	3	2	-	0	3	11	6						
N.Y. City	2	13	28	508	302	-	0	0	-	-	-	0	2	15	11						
Pa.	-	2	7	102	104	-	0	2	15	-	-	1	4	31	13						
E.N. CENTRAL	72	24	106	1,844	800	-	0	3	22	8	-	3	14	213	104						
Ill.	-	5	13	202	229	-	0	1	6	-	-	2	11	138	50						
Ind.	-	1	17	135	72	-	0	3	15	3	-	1	6	53	24						
Mich.	-	3	14	157	160	-	0	0	-	-	-	0	1	2	3						
Ohio	72	14	95	1,277	275	-	0	1	1	3	-	0	2	20	18						
Wis.	-	1	11	73	64	-	0	0	-	2	-	0	1	-	9						
W.N. CENTRAL	1	8	32	442	325	-	0	6	17	20	-	5	34	465	264						
Iowa	-	0	10	68	17	-	0	0	-	-	-	0	1	7	6						
Kans.	-	2	9	109	54	-	0	0	-	-	-	0	0	-	-						
Minn.	-	0	4	-	74	-	0	0	-	-	-	0	1	-	10						
