
TABLE II. (Part 5)  Provisional cases of selected notifiable diseases, United States, week ending February 27, 2010 (WEEK 08)*

column labels in same order that data fields appears in each record below:
Reporting Area
Hepatitis (Viral Acute), Type A current week
Hepatitis (Viral Acute), Type A previous 52 weeks median 
Hepatitis (Viral Acute), Type A previous 52 weeks maximum 
Hepatitis (Viral Acute), Type A cummulative for 2010
Hepatitis (Viral Acute), Type A cummulative for 2009
Hepatitis (Viral Acute), Type B current week
Hepatitis (Viral Acute), Type B previous 52 weeks median 
Hepatitis (Viral Acute), Type B previous 52 weeks maximum 
Hepatitis (Viral Acute), Type B cummulative for 2010
Hepatitis (Viral Acute), Type B cummulative for 2009
Hepatitis (Viral Acute), Type C current week
Hepatitis (Viral Acute), Type C previous 52 weeks median 
Hepatitis (Viral Acute), Type C previous 52 weeks maximum 
Hepatitis (Viral Acute), Type C cummulative for 2010
Hepatitis (Viral Acute), Type C cummulative for 2009

tab delimited data:
test
UNITED STATES	17	34	56	173	296	27	59	89	297	567	12	17	38	76	122						
NEW ENGLAND	-	2	5	8	14	-	1	3	4	8	-	1	5	2	9						
Conn.	-	0	2	7	3	-	0	3	3	3	-	1	4	2	6						
Maine	-	0	1	1	1	-	0	2	1	1	-	0	2	-	-						
Mass.	-	1	4	-	9	-	0	2	-	3	-	0	1	-	2						
N.H.	-	0	1	-	1	-	0	1	-	1	-	0	0	-	-						
R.I.	-	0	1	-	-	-	0	0	-	-	-	0	0	-	-						
Vt.	-	0	1	-	-	-	0	0	-	-	-	0	0	-	1						
MID. ATLANTIC	3	4	10	24	41	-	5	16	22	62	2	2	7	9	15						
N.J.	-	0	5	2	14	-	1	6	-	14	-	0	1	-	1						
N.Y. (Upstate)	2	1	3	5	6	-	1	6	6	13	2	1	4	7	5						
N.Y. City	-	2	5	10	11	-	1	5	9	10	-	0	0	-	-						
Pa.	1	1	6	7	10	-	2	6	7	25	-	0	4	2	9						
E.N. CENTRAL	-	4	19	19	51	-	6	14	34	102	4	3	14	14	30						
Ill.	-	2	13	-	20	-	1	6	-	20	-	0	1	-	3						
Ind.	-	0	4	-	3	-	1	5	7	16	-	0	4	-	2						
Mich.	-	1	4	6	12	-	2	6	12	23	3	3	12	13	14						
Ohio	-	0	4	8	10	-	1	5	15	34	1	0	4	1	10						
Wis.	-	0	2	5	6	-	0	4	-	9	-	0	2	-	1						
W.N. CENTRAL	-	2	7	7	13	-	3	10	21	26	-	1	7	4	2						
Iowa	-	0	3	3	-	-	0	3	3	6	-	0	4	-	-						
Kans.	-	0	2	3	1	-	0	2	-	1	-	0	1	-	-						
Minn.	-	0	4	-	2	-	0	9	-	2	-	0	6	-	-						
Mo.	-	0	3	1	6	-	2	5	14	11	-	0	2	3	1						
Nebr.	-	0	3	-	4	-	0	2	4	5	-	0	1	-	1						
N. Dak.	-	0	1	-	-	-	0	0	-	-	-	0	1	-	-						
S. Dak.	-	0	1	-	-	-	0	1	-	1	-	0	1	1	-						
S. ATLANTIC	6	8	14	39	64	18	15	32	105	178	2	3	12	15	22						
Del.	-	0	1	1	-	U	0	0	U	U	U	0	0	U	U						
D.C.	U	0	0	U	U	U	0	0	U	U	U	0	0	U	U						
Fla.	3	3	9	21	35	7	5	13	49	51	1	1	4	8	2						
Ga.	1	1	3	6	10	1	3	7	27	33	-	0	3	1	5						
Md.	1	0	3	2	7	5	1	4	9	24	-	1	3	3	4						
N.C.	-	0	7	-	6	-	0	19	2	55	-	0	10	-	4						
S.C.	-	1	4	6	3	2	1	4	4	1	-	0	1	-	-						
Va.	1	1	3	3	3	1	1	7	8	11	-	0	2	2	4						
W. Va.	-	0	2	-	-	2	0	19	6	3	1	0	2	1	3						
E.S. CENTRAL	-	1	3	5	8	1	7	13	46	61	1	2	5	15	18						
Ala.	-	0	2	2	1	-	1	5	12	19	-	0	2	1	1						
Ky.	-	0	2	1	1	1	2	6	19	10	1	1	5	13	10						
Miss.	-	0	1	-	3	-	0	2	-	4	-	0	0	-	-						
Tenn.	-	0	2	2	3	-	3	6	15	28	-	0	3	1	7						
W.S. CENTRAL	4	3	14	14	28	2	9	18	17	63	-	1	6	3	5						
Ark.	-	0	1	-	3	-	1	4	-	4	-	0	1	-	1						
La.	-	0	1	-	1	-	0	4	-	9	-	0	1	-	-						
Okla.	1	0	3	1	1	-	2	8	3	9	-	0	4	1	-						
