
TABLE II. (Part 9)  Provisional cases of selected notifiable diseases, United States, week ending October 22, 2011 (WEEK 42)*

column labels in same order that data fields appears in each record below:
Reporting Area
Shigellosis current week
Shigellosis previous 52 weeks median 
Shigellosis previous 52 weeks maximum 
Shigellosis cummulative for 2011
Shigellosis cummulative for 2010
Spotted Fever Rickettsiosis (including RMSF) † Confirmed current week
Spotted Fever Rickettsiosis (including RMSF) † Confirmed previous 52 weeks median 
Spotted Fever Rickettsiosis (including RMSF) † Confirmed previous 52 weeks maximum 
Spotted Fever Rickettsiosis (including RMSF) † Confirmed cummulative for 2011
Spotted Fever Rickettsiosis (including RMSF) † Confirmed cummulative for 2010
Spotted Fever Rickettsiosis (including RMSF) † Probable current week
Spotted Fever Rickettsiosis (including RMSF) † Probable previous 52 weeks median 
Spotted Fever Rickettsiosis (including RMSF) † Probable previous 52 weeks maximum 
Spotted Fever Rickettsiosis (including RMSF) † Probable cummulative for 2011
Spotted Fever Rickettsiosis (including RMSF) † Probable cummulative for 2010

tab delimited data:
test
UNITED STATES	174	231	742	8,908	11,518	1	3	15	165	129	14	21	245	1,576	1,387						
NEW ENGLAND	-	4	30	232	302	-	0	1	1	-	-	0	1	6	4						
Conn.	-	0	29	63	69	-	0	0	-	-	-	0	0	-	-						
Maine	-	0	4	20	6	-	0	0	-	-	-	0	0	-	2						
Mass.	-	2	18	136	201	-	0	0	-	-	-	0	1	4	-						
N.H.	-	0	1	3	14	-	0	1	1	-	-	0	1	1	1						
R.I.	-	0	4	6	11	-	0	0	-	-	-	0	1	1	1						
Vt.	-	0	1	4	1	-	0	0	-	-	-	0	0	-	-						
MID. ATLANTIC	13	15	74	674	1,427	-	0	2	13	2	-	1	4	41	91						
N.J.	-	3	8	97	334	-	0	0	-	1	-	0	2	-	54						
N.Y. (Upstate)	11	3	18	229	193	-	0	1	3	1	-	0	1	7	14						
N.Y. City	1	5	19	247	263	-	0	0	-	-	-	0	3	18	11						
Pa.	1	3	56	101	637	-	0	2	10	-	-	0	3	16	12						
E.N. CENTRAL	8	16	40	619	1,365	-	0	2	7	3	1	1	8	93	75						
Ill.	-	5	12	176	768	-	0	1	1	2	-	0	4	36	34						
Ind.	-	1	4	43	51	-	0	1	2	1	1	0	4	40	20						
Mich.	1	3	10	138	221	-	0	1	1	-	-	0	1	1	1						
Ohio	7	5	27	262	260	-	0	2	3	-	-	0	2	16	14						
Wis.	-	0	4	-	65	-	0	0	-	-	-	0	1	-	6						
W.N. CENTRAL	4	7	33	253	1,882	-	0	6	26	13	1	4	29	325	262						
Iowa	-	0	4	17	46	-	0	0	-	-	-	0	2	5	5						
Kans.	1	1	12	50	242	-	0	0	-	-	-	0	0	-	-						
Minn.	-	0	4	-	54	-	0	0	-	-	-	0	2	-	-						
Mo.	2	4	18	168	1,488	-	0	3	19	10	1	4	29	314	254						
Nebr.	1	0	7	14	45	-	0	3	5	3	-	0	1	5	2						
N. Dak.	-	0	0	-	-	-	0	1	2	-	-	0	0	-	1						
S. Dak.	-	0	2	4	7	-	0	0	-	-	-	0	1	1	-						
S. ATLANTIC	77	68	134	2,993	2,085	1	1	8	89	78	9	6	54	415	423						
Del.	-	0	1	4	37	-	0	1	1	1	1	0	4	18	18						
D.C.	-	0	2	12	27	-	0	1	1	-	-	0	1	1	-						
Fla.	64	43	98	2,127	896	-	0	1	3	3	1	0	2	11	8						
Ga.	10	11	25	467	659	-	0	6	56	56	-	0	0	-	-						
Md.	1	2	7	82	111	-	0	1	2	-	1	0	3	27	42						
N.C.	2	3	36	173	153	-	0	4	12	13	1	0	49	202	216						
S.C.	-	1	3	42	59	1	0	2	11	1	-	0	2	20	18						
Va.	-	2	8	82	117	-	0	1	3	4	4	2	9	132	121						
W. Va.	-	0	66	4	26	-	0	0	-	-	1	0	1	4	-						
E.S. CENTRAL	5	14	29	516	624	-	0	2	8	20	3	5	24	308	379						
Ala.	4	5	13	184	163	-	0	1	3	5	1	1	8	62	75						
Ky.	-	1	6	39	201	-	0	1	1	6	-	0	0	-	-						
Miss.	1	3	10	147	43	-	0	0	-	1	-	0	4	12	21						
Tenn.	-	4	11	146	217	-	0	2	4	8	2	4	19	234	283						
W.S. CENTRAL	45	57	503	2,096	2,199	-	0	8	7	6	-	2	235	355	139						
Ark.	1	2	7	65	55	-	0	2	4	2	-	0	49	305	93						
La.	-	4	21	194	240	-	0	0	-	-	-	0	2	5	2						
Okla.	5	2	161	116	234	-	0	5	2	3	-	0	202	41	22						
Tex.	39	42	338	1,721	1,670	-	0	1	1	1	-	0	5	4	22						
MOUNTAIN	4	16	42	676	681	-	0	5	13	3	-	0	6	33	13						
Ariz.	-	6	27	296	370	-	0	4	12	1	-	0	6	18	1						
Colo.	1	1	8	82	84	-	0	1	-	-	-	0	1	2	1						
Idaho	-	0	3	16	23	-	0	1	1	-	-	0	1	1	5						
Mont.	1	1	15	121	7	-	0	0	-	2	-	0	1	1	1						
Nev.	2	0	4	30	42	-	0	0	-	-	-	0	1	1	-						
N. Mex.	-	3	9	87	115	-	0	0	-	-	-	0	1	1	1						
Utah	-	1	4	42	40	-	0	0	-	-	-	0	1	1	3						
Wyo.	-	0	1	2	-	-	0	0	-	-	-	0	2	8	1						
PACIFIC	18	21	63	849	953	-	0	2	1	4	-	0	0	-	1						
Alaska	-	0	2	5	1	N	0	0	N	N	N	0	0	N	N						
Calif.	11	17	59	690	766	-	0	2	1	4	-	0	0	-	-						
Hawaii	-	1	3	42	40	N	0	0	N	N	N	0	0	N	N						
Oreg.	2	1	4	39	49	-	0	0	-	-	-	0	0	-	1						
Wash.	5	1	7	73	97	-	0	1	-	-	-	0	0	-	-						
