
TABLE II. (Part 2)  Provisional cases of selected notifiable diseases, United States, week ending January 30, 2010 (WEEK 04)*

column labels in same order that data fields appears in each record below:
Reporting Area
Dengue Virus Infection, Dengue Fever† current week
Dengue Virus Infection, Dengue Fever† previous 52 weeks median 
Dengue Virus Infection, Dengue Fever† previous 52 weeks maximum 
Dengue Virus Infection, Dengue Fever† cummulative for 2010
Dengue Virus Infection, Dengue Fever† cummulative for 2009
Dengue Virus Infection, Dengue Hemorrhagic Fever § current week
Dengue Virus Infection, Dengue Hemorrhagic Fever § previous 52 weeks median 
Dengue Virus Infection, Dengue Hemorrhagic Fever § previous 52 weeks maximum 
Dengue Virus Infection, Dengue Hemorrhagic Fever § cummulative for 2010
Dengue Virus Infection, Dengue Hemorrhagic Fever § cummulative for 2009

tab delimited data:
test
UNITED STATES	-	0	0	-	NN	-	0	0	-	NN											
NEW ENGLAND	-	0	0	-	NN	-	0	0	-	NN											
Conn.	-	0	0	-	NN	-	0	0	-	NN											
Maine	-	0	0	-	NN	-	0	0	-	NN											
Mass.	-	0	0	-	NN	-	0	0	-	NN											
N.H.	-	0	0	-	NN	-	0	0	-	NN											
R.I.	-	0	0	-	NN	-	0	0	-	NN											
Vt.	-	0	0	-	NN	-	0	0	-	NN											
MID. ATLANTIC	-	0	0	-	NN	-	0	0	-	NN											
N.J.	-	0	0	-	NN	-	0	0	-	NN											
N.Y. (Upstate)	-	0	0	-	NN	-	0	0	-	NN											
N.Y. City	-	0	0	-	NN	-	0	0	-	NN											
Pa.	-	0	0	-	NN	-	0	0	-	NN											
E.N. CENTRAL	-	0	0	-	NN	-	0	0	-	NN											
Ill.	-	0	0	-	NN	-	0	0	-	NN											
Ind.	-	0	0	-	NN	-	0	0	-	NN											
Mich.	-	0	0	-	NN	-	0	0	-	NN											
Ohio	-	0	0	-	NN	-	0	0	-	NN											
Wis.	-	0	0	-	NN	-	0	0	-	NN											
W.N. CENTRAL	-	0	0	-	NN	-	0	0	-	NN											
Iowa	-	0	0	-	NN	-	0	0	-	NN											
Kans.	-	0	0	-	NN	-	0	0	-	NN											
Minn.	-	0	0	-	NN	-	0	0	-	NN											
Mo.	-	0	0	-	NN	-	0	0	-	NN											
Nebr.	-	0	0	-	NN	-	0	0	-	NN											
N. Dak.	-	0	0	-	NN	-	0	0	-	NN											
S. Dak.	-	0	0	-	NN	-	0	0	-	NN											
S. ATLANTIC	-	0	0	-	NN	-	0	0	-	NN											
Del.	-	0	0	-	NN	-	0	0	-	NN											
D.C.	-	0	0	-	NN	-	0	0	-	NN											
Fla.	-	0	0	-	NN	-	0	0	-	NN											
Ga.	-	0	0	-	NN	-	0	0	-	NN											
Md.	-	0	0	-	NN	-	0	0	-	NN											
N.C.	-	0	0	-	NN	-	0	0	-	NN											
S.C.	-	0	0	-	NN	-	0	0	-	NN											
Va.	-	0	0	-	NN	-	0	0	-	NN											
W. Va.	-	0	0	-	NN	-	0	0	-	NN											
E.S. CENTRAL	-	0	0	-	NN	-	0	0	-	NN											
Ala.	-	0	0	-	NN	-	0	0	-	NN											
Ky.	-	0	0	-	NN	-	0	0	-	NN											
Miss.	-	0	0	-	NN	-	0	0	-	NN											
Tenn.	-	0	0	-	NN	-	0	0	-	NN											
W.S. CENTRAL	-	0	0	-	NN	-	0	0	-	NN											
Ark.	-	0	0	-	NN	-	0	0	-	NN											
La.	-	0	0	-	NN	-	0	0	-	NN											
Okla.	-	0	0	-	NN	-	0	0	-	NN											
Tex.	-	0	0	-	NN	-	0	0	-	NN											
MOUNTAIN	-	0	0	-	NN	-	0	0	-	NN											
Ariz.	-	0	0	-	NN	-	0	0	-	NN											
Colo.	-	0	0	-	NN	-	0	0	-	NN											
Idaho	-	0	0	-	NN	-	0	0	-	NN											
Mont.	-	0	0	-	NN	-	0	0	-	NN											
Nev.	-	0	0	-	NN	-	0	0	-	NN											
N. Mex.	-	0	0	-	NN	-	0	0	-	NN											
Utah	-	0	0	-	NN	-	0	0	-	NN											
Wyo.	-	0	0	-	NN	-	0	0	-	NN											
PACIFIC	-	0	0	-	NN	-	0	0	-	NN											
Alaska	-	0	0	-	NN	-	0	0	-	NN											
Calif.	-	0	0	-	NN	-	0	0	-	NN											
Hawaii	-	0	0	-	NN	-	0	0	-	NN											
Oreg.	-	0	0	-	NN	-	0	0	-	NN											
Wash.	-	0	0	-	NN	-	0	0	-	NN											
Amer. Samoa	-	0	0	-	NN	-	0	0	-	NN											
C.N.M.I.	-	-	-	-	NN	-	-	-	-	NN											
Guam	-	0	0	-	NN	-	0	0	-	NN											
P.R.	-	0	0	-	NN	-	0	0	-	NN											
V.I.	-	0	0	-	NN	-	0	0	-	NN											

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not reportable.
NN: Not Nationally Notifiable
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Case counts for reporting years 2009 and 2010 are provisional and subject to change.
For further information on interpretation of these data, see http://wwwn.cdc.gov/nndss/document/ProvisionalNationaNotifiableDiseasesSurveillanceData20100927.pdf. 
Data for HIV/AIDS, AIDS, and TB, when available, are displayed in Table IV, which appears quarterly.

† Dengue Fever includes cases that meet criteria for Dengue Fever with hemorrhage, other clinical, and unknown case classifications.

§ DHF includes cases that meet criteria for dengue shock syndrome (DSS), a more severe form of DHF.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


