
TABLE II. (Part 5)  Provisional cases of selected notifiable diseases, United States, week ending July 28, 2007 (WEEK 30)*

column labels in same order that data fields appears in each record below:
Reporting Area
Pertussis current week
Pertussis previous 52 weeks median 
Pertussis previous 52 weeks maximum 
Pertussis cummulative for 2007
Pertussis cummulative for 2006
Rabies, animal current week
Rabies, animal previous 52 weeks median 
Rabies, animal previous 52 weeks maximum 
Rabies, animal cummulative for 2007
Rabies, animal cummulative for 2006
Rocky Mountain Spotted Fever current week
Rocky Mountain Spotted Fever previous 52 weeks median 
Rocky Mountain Spotted Fever previous 52 weeks maximum 
Rocky Mountain Spotted Fever cummulative for 2007
Rocky Mountain Spotted Fever cummulative for 2006

tab delimited data:
test
UNITED STATES	96	193	1,479	4,726	7,682	92	92	171	2,531	2,957	29	28	211	781	982						
NEW ENGLAND	7	34	77	686	883	12	12	22	330	213	-	0	10	-	8						
Conn.	-	2	10	26	48	5	5	14	128	86	-	0	0	-	-						
Maine	-	2	15	38	38	-	2	8	45	54	-	0	0	-	-						
Mass.	7	23	46	562	559	-	0	0	-	-	-	0	1	-	7						
N.H.	-	2	9	36	134	4	1	4	29	20	-	0	0	-	1						
R.I.	-	0	31	4	25	-	0	3	21	16	-	0	9	-	-						
Vt.	-	0	9	20	79	3	2	13	107	37	-	0	0	-	-						
MID. ATLANTIC	15	30	155	643	938	-	13	44	420	261	1	1	6	30	48						
N.J.	-	3	16	65	171	-	0	0	-	-	-	0	3	1	25						
N.Y. (Upstate)	10	17	146	347	364	-	-	-	-	-	-	0	1	1	-						
N.Y. City	-	2	6	51	56	-	1	5	28	9	-	0	3	14	11						
Pa.	5	8	20	180	347	-	12	44	392	252	1	0	3	14	12						
E.N. CENTRAL	17	40	80	894	1,135	11	2	18	115	63	-	0	9	12	35						
Ill.	-	6	23	81	279	-	1	7	34	16	-	0	4	4	16						
Ind.	9	2	45	39	129	-	0	2	6	6	-	0	1	2	3						
Mich.	2	8	39	152	250	3	0	5	32	26	-	0	1	2	1						
Ohio	6	15	54	430	339	8	0	12	43	15	-	0	4	4	14						
Wis.	-	5	24	192	138	-	0	0	-	-	-	0	0	-	1						
W.N. CENTRAL	2	16	151	347	756	11	6	17	159	174	2	4	12	109	106						
Iowa	-	4	16	90	193	1	0	7	20	31	-	0	1	4	3						
Kans.	1	3	14	87	154	1	2	8	80	49	1	0	1	2	-						
Minn.	-	0	119	59	111	5	0	4	16	25	-	0	2	1	1						
Mo.	1	3	10	45	196	3	1	6	21	28	1	3	12	94	86						
Nebr.	-	1	4	22	72	-	0	0	-	-	-	0	2	6	16						
N. Dak.	-	0	18	4	13	1	0	6	12	14	-	0	0	-	-						
S. Dak.	-	0	6	40	17	-	0	2	10	27	-	0	1	2	-						
S. ATLANTIC	18	19	163	535	623	46	40	65	1,155	1,365	18	12	67	412	565						
Del.	-	0	2	7	3	-	0	0	-	-	-	0	2	7	14						
D.C.	-	0	2	2	3	-	0	0	-	-	-	0	1	1	-						
Fla.	7	4	18	140	121	-	0	28	73	176	-	0	4	13	8						
Ga.	-	1	5	14	56	23	4	16	120	150	-	0	5	10	30						
Md.	-	2	8	67	92	2	6	12	165	249	1	1	7	31	45						
N.C.	11	1	112	191	109	14	9	21	292	276	14	6	61	261	409						
S.C.	-	2	11	47	90	-	2	11	46	92	2	1	7	31	18						
Va.	-	2	17	56	126	7	13	31	420	362	1	2	12	56	40						
W. Va.	-	0	19	11	23	-	1	8	39	60	-	0	2	2	1						
E.S. CENTRAL	5	5	24	145	190	2	3	11	83	150	6	5	27	137	156						
Ala.	-	1	18	40	38	-	0	8	-	48	2	1	9	35	40						
Ky.	-	0	4	5	41	2	0	4	12	11	-	0	1	3	1						
Miss.	3	0	10	40	19	-	0	0	-	4	-	0	1	2	2						
Tenn.	2	2	7	60	92	-	2	6	71	87	4	3	22	97	113						
W.S. CENTRAL	15	20	226	530	449	2	4	35	64	519	2	1	168	61	41						
Ark.	3	2	17	101	43	2	0	5	19	20	-	0	53	14	28						
La.	-	0	2	11	19	-	0	1	-	2	-	0	1	1	-						
Okla.	-	0	36	3	18	-	0	22	45	45	-	0	108	34	5						
Tex.	12	17	174	415	369	-	0	34	-	452	2	0	7	12	8						
MOUNTAIN	12	27	61	658	1,728	6	3	28	86	90	-	0	4	18	21						
Ariz.	-	6	17	162	363	6	2	10	63	69	-	0	2	-	7						
Colo.	6	6	17	180	549	-	0	0	-	-	-	0	1	1	3						
Idaho	2	1	6	25	47	-	0	24	-	-	-	0	3	3	1						
Mont.	-	1	7	31	79	-	0	2	6	8	-	0	1	1	2						
Nev.	-	0	5	3	54	-	0	2	1	2	-	0	0	-	-						
N. Mex.	-	2	8	25	59	-	0	2	4	6	-	0	1	4	5						
Utah	4	8	47	218	525	-	0	1	6	3	-	0	0	-	-						
Wyo.	-	1	5	14	52	-	0	2	6	2	-	0	2	9	3						
PACIFIC	5	15	547	288	980	2	4	13	119	122	-	0	1	2	2						
Alaska	2	1	8	31	46	-	0	6	34	14	N	0	0	N	N						
Calif.	-	11	225	99	781	2	3	12	80	99	-	0	0	-	-						
Hawaii	-	0	3	13	74	N	0	0	N	N	N	0	0	N	N						
Oreg.	-	1	11	59	79	-	0	4	5	9	-	0	1	2	2						
Wash.	3	0	377	86	-	-	0	0	-	-	N	0	0	N	N						
Amer. Samoa	U	0	0	U	U	U	0	0	U	U	U	0	0	U	U						
C.N.M.I.	U	-	-	U	U	U	-	-	U	U	U	-	-	U	U						
Guam	-	0	7	-	22	-	0	0	-	-	N	0	0	N	N						
P.R.	-	0	1	-	1	-	1	5	27	56	N	0	0	N	N						
V.I.	U	0	0	U	U	U	0	0	U	U	U	0	0	U	U						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not notifiable.
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Incidence data for reporting years 2006 and 2007 are provisional.
Data for HIV/AIDS, AIDS, and TB, when available, are displayed in Table IV, which appears quarterly.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


