
TABLE II. (Part 1)  Provisional cases of selected notifiable diseases, United States, week ending September 20, 1997 (WEEK 38)*

column labels in same order that data fields appears in each record below:
Reporting Area
AIDS § cummulative for 1997*
AIDS § cummulative for 1996
Chlamydia† cummulative for 1997
Chlamydia† cummulative for 1996
Escherichia coli O157:H7 NETSS cummulative for 1997
Escherichia coli O157:H7 PHLIS cummulative for 1997
Gonorrhea cummulative for 1997
Gonorrhea cummulative for 1996
Hepatitis C/NA,NB cummulative for 1997
Hepatitis C/NA,NB cummulative for 1996

tab delimited data:
test
UNITED STATES	39,488	49,162	315,167	309,921	1,636	1,041	198,331	228,176	2,279	2,534											
NEW ENGLAND	1,740	1,980	12,605	12,465	144	78	4,218	4,686	47	71											
Maine	42	32	701	674	15	-	41	45	-	-											
N.H.	26	66	554	535	8	12	72	121	8	7											
Vt.	30	14	293	279	7	2	39	42	2	18											
Mass.	604	995	5,220	4,943	76	58	1,567	1,582	30	40											
R.I.	113	128	1,443	1,423	7	-	330	381	7	6											
Conn.	925	745	4,394	4,611	31	6	2,169	2,515	-	-											
MID. ATLANTIC	12,364	13,742	44,044	45,099	97	34	26,691	29,978	249	204											
Upstate N.Y.	1,935	1,805	N	N	67	-	4,280	5,349	186	161											
N.Y. City	6,469	7,840	22,538	22,890	8	6	10,145	10,688	-	3											
N.J.	2,526	2,508	6,568	9,075	22	16	5,096	6,428	-	-											
Pa.	1,434	1,589	14,938	13,134	N	12	7,170	7,513	63	40											
E.N. CENTRAL	2,905	3,977	42,237	62,289	311	193	27,027	42,526	400	356											
Ohio	626	835	8,256	15,095	75	38	5,728	10,949	14	26											
Ind.	411	463	6,661	6,755	54	31	4,408	4,491	10	8											
Ill.	1,186	1,799	7,714	17,801	56	-	3,763	12,616	65	71											
Mich.	499	682	13,150	14,848	126	87	10,293	10,903	311	251											
Wis.	183	198	6,456	7,790	N	37	2,835	3,567	-	-											
W.N. CENTRAL	729	1,155	17,269	22,633	361	294	8,084	10,958	115	71											
Minn.	138	188	U	3,560	155	151	U	1,610	3	1											
Iowa	79	70	3,091	2,878	92	56	806	741	24	33											
Mo.	318	619	8,448	9,194	37	47	5,328	6,203	74	18											
N. Dak.	11	11	546	651	10	8	37	24	2	-											
S. Dak.	7	10	865	1,068	24	24	94	134	-	-											
Nebr.	72	74	1,658	2,036	27	-	657	770	2	6											
Kans.	104	183	2,661	3,246	16	8	1,162	1,476	10	13											
S. ATLANTIC	9,404	11,957	66,080	35,725	154	113	64,726	67,476	209	141											
Del.	175	230	1,276	1,148	4	4	876	1,066	-	1											
Md.	1,167	1,564	5,228	U	16	6	9,516	8,042	11	2											
D.C.	657	871	N	N	2	-	3,187	3,209	-	-											
Va.	769	800	8,426	8,067	N	38	5,922	6,789	22	12											
W. Va.	79	87	2,138	1,559	N	1	682	558	13	9											
N.C.	598	606	13,425	U	51	30	13,148	13,396	40	36											
S.C.	545	625	9,152	U	8	7	8,464	8,275	32	21											
Ga.	1,156	1,642	9,270	8,109	34	-	10,566	13,317	U	-											
Fla.	4,258	5,532	17,165	16,842	38	27	12,365	12,824	91	60											
E.S. CENTRAL	1,370	1,662	23,970	22,234	74	32	23,924	23,669	254	428											
Ky.	234	307	4,680	4,868	23	-	2,974	3,036	11	27											
Tenn.	576	605	9,232	9,685	37	32	7,904	8,558	180	319											
Ala.	333	469	6,102	6,127	11	-	8,549	9,770	7	3											
Miss.	227	281	3,956	1,554	3	-	4,497	2,305	56	79											
W.S. CENTRAL	4,187	5,024	40,869	38,750	56	11	26,374	27,138	332	283											
Ark.	160	205	965	1,317	9	1	2,068	3,013	2	8											
La.	716	1,077	6,833	5,352	6	3	6,506	5,623	161	158											
Okla.	215	191	5,490	5,551	7	4	3,616	3,553	7	1											
Tex.	3,096	3,551	27,581	26,530	34	3	14,184	14,949	162	116											
MOUNTAIN	1,114	1,416	17,138	18,649	195	102	5,764	5,656	327	436											
Mont.	33	33	745	909	21	-	34	24	19	13											
Idaho	37	31	1,043	1,130	24	13	83	81	43	92											
Wyo.	13	5	427	449	15	-	42	32	150	136											
Colo.	278	404	1,896	1,889	71	51	1,383	1,138	27	43											
N. Mex.	112	116	2,359	2,874	7	5	945	606	48	63											
Ariz.	273	373	7,723	8,082	N	23	2,574	2,789	24	52											
Utah	88	142	1,184	1,148	47	-	186	227	3	19											
Nev.	280	312	1,761	2,168	10	10	517	759	13	18											
PACIFIC	5,675	8,248	50,955	52,077	244	184	11,523	16,089	346	544											
Wash.	457	538	6,555	6,996	65	54	1,402	1,523	21	43											
Oreg.	222	338	3,526	4,048	61	67	539	632	3	6											
Calif.	4,918	7,208	38,626	38,907	107	56	8,958	13,291	207	342											
Alaska	36	23	1,087	874	11	1	280	315	-	3											
Hawaii	42	141	1,161	1,252	N	6	344	328	115	150											
Guam	2	4	31	274	N	-	3	46	-	6											
P.R.	1,382	1,511	U	U	32	U	441	493	96	127											
V.I.	75	17	N	N	N	U	-	-	-	-											
Amer. Samoa	-	-	-	-	N	U	-	-	-	-											
C.N.M.I.	1	-	N	N	N	U	17	11	2	-											

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 1996 and 1997 are provisional and cumulative (year-to-date).

† Chlamydia refers to genital infections caused by Chlamydia trachomatis.

§ Updated monthly from reports to the Division of HIV/AIDS Prevention, National Center for HIV, STD, and TB Prevention. 


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


