
TABLE II. (Part 6)  Provisional cases of selected notifiable diseases, United States, week ending February 11, 2006 (WEEK 06)*

column labels in same order that data fields appears in each record below:
Reporting Area
Rabies, animal current week
Rabies, animal previous 52 weeks median 
Rabies, animal previous 52 weeks maximum 
Rabies, animal cummulative for 2006
Rabies, animal cummulative for 2005
Rocky Mountain Spotted Fever current week
Rocky Mountain Spotted Fever previous 52 weeks median 
Rocky Mountain Spotted Fever previous 52 weeks maximum 
Rocky Mountain Spotted Fever cummulative for 2006
Rocky Mountain Spotted Fever cummulative for 2005
Salmonellosis current week
Salmonellosis previous 52 weeks median 
Salmonellosis previous 52 weeks maximum 
Salmonellosis cummulative for 2006
Salmonellosis cummulative for 2005

tab delimited data:
test
UNITED STATES	24	105	160	209	644	4	34	98	157	52	205	858	1,449	2,342	2,586						
NEW ENGLAND	6	13	33	38	69	-	0	1	-	-	5	40	76	106	109						
Conn.	3	3	13	8	10	-	0	0	-	-	-	9	25	25	22						
Maine	1	1	4	4	4	N	0	0	N	N	-	3	8	1	7						
Mass.	2	5	22	22	46	-	0	1	-	-	4	20	38	67	67						
N.H.	-	0	3	1	2	-	0	1	-	-	1	2	12	7	6						
R.I.	-	0	4	1	-	-	0	1	-	-	-	0	15	4	-						
Vt.	-	1	7	2	7	-	0	0	-	-	-	1	10	2	7						
MID. ATLANTIC	10	18	40	61	56	-	2	8	-	3	19	94	184	218	296						
N.J.	N	0	0	N	N	-	0	6	-	1	-	16	45	-	64						
N.Y. (Upstate)	10	12	24	40	21	-	0	2	-	-	15	22	129	46	41						
N.Y. City	-	0	3	-	4	-	0	2	-	1	-	24	43	66	93						
Pa.	-	7	22	21	31	-	1	6	-	1	4	30	61	106	98						
E.N. CENTRAL	-	3	19	2	4	-	0	3	-	1	34	93	243	232	311						
Ill.	-	1	4	-	1	-	0	1	-	-	-	29	160	13	86						
Ind.	-	0	3	-	1	-	0	1	-	-	8	10	71	30	11						
Mich.	-	0	4	1	1	-	0	1	-	-	2	17	35	49	70						
Ohio	-	0	13	1	1	-	0	3	-	1	24	22	52	101	76						
Wis.	-	0	3	-	-	-	0	1	-	-	-	15	45	39	68						
W.N. CENTRAL	2	7	23	9	26	-	1	16	1	3	19	43	91	149	156						
Iowa	-	1	10	2	4	-	0	2	-	-	-	7	18	13	37						
Kans.	-	1	5	3	4	-	0	2	-	-	5	7	17	21	14						
Minn.	1	1	5	1	9	-	0	1	-	-	9	10	31	35	32						
Mo.	1	1	7	1	4	-	1	14	1	3	4	14	40	62	47						
Nebr.	-	0	0	-	-	-	0	2	-	-	1	2	8	11	15						
N. Dak.	-	0	4	2	-	-	0	0	-	-	-	0	5	-	2						
S. Dak.	-	1	6	-	5	-	0	2	-	-	-	2	11	7	9						
S. ATLANTIC	5	30	49	65	383	4	16	94	155	40	74	251	511	787	713						
Del.	-	0	0	-	-	-	0	2	-	-	-	2	9	5	6						
D.C.	-	0	0	-	-	-	0	1	-	-	2	1	7	7	-						
Fla.	4	0	14	18	201	1	0	1	2	2	54	99	230	353	292						
Ga.	1	5	9	1	25	3	1	9	14	-	18	32	76	144	103						
Md.	-	6	16	5	32	-	2	7	4	1	-	14	39	51	61						
N.C.	-	9	19	21	47	-	5	87	133	35	-	28	114	183	133						
S.C.	-	0	1	-	4	-	1	6	2	2	-	21	146	28	58						
