
TABLE II. (Part 5)  Provisional cases of selected notifiable diseases, United States, week ending December 19, 2009 (WEEK 50)*

column labels in same order that data fields appears in each record below:
Reporting Area
Pertussis current week
Pertussis previous 52 weeks median 
Pertussis previous 52 weeks maximum 
Pertussis cummulative for 2009
Pertussis cummulative for 2008
Rabies, animal current week
Rabies, animal previous 52 weeks median 
Rabies, animal previous 52 weeks maximum 
Rabies, animal cummulative for 2009
Rabies, animal cummulative for 2008
Rocky Mountain Spotted Fever current week
Rocky Mountain Spotted Fever previous 52 weeks median 
Rocky Mountain Spotted Fever previous 52 weeks maximum 
Rocky Mountain Spotted Fever cummulative for 2009
Rocky Mountain Spotted Fever cummulative for 2008

tab delimited data:
test
UNITED STATES	78	269	1,697	13,030	10,735	25	64	140	3,515	4,041	5	23	179	1,369	2,308						
NEW ENGLAND	-	12	27	558	986	5	6	24	346	411	-	0	2	11	7						
Conn.	-	0	4	37	53	3	2	22	149	192	-	0	0	-	-						
Maine	-	1	10	77	45	-	1	4	50	58	-	0	2	5	1						
Mass.	-	7	19	327	751	-	0	0	-	-	-	0	1	5	2						
N.H.	-	1	7	75	41	1	0	3	32	56	-	0	0	-	1						
R.I.	-	0	7	31	84	-	1	7	51	33	-	0	0	-	3						
Vt.	-	0	1	11	12	1	1	5	64	72	-	0	1	1	-						
MID. ATLANTIC	17	22	64	1,079	1,150	10	11	23	569	909	-	1	29	66	123						
N.J.	-	3	12	151	220	-	0	0	-	-	-	0	1	-	83						
N.Y. (Upstate)	15	4	41	249	408	10	7	22	429	489	-	0	29	11	14						
N.Y. City	-	1	21	92	85	-	0	3	22	19	-	0	4	32	11						
Pa.	2	12	33	587	437	-	0	16	118	401	-	0	2	23	15						
E.N. CENTRAL	29	56	238	2,893	1,879	2	2	19	219	255	-	1	7	87	148						
Ill.	-	12	33	570	556	-	1	9	87	103	-	0	6	49	109						
Ind.	-	7	158	317	103	-	0	6	21	10	-	0	3	13	6						
Mich.	12	13	40	822	292	1	1	6	65	78	-	0	2	5	3						
Ohio	17	19	57	1,052	747	1	0	5	46	64	-	0	4	18	30						
Wis.	-	3	12	132	181	N	0	0	N	N	-	0	1	2	-						
W.N. CENTRAL	12	31	872	1,645	1,363	-	7	18	325	303	1	3	27	339	435						
Iowa	-	4	10	185	233	-	0	3	24	29	-	0	1	4	8						
Kans.	-	3	9	146	89	-	1	6	60	64	-	0	1	2	-						
Minn.	-	0	808	165	226	-	0	11	61	64	-	0	2	4	-						
Mo.	8	18	47	948	497	-	1	5	65	64	1	3	26	317	404						
Nebr.	4	2	14	142	250	-	1	6	77	33	-	0	2	12	20						
N. Dak.	-	0	24	29	1	-	0	9	11	25	-	0	1	-	-						
S. Dak.	-	0	6	30	67	-	0	4	27	24	-	0	0	-	3						
S. ATLANTIC	4	30	71	1,519	949	8	26	111	1,593	1,586	3	8	27	450	920						
Del.	-	0	2	13	18	-	0	0	-	-	-	0	3	17	32						
D.C.	-	0	1	3	7	-	0	0	-	-	-	0	0	-	6						
Fla.	-	9	29	494	291	-	0	95	153	138	1	0	2	10	16						
Ga.	-	3	11	187	105	-	0	72	409	370	2	0	7	48	78						
Md.	2	2	8	130	153	6	7	15	379	411	-	0	3	36	91						
N.C.	-	0	65	223	79	N	4	4	N	N	-	4	25	264	486						
S.C.	1	4	18	244	131	-	0	0	-	-	-	0	5	18	56						
Va.	1	4	24	194	154	-	10	26	536	591	-	1	8	53	145						
W. Va.	-	0	5	31	11	2	3	6	116	76	-	0	1	4	10						
E.S. CENTRAL	5	14	30	727	426	-	1	6	83	178	-	3	16	253	333						
Ala.	-	4	19	275	61	-	0	0	-	-	-	1	7	63	91						
Ky.	-	4	15	210	159	-	1	4	45	45	-	0	1	1	1						
Miss.	-	1	4	56	100	-	0	1	4	7	-	0	1	7	11						
Tenn.	5	3	9	186	106	-	0	4	34	126	-	3	14	182	230						
W.S. CENTRAL	-	61	389	2,756	1,816	-	0	13	70	89	1	1	161	140	294						
Ark.	-	5	38	265	157	-	0	10	36	45	-	0	61	61	65						
La.	-	1	8	90	85	-	0	0	-	-	-	0	1	2	6						
Okla.	-	0	45	76	53	-	0	13	33	42	-	0	98	53	170						
Tex.	-	52	304	2,325	1,521	-	0	1	1	2	1	0	6	24	53						
MOUNTAIN	5	18	32	858	819	-	1	6	82	107	-	0	3	22	45						
Ariz.	1	4	12	207	214	N	0	0	N	N	-	0	1	7	16						
Colo.	4	5	13	241	145	-	0	0	-	-	-	0	1	1	1						
Idaho	-	1	15	86	36	-	0	0	-	11	-	0	1	1	1						
Mont.	-	0	6	55	84	-	0	4	25	13	-	0	2	8	3						
Nev.	-	0	3	9	28	-	0	1	1	12	-	0	0	-	3						
N. Mex.	-	1	7	59	85	-	0	2	24	29	-	0	1	1	4						
Utah	-	3	19	181	210	-	0	2	11	14	-	0	1	1	7						
Wyo.	-	0	5	20	17	-	0	4	21	28	-	0	1	3	10						
PACIFIC	6	23	67	995	1,347	-	4	12	228	203	-	0	1	1	3						
Alaska	-	1	8	47	262	-	0	2	12	14	N	0	0	N	N						
Calif.	-	9	22	417	506	-	4	12	201	176	-	0	1	1	-						
Hawaii	-	0	3	26	17	-	0	0	-	-	N	0	0	N	N						
Oreg.	-	3	15	244	174	-	0	3	15	13	-	0	0	-	3						
Wash.	6	5	58	261	388	-	0	0	-	-	-	0	0	-	-						
Amer. Samoa	-	0	0	-	-	N	0	0	N	N	N	0	0	N	N						
C.N.M.I.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-						
Guam	-	0	0	-	-	-	0	0	-	-	N	0	0	N	N						
P.R.	-	0	1	1	-	-	1	3	38	58	N	0	0	N	N						
V.I.	-	0	0	-	-	N	0	0	N	N	N	0	0	N	N						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not reportable.
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Incidence data for reporting year 2009 are provisional.
Data for HIV/AIDS, AIDS, and TB, when available, are displayed in Table IV, which appears quarterly.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


