
TABLE III. (Part 1)  Provisional cases of selected notifiable diseases, United States, week ending April 1, 2000 (WEEK 13)*

column labels in same order that data fields appears in each record below:
Reporting Area
H. influenzae, Invasive cummulative for 2000
H. influenzae, Invasive cummulative for 1999
Hepatitis (Viral), Type A cummulative for 2000
Hepatitis (Viral), Type A cummulative for 1999
Hepatitis (Viral), Type B cummulative for 2000
Hepatitis (Viral), Type B cummulative for 1999
Measles (Rubeola), Indigenous current week 
Measles (Rubeola), Indigenous cummulative for 2000
Measles (Rubeola), Imported current week 
Measles (Rubeola), Imported cummulative for 2000
Measles (Rubeola), Total cummulative for 2000
Measles (Rubeola), Total cummulative for 1999

tab delimited data:
test
UNITED STATES	282	323	2,862	4,599	1,112	1,472	-	5	-	-	5	23									
NEW ENGLAND	16	22	70	49	11	40	-	-	-	-	-	2									
Maine	1	2	4	2	1	-	-	-	-	-	-	-									
N.H.	4	3	7	5	6	2	-	-	-	-	-	1									
Vt.	2	3	3	-	2	1	U	-	U	-	-	-									
Mass.	5	10	27	19	2	21	-	-	-	-	-	1									
R.I.	-	-	-	-	-	2	-	-	-	-	-	-									
Conn.	4	4	29	23	-	14	-	-	-	-	-	-									
MID. ATLANTIC	41	47	114	289	104	208	-	-	-	-	-	-									
Upstate N.Y.	20	20	56	63	26	41	-	-	-	-	-	-									
N.Y. City	8	14	58	84	78	63	-	-	-	-	-	-									
N.J.	10	12	-	39	-	28	-	-	-	-	-	-									
Pa.	3	1	-	103	-	76	-	-	-	-	-	-									
E.N. CENTRAL	31	46	375	983	124	143	-	3	-	-	3	-									
Ohio	16	19	100	209	28	30	-	2	-	-	2	-									
Ind.	3	3	12	33	5	7	-	-	-	-	-	-									
Ill.	9	20	117	184	-	-	-	-	-	-	-	-									
Mich.	3	4	133	526	90	99	-	1	-	-	1	-									
Wis.	-	-	13	31	1	7	-	-	-	-	-	-									
W.N. CENTRAL	14	24	292	228	60	77	-	1	-	-	1	-									
Minn.	7	10	28	11	4	10	-	-	-	-	-	-									
Iowa	-	3	33	37	11	14	-	-	-	-	-	-									
Mo.	3	5	150	124	26	40	-	-	-	-	-	-									
N. Dak.	1	-	-	-	-	-	-	-	-	-	-	-									
S. Dak.	-	1	-	8	-	-	-	-	-	-	-	-									
Nebr.	1	1	10	22	8	8	-	-	-	-	-	-									
Kans.	2	4	71	26	11	5	-	1	-	-	1	-									
S. ATLANTIC	84	68	339	398	259	234	-	-	-	-	-	-									
Del.	-	-	-	1	-	-	-	-	-	-	-	-									
Md.	24	21	40	100	34	55	-	-	-	-	-	-									
D.C.	-	2	2	16	6	6	-	-	-	-	-	-									
Va.	15	9	45	32	35	24	-	-	-	-	-	-									
W. Va.	2	1	29	3	-	4	-	-	-	-	-	-									
N.C.	8	12	60	40	81	54	-	-	-	-	-	-									
S.C.	4	2	7	5	2	26	-	-	-	-	-	-									
Ga.	22	16	48	119	39	33	-	-	-	-	-	-									
Fla.	9	5	108	82	62	32	-	-	-	-	-	-									
E.S. CENTRAL	15	24	85	115	64	114	-	-	-	-	-	-									
Ky.	7	5	7	21	14	9	-	-	-	-	-	-									
Tenn.	5	9	21	51	28	53	-	-	-	-	-	-									
Ala.	3	8	19	24	7	28	-	-	-	-	-	-									
Miss.	-	2	38	19	15	24	-	-	-	-	-	-									
W.S. CENTRAL	18	24	444	1,010	52	198	-	-	-	-	-	2									
Ark.	-	-	46	10	16	14	-	-	-	-	-	-									
La.	3	6	11	44	18	50	-	-	-	-	-	-									
Okla.	15	16	101	157	18	34	-	-	-	-	-	-									
Tex.	-	2	286	799	-	100	-	-	-	-	-	2									
MOUNTAIN	37	37	217	424	93	124	-	-	-	-	-	-									
Mont.	-	1	1	4	3	5	-	-	-	-	-	-									
Idaho	2	1	11	11	4	7	-	-	-	-	-	-									
Wyo.	-	1	6	1	-	2	-	-	-	-	-	-									
Colo.	11	2	47	81	22	24	-	-	-	-	-	-									
N. Mex.	10	9	22	10	24	32	-	-	-	-	-	-									
Ariz.	12	20	102	258	33	29	-	-	-	-	-	-									
Utah	2	3	13	18	3	7	-	-	-	-	-	-									
Nev.	-	-	15	41	4	18	-	-	-	-	-	-									
PACIFIC	26	31	926	1,103	345	334	-	1	-	-	1	19									
Wash.	2	-	50	70	9	9	-	-	-	-	-	4									
Oreg.	9	11	61	67	26	26	-	-	-	-	-	8									
Calif.	5	17	812	961	306	288	-	1	-	-	1	7									
Alaska	1	2	3	3	3	7	-	-	-	-	-	-									
Hawaii	9	1	-	2	1	4	-	-	-	-	-	-									
Guam	-	-	-	2	-	2	-	-	-	-	-	-									
P.R.	-	-	15	38	8	54	-	-	-	-	-	-									
V.I.	-	U	-	U	-	U	U	-	U	-	-	U									
Amer. Samoa	-	U	-	U	-	U	U	-	U	-	-	U									
C.N.M.I.	-	U	-	U	-	U	U	-	U	-	-	U									

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 1999 and 2000 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


