
TABLE II. (Part 7)  Provisional cases of selected notifiable diseases, United States, week ending January 10, 2009 (WEEK 01)*

column labels in same order that data fields appears in each record below:
Reporting Area
Streptococcal disease, invasive, group A current week
Streptococcal disease, invasive, group A previous 52 weeks median 
Streptococcal disease, invasive, group A previous 52 weeks maximum 
Streptococcal disease, invasive, group A cummulative for 2009
Streptococcal disease, invasive, group A cummulative for 2008
Streptococcus pneumoniae, invasive disease, nondrug resistant †, Age <5 years current week
Streptococcus pneumoniae, invasive disease, nondrug resistant †, Age <5 years previous 52 weeks median 
Streptococcus pneumoniae, invasive disease, nondrug resistant †, Age <5 years previous 52 weeks maximum 
Streptococcus pneumoniae, invasive disease, nondrug resistant †, Age <5 years cummulative for 2009
Streptococcus pneumoniae, invasive disease, nondrug resistant †, Age <5 years cummulative for 2008

tab delimited data:
test
UNITED STATES	63	87	181	63	89	15	33	55	15	33											
NEW ENGLAND	-	5	31	-	9	-	1	11	-	2											
Conn.	-	0	26	-	-	-	0	11	-	-											
Maine	-	0	3	-	-	-	0	1	-	-											
Mass.	-	2	8	-	7	-	0	5	-	1											
N.H.	-	0	2	-	2	-	0	1	-	1											
R.I.	-	0	9	-	-	-	0	2	-	-											
Vt.	-	0	3	-	-	-	0	1	-	-											
MID. ATLANTIC	4	18	43	4	14	1	3	12	1	6											
N.J.	-	2	11	-	3	-	1	4	-	3											
N.Y. (Upstate)	1	6	17	1	1	1	2	11	1	-											
N.Y. City	-	4	10	-	4	-	0	6	-	3											
Pa.	3	7	16	3	6	N	0	0	N	N											
E.N. CENTRAL	9	15	42	9	10	5	5	15	5	9											
Ill.	-	4	16	-	4	-	1	5	-	3											
Ind.	-	2	9	-	1	-	0	5	-	-											
Mich.	-	3	10	-	2	1	1	5	1	4											
Ohio	9	5	14	9	3	4	1	4	4	1											
Wis.	-	1	10	-	-	-	1	4	-	1											
W.N. CENTRAL	5	5	39	5	2	2	2	11	2	4											
Iowa	-	0	0	-	-	-	0	0	-	-											
Kans.	1	0	5	1	-	1	0	3	1	-											
Minn.	-	0	35	-	-	-	0	9	-	-											
Mo.	2	2	10	2	2	1	1	2	1	2											
Nebr.	2	1	3	2	-	-	0	1	-	2											
N. Dak.	-	0	3	-	-	-	0	2	-	-											
S. Dak.	-	0	2	-	-	-	0	1	-	-											
S. ATLANTIC	28	21	37	28	28	7	6	16	7	4											
Del.	-	0	2	-	-	-	0	0	-	-											
D.C.	-	0	4	-	2	-	0	1	-	-											
Fla.	9	5	10	9	5	2	1	4	2	-											
Ga.	9	4	14	9	8	2	1	4	2	-											
Md.	5	4	8	5	6	3	1	5	3	2											
N.C.	3	2	10	3	-	N	0	0	N	N											
S.C.	1	1	4	1	5	-	1	5	-	2											
Va.	1	3	9	1	1	-	0	6	-	-											
W. Va.	-	0	3	-	1	-	0	1	-	-											
E.S. CENTRAL	2	3	9	2	1	-	2	6	-	-											
Ala.	N	0	0	N	N	N	0	0	N	N											
Ky.	-	1	3	-	-	N	0	0	N	N											
Miss.	N	0	0	N	N	-	0	3	-	-											
Tenn.	2	3	6	2	1	-	1	5	-	-											
W.S. CENTRAL	8	9	27	8	2	-	5	13	-	1											
Ark.	-	0	2	-	-	-	0	2	-	-											
La.	-	0	2	-	1	-	0	2	-	1											
Okla.	7	2	8	7	1	-	1	3	-	-											
Tex.	1	6	20	1	-	-	3	13	-	-											
MOUNTAIN	2	10	20	2	22	-	4	13	-	7											
Ariz.	2	3	9	2	7	-	2	8	-	4											
Colo.	-	2	8	-	6	-	1	4	-	3											
Idaho	-	0	2	-	-	-	0	1	-	-											
Mont.	N	0	0	N	N	-	0	1	-	-											
Nev.	-	0	1	-	1	N	0	0	N	N											
N. Mex.	-	1	8	-	7	-	0	3	-	-											
Utah	-	1	4	-	1	-	0	4	-	-											
Wyo.	-	0	2	-	-	-	0	1	-	-											
PACIFIC	5	3	8	5	1	-	0	2	-	-											
Alaska	1	1	4	1	-	N	0	0	N	N											
Calif.	-	0	0	-	-	N	0	0	N	N											
Hawaii	4	2	8	4	1	-	0	2	-	-											
Oreg.	N	0	0	N	N	N	0	0	N	N											
Wash.	N	0	0	N	N	N	0	0	N	N											
Amer. Samoa	-	0	12	-	-	N	0	0	N	N											
C.N.M.I.	-	-	-	-	-	-	-	-	-	-											
Guam	-	0	0	-	-	-	0	0	-	-											
P.R.	N	0	0	N	N	N	0	0	N	N											
V.I.	-	0	0	-	-	N	0	0	N	N											

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not notifiable.
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Incidence data for reporting years 2008 and 2009 are provisional.
Data for HIV/AIDS, AIDS, and TB, when available, are displayed in Table IV, which appears quarterly.

† Includes cases of invasive pneumococcal disease, in children aged <5 years, caused by Streptococcus pneumoniae, 
which is susceptible or for which susceptibility testing is not available (NNDSS event code 11717).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


