
TABLE II. (Part 6)  Provisional cases of selected notifiable diseases, United States, week ending July 7, 2012 (WEEK 27)*

column labels in same order that data fields appears in each record below:
Reporting Area
Legionellosis current week
Legionellosis previous 52 weeks median 
Legionellosis previous 52 weeks maximum 
Legionellosis cummulative for 2012
Legionellosis cummulative for 2011
Lyme disease current week
Lyme disease previous 52 weeks median 
Lyme disease previous 52 weeks maximum 
Lyme disease cummulative for 2012
Lyme disease cummulative for 2011
Malaria current week
Malaria previous 52 weeks median 
Malaria previous 52 weeks maximum 
Malaria cummulative for 2012
Malaria cummulative for 2011

tab delimited data:
test
UNITED STATES	35	64	183	1,133	1,306	161	380	2,104	9,023	14,131	15	24	65	469	747						
NEW ENGLAND	-	3	39	46	92	13	68	630	1,280	4,284	-	1	7	24	56						
Conn.	-	1	10	14	17	-	31	215	592	1,571	-	0	2	4	6						
Maine	-	0	3	3	3	-	13	71	247	265	-	0	2	1	2						
Mass.	-	2	24	14	56	-	11	169	176	1,675	-	1	6	13	42						
N.H.	-	0	3	5	4	-	8	98	72	614	-	0	1	1	1						
R.I.	-	0	9	7	7	8	1	30	38	26	-	0	2	3	2						
Vt.	-	0	2	3	5	5	8	71	155	133	-	0	1	2	3						
MID. ATLANTIC	21	20	92	323	339	109	237	814	5,532	5,306	3	6	17	110	196						
N.J.	-	2	19	15	67	-	81	190	2,312	2,318	-	0	5	-	52						
N.Y. (Upstate)	14	6	27	125	100	63	51	205	826	879	-	1	4	18	22						
N.Y. City	-	3	17	60	62	-	5	41	11	305	-	4	10	72	90						
Pa.	7	6	42	123	110	46	80	400	2,383	1,804	3	1	4	20	32						
E.N. CENTRAL	1	12	51	211	271	-	36	359	737	1,990	-	2	10	47	80						
Ill.	-	3	11	48	35	-	2	18	54	107	-	1	5	13	35						
Ind.	1	1	5	38	20	-	1	12	32	58	-	0	2	6	6						
Mich.	-	2	15	22	57	-	1	13	24	19	-	0	4	8	12						
Ohio	-	7	34	103	136	-	1	6	13	21	-	0	4	17	19						
Wis.	-	0	5	-	23	-	31	324	614	1,785	-	0	2	3	8						
W.N. CENTRAL	2	2	9	47	48	-	8	196	46	1,027	-	1	8	15	47						
Iowa	-	0	2	6	5	-	1	9	40	60	-	0	3	3	8						
Kans.	-	0	2	-	4	-	0	2	-	9	-	0	2	3	2						
Minn.	-	0	3	10	12	-	1	183	-	950	-	0	3	-	25						
Mo.	-	1	4	21	25	-	0	1	4	4	-	0	2	7	10						
Nebr.	2	0	2	7	-	-	0	2	1	4	-	0	1	1	2						
N. Dak.	-	0	1	-	1	-	0	9	-	-	-	0	0	-	-						
S. Dak.	-	0	1	3	1	-	0	2	1	-	-	0	1	1	-						
S. ATLANTIC	5	10	31	219	208	36	66	178	1,313	1,420	7	7	22	144	204						
Del.	-	0	4	10	5	6	12	48	291	455	-	0	3	1	3						
D.C.	-	0	0	-	-	-	0	0	-	-	-	0	3	2	8						
Fla.	1	4	13	79	71	3	2	8	56	32	2	1	6	37	46						
Ga.	-	1	5	17	23	-	0	2	10	17	-	1	6	17	47						
Md.	3	2	15	49	36	5	25	109	617	498	5	2	13	50	51						
N.C.	-	1	7	22	33	-	0	13	18	20	-	0	7	10	14						
S.C.	1	0	5	10	6	-	0	6	16	9	-	0	1	3	2						
Va.	-	1	7	30	28	22	17	74	289	366	-	1	8	24	32						
W. Va.	-	0	7	2	6	-	0	22	16	23	-	0	0	-	1						
E.S. CENTRAL	-	2	9	49	86	3	1	5	30	22	1	1	4	14	14						
Ala.	-	0	2	9	11	-	0	2	11	7	-	0	3	7	3						
Ky.	-	0	4	5	18	-	0	1	6	-	-	0	1	2	5						
Miss.	-	0	2	8	9	-	0	1	1	3	-	0	1	1	1						
Tenn.	-	1	5	27	48	3	0	4	12	12	1	0	3	4	5						
W.S. CENTRAL	5	4	13	81	50	-	1	15	11	22	-	2	13	31	38						
Ark.	-	0	2	6	4	-	0	0	-	-	-	0	2	2	2						
La.	-	0	3	12	10	-	0	1	1	-	-	0	1	2	1						
Okla.	-	0	6	5	3	-	0	2	-	-	-	0	4	9	3						
Tex.	5	2	7	58	33	-	1	13	10	22	-	1	9	18	32						
MOUNTAIN	1	2	11	46	62	-	0	6	8	10	1	1	4	17	36						
Ariz.	-	1	4	18	19	-	0	4	2	4	-	0	2	1	13						
Colo.	1	0	4	8	15	-	0	0	-	-	-	0	3	4	14						
Idaho	-	0	1	2	4	-	0	2	2	-	1	0	1	3	1						
Mont.	-	0	1	1	-	-	0	3	-	1	-	0	1	-	1						
Nev.	-	0	2	7	9	-	0	1	1	-	-	0	2	4	3						
N. Mex.	-	0	2	2	4	-	0	2	-	2	-	0	1	1	2						
Utah	-	0	1	6	10	-	0	1	1	3	-	0	2	4	2						
Wyo.	-	0	2	2	1	-	0	1	2	-	-	0	0	-	-						
PACIFIC	-	5	18	111	150	-	3	10	66	50	3	3	12	67	76						
Alaska	-	0	0	-	-	-	0	2	7	3	-	0	1	3	3						
Calif.	-	4	11	91	134	-	2	8	26	28	2	2	8	52	55						
Hawaii	-	0	2	-	1	N	0	0	N	N	-	0	2	1	1						
Oreg.	-	0	3	15	6	-	1	3	29	19	1	0	4	3	7						
Wash.	-	0	14	5	9	-	0	6	4	-	-	0	4	8	10						
Amer. Samoa	N	0	0	N	N	N	0	0	N	N	-	0	1	-	-						
C.N.M.I.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-						
Guam	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						
P.R.	-	0	2	-	7	N	0	0	N	N	-	0	1	-	-						
V.I.	-	0	1	-	-	-	0	0	-	-	-	0	0	-	-						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not reportable.
NN: Not Nationally Notifiable
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Case counts for reporting years 2011 and 2012 are provisional and subject to change.
For further information on interpretation of these data, see http://wwwn.cdc.gov/nndss/document/ProvisionalNationaNotifiableDiseasesSurveillanceData20100927.pdf. 
Data for TB are displayed in Table IV, which appears quarterly.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


