
TABLE II. (Part 5)  Provisional cases of selected notifiable diseases, United States, week ending March 24, 2012 (WEEK 12)*

column labels in same order that data fields appears in each record below:
Reporting Area
Hepatitis (Viral Acute), Type A current week
Hepatitis (Viral Acute), Type A previous 52 weeks median 
Hepatitis (Viral Acute), Type A previous 52 weeks maximum 
Hepatitis (Viral Acute), Type A cummulative for 2012
Hepatitis (Viral Acute), Type A cummulative for 2011
Hepatitis (Viral Acute), Type B current week
Hepatitis (Viral Acute), Type B previous 52 weeks median 
Hepatitis (Viral Acute), Type B previous 52 weeks maximum 
Hepatitis (Viral Acute), Type B cummulative for 2012
Hepatitis (Viral Acute), Type B cummulative for 2011
Hepatitis (Viral Acute), Type C current week
Hepatitis (Viral Acute), Type C previous 52 weeks median 
Hepatitis (Viral Acute), Type C previous 52 weeks maximum 
Hepatitis (Viral Acute), Type C cummulative for 2012
Hepatitis (Viral Acute), Type C cummulative for 2011

tab delimited data:
test
UNITED STATES	15	25	44	233	275	20	49	105	497	630	8	21	49	206	221						
NEW ENGLAND	-	1	5	7	16	-	1	5	7	30	-	1	5	4	20						
Conn.	-	0	3	3	5	-	0	2	1	5	-	0	4	3	14						
Maine	-	0	2	1	1	-	0	2	4	3	-	0	2	-	3						
Mass.	-	0	3	2	6	-	0	4	1	21	-	0	2	1	1						
N.H.	-	0	1	1	-	-	0	1	1	1	N	0	0	N	N						
R.I.	-	0	1	-	2	U	0	0	U	U	U	0	0	U	U						
Vt.	-	0	2	-	2	-	0	0	-	-	-	0	1	-	2						
MID. ATLANTIC	1	4	8	38	52	1	5	11	50	70	2	2	6	27	19						
N.J.	-	0	3	1	8	-	2	4	16	14	-	0	2	2	1						
N.Y. (Upstate)	1	1	4	16	9	1	1	4	11	11	2	1	5	11	8						
N.Y. City	-	1	4	10	19	-	1	5	12	22	-	0	1	1	3						
Pa.	-	1	5	11	16	-	1	4	11	23	-	1	4	13	7						
E.N. CENTRAL	-	4	7	30	50	2	5	36	63	86	1	3	10	33	39						
Ill.	-	1	5	8	12	-	1	3	1	21	-	0	2	1	2						
Ind.	-	0	1	2	7	-	1	4	7	14	-	1	8	6	27						
Mich.	-	1	6	16	15	-	1	6	13	24	-	2	5	23	8						
Ohio	-	0	2	1	14	2	1	30	37	25	1	0	2	3	1						
Wis.	-	0	1	3	2	-	0	2	5	2	-	0	1	-	1						
W.N. CENTRAL	4	1	7	16	11	2	2	9	24	24	1	0	4	3	-						
Iowa	-	0	1	-	1	-	0	1	1	3	-	0	0	-	-						
Kans.	-	0	1	1	2	-	0	2	-	3	-	0	1	1	-						
Minn.	-	0	7	-	-	-	0	7	-	-	-	0	2	-	-						
Mo.	2	0	3	9	4	1	1	4	20	13	-	0	0	-	-						
Nebr.	2	0	1	6	2	1	0	2	3	4	1	0	1	2	-						
N. Dak.	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						
S. Dak.	-	0	0	-	2	-	0	0	-	1	-	0	0	-	-						
S. ATLANTIC	5	4	11	47	49	6	13	57	152	154	3	5	14	61	46						
Del.	1	0	1	2	1	-	0	2	3	-	U	0	0	U	U						
D.C.	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						
Fla.	2	1	8	20	17	4	4	8	49	45	2	1	5	26	12						
Ga.	-	1	5	6	14	-	3	7	22	32	-	1	3	3	11						
Md.	1	0	4	5	3	1	1	5	18	15	1	1	3	5	6						
N.C.	1	0	3	5	4	1	1	8	12	33	-	1	7	12	10						
S.C.	-	0	2	1	2	-	1	3	8	8	-	0	1	-	-						
Va.	-	0	3	7	6	-	1	6	11	21	-	0	3	4	6						
W. Va.	-	0	2	1	2	-	0	43	29	-	-	0	7	11	1						
E.S. CENTRAL	-	1	6	7	6	5	10	21	108	116	1	5	10	37	45						
Ala.	-	0	2	2	-	1	2	6	14	23	1	0	3	4	2						
Ky.	-	0	2	1	2	1	3	10	35	42	-	2	8	14	24						
Miss.	-	0	1	-	1	-	1	4	7	10	U	0	0	U	U						
Tenn.	-	0	5	4	3	3	4	10	52	41	-	1	5	19	19						
W.S. CENTRAL	3	3	7	34	17	3	6	16	53	66	-	1	5	9	20						
Ark.	-	0	2	2	-	-	1	4	9	15	-	0	0	-	-						
La.	-	0	2	-	1	1	0	2	9	14	-	0	1	-	4						
Okla.	-	0	2	-	-	-	1	9	6	13	-	0	4	1	10						
Tex.	3	3	7	32	16	2	3	13	29	24	-	0	4	8	6						
MOUNTAIN	-	2	6	21	28	1	1	4	13	29	-	1	5	13	18						
Ariz.	-	1	6	7	13	-	0	1	2	5	U	0	0	U	U						
Colo.	-	0	2	5	7	-	0	2	-	8	-	0	2	-	4						
Idaho	-	0	1	4	1	-	0	0	-	2	-	0	2	4	6						
Mont.	-	0	1	1	3	-	0	0	-	-	-	0	4	-	1						
Nev.	-	0	3	3	1	1	0	3	11	9	-	0	2	5	2						
N. Mex.	-	0	1	1	2	-	0	2	-	2	-	0	2	-	2						
Utah	-	0	1	-	-	-	0	1	-	3	-	0	2	4	3						
Wyo.	-	0	1	-	1	-	0	0	-	-	-	0	1	-	-						
PACIFIC	2	4	12	33	46	-	4	10	27	55	-	2	13	19	14						
Alaska	-	0	1	1	1	-	0	1	-	2	U	0	0	U	U						
Calif.	1	3	9	20	38	-	2	6	16	42	-	1	5	9	7						
Hawaii	-	0	2	3	2	-	0	1	2	3	U	0	0	U	U						
Oreg.	-	0	2	2	1	-	0	4	5	6	-	0	2	7	5						
Wash.	1	0	4	7	4	-	0	5	4	2	-	0	12	3	2						
Amer. Samoa	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						
C.N.M.I.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-						
Guam	-	0	2	-	6	-	2	3	-	23	-	0	1	-	9						
P.R.	-	0	3	-	5	-	0	3	-	4	N	0	0	N	N						
V.I.	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not reportable.
NN: Not Nationally Notifiable
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Case counts for reporting years 2011 and 2012 are provisional and subject to change.
For further information on interpretation of these data, see http://wwwn.cdc.gov/nndss/document/ProvisionalNationaNotifiableDiseasesSurveillanceData20100927.pdf. 
Data for TB are displayed in Table IV, which appears quarterly.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


