
TABLE II. (Part 1)  Provisional cases of selected notifiable diseases, United States, week ending October 21, 2006 (WEEK 42)*

column labels in same order that data fields appears in each record below:
Reporting Area
Chlamydia† current week
Chlamydia† previous 52 weeks median 
Chlamydia† previous 52 weeks maximum 
Chlamydia† cummulative for 2006
Chlamydia† cummulative for 2005
Coccidioidomycosis current week
Coccidioidomycosis previous 52 weeks median 
Coccidioidomycosis previous 52 weeks maximum 
Coccidioidomycosis cummulative for 2006
Coccidioidomycosis cummulative for 2005
Cryptosporidiosis current week
Cryptosporidiosis previous 52 weeks median 
Cryptosporidiosis previous 52 weeks maximum 
Cryptosporidiosis cummulative for 2006
Cryptosporidiosis cummulative for 2005

tab delimited data:
test
UNITED STATES	13,169	19,106	35,170	768,939	773,117	82	151	1,643	6,545	3,486	90	71	594	3,986	6,218						
NEW ENGLAND	930	634	1,550	26,979	25,693	-	0	0	-	-	1	4	33	251	305						
Conn.	428	174	1,214	7,913	7,478	N	0	0	N	N	-	0	30	30	74						
Maine	10	43	67	1,789	1,800	N	0	0	N	N	-	0	4	34	26						
Mass.	345	296	621	12,343	11,439	-	0	0	-	-	-	1	14	88	133						
N.H.	39	37	65	1,596	1,503	-	0	0	-	-	-	1	5	39	32						
R.I.	89	62	107	2,446	2,680	-	0	0	-	-	-	0	6	14	7						
Vt.	19	19	43	892	793	N	0	0	N	N	1	0	5	46	33						
MID. ATLANTIC	1,820	2,413	3,696	97,657	94,925	-	0	0	-	-	12	11	444	462	2,530						
N.J.	101	373	497	14,348	15,614	N	0	0	N	N	-	0	3	10	56						
N.Y. (Upstate)	533	499	1,727	19,474	18,809	N	0	0	N	N	8	3	441	143	2,112						
N.Y. City	607	731	1,570	31,108	30,698	N	0	0	N	N	-	2	7	76	132						
Pa.	579	756	1,104	32,727	29,804	N	0	0	N	N	4	4	14	233	230						
E.N. CENTRAL	1,702	3,128	12,578	127,673	130,337	-	1	3	38	9	19	16	94	968	1,463						
Ill.	577	972	1,693	41,545	40,643	-	0	0	-	-	-	2	10	83	146						
Ind.	366	391	510	15,754	16,350	N	0	0	N	N	9	1	18	79	69						
Mich.	559	661	9,888	28,356	21,609	-	0	3	34	9	2	2	7	114	94						
Ohio	88	675	1,430	25,997	35,239	-	0	1	4	-	8	5	33	305	701						
Wis.	112	396	531	16,021	16,496	N	0	0	N	N	-	5	53	387	453						
W.N. CENTRAL	694	1,154	1,456	47,201	47,595	-	0	12	1	4	11	11	74	700	539						
Iowa	105	159	225	6,615	5,806	N	0	0	N	N	-	1	28	154	114						
Kans.	114	154	269	5,713	5,915	N	0	0	N	N	4	1	8	70	32						
Minn.	1	228	346	8,737	9,980	-	0	12	-	3	3	2	22	165	111						
Mo.	368	440	612	18,427	18,203	-	0	1	1	1	3	2	18	155	232						
Nebr.	40	94	176	4,208	4,175	N	0	1	N	N	1	1	16	82	21						
N. Dak.	14	34	58	1,362	1,307	N	0	0	N	N	-	0	4	9	1						
S. Dak.	52	51	116	2,139	2,209	N	0	0	N	N	-	1	7	65	28						
S. ATLANTIC	3,033	3,566	4,932	147,466	144,343	-	0	1	3	1	41	14	65	873	590						
Del.	84	68	92	2,880	2,737	N	0	0	N	N	-	0	3	13	4						
D.C.	134	52	103	2,051	3,083	-	0	0	-	-	-	0	3	12	10						
Fla.	887	946	1,153	39,512	35,155	N	0	0	N	N	32	6	32	412	270						
Ga.	22	635	2,142	24,208	25,653	-	0	0	-	-	9	3	16	182	118						
Md.	324	334	486	14,227	15,040	-	0	1	3	1	-	0	3	15	29						
N.C.	633	572	1,772	27,033	26,211	N	0	0	N	N	-	0	11	81	70						
S.C.	351	308	1,452	15,698	15,313	N	0	0	N	N	-	1	13	109	18						
Va.	565	423	840	19,326	18,986	N	0	0	N	N	-	1	6	41	58						
W. Va.	33	58	226	2,531	2,165	N	0	0	N	N	-	0	3	8	13						
E.S. CENTRAL	988	1,419	1,947	58,535	56,149	-	0	0	-	-	-	3	12	143	186						
Ala.	-	391	756	16,054	12,807	N	0	0	N	N	-	1	10	62	21						
Ky.	138	160	402	6,575	7,163	N	0	0	N	N	-	1	8	31	126						
