
TABLE II. (Part 9)  Provisional cases of selected notifiable diseases, United States, week ending September 9, 2006 (WEEK 36)*

column labels in same order that data fields appears in each record below:
Reporting Area
West Nile virus disease † Neuroinvasive current week
West Nile virus disease † Neuroinvasive previous 52 weeks median 
West Nile virus disease † Neuroinvasive previous 52 weeks maximum 
West Nile virus disease † Neuroinvasive cummulative for 2006
West Nile virus disease † Neuroinvasive cummulative for 2005
West Nile virus disease † Non-neuroinvasive current week
West Nile virus disease † Non-neuroinvasive previous 52 weeks median 
West Nile virus disease † Non-neuroinvasive previous 52 weeks maximum 
West Nile virus disease † Non-neuroinvasive cummulative for 2006
West Nile virus disease † Non-neuroinvasive cummulative for 2005

tab delimited data:
test
UNITED STATES	-	1	115	448	971	-	0	229	785	1,346											
NEW ENGLAND	-	0	3	4	7	-	0	2	2	-											
Conn.	-	0	2	4	2	-	0	1	2	-											
Maine	-	0	0	-	-	-	0	0	-	-											
Mass.	-	0	3	-	4	-	0	1	-	-											
N.H.	-	0	0	-	-	-	0	0	-	-											
R.I.	-	0	0	-	1	-	0	0	-	-											
Vt.	-	0	0	-	-	-	0	0	-	-											
MID. ATLANTIC	-	0	8	5	31	-	0	3	2	17											
N.J.	-	0	1	-	1	-	0	2	1	-											
N.Y. (Upstate)	-	0	4	-	11	-	0	1	-	4											
N.Y. City	-	0	2	1	6	-	0	0	-	3											
Pa.	-	0	3	4	13	-	0	1	1	10											
E.N. CENTRAL	-	0	28	39	199	-	0	15	9	102											
Ill.	-	0	12	31	108	-	0	9	7	81											
Ind.	-	0	2	1	7	-	0	1	-	1											
Mich.	-	0	10	3	39	-	0	3	-	6											
Ohio	-	0	5	2	40	-	0	2	1	11											
Wis.	-	0	3	2	5	-	0	2	1	3											
W.N. CENTRAL	-	0	22	92	125	-	0	48	192	400											
Iowa	-	0	3	5	7	-	0	4	4	13											
Kans.	-	0	3	12	7	-	0	2	6	N											
Minn.	-	0	5	17	16	-	0	7	25	18											
Mo.	-	0	5	12	10	-	0	3	3	11											
Nebr.	-	0	6	14	40	-	0	13	41	110											
N. Dak.	-	0	4	10	12	-	0	19	67	68											
S. Dak.	-	0	7	22	33	-	0	17	46	180											
S. ATLANTIC	-	0	6	5	22	-	0	3	-	16											
Del.	-	0	0	-	1	-	0	0	-	-											
D.C.	-	0	1	-	1	-	0	1	-	-											
Fla.	-	0	2	2	8	-	0	0	-	11											
Ga.	-	0	3	2	3	-	0	3	-	2											
Md.	-	0	1	-	4	-	0	0	-	1											
N.C.	-	0	0	-	2	-	0	1	-	2											
S.C.	-	0	1	-	3	-	0	0	-	-											
Va.	-	0	0	-	-	-	0	1	-	-											
W. Va.	-	0	1	1	-	N	0	0	N	N											
E.S. CENTRAL	-	0	10	21	45	-	0	5	11	24											
Ala.	-	0	1	-	4	-	0	2	-	2											
Ky.	-	0	1	-	3	-	0	0	-	-											
Miss.	-	0	9	21	26	-	0	5	11	21											
Tenn.	-	0	3	-	12	-	0	1	-	1											
W.S. CENTRAL	-	0	32	133	190	-	0	14	33	121											
Ark.	-	0	3	7	8	-	0	2	2	12											
La.	-	0	8	29	89	-	0	5	14	45											
Okla.	-	0	6	12	3	-	0	3	1	4											
Tex.	-	0	19	85	90	-	0	5	16	60											
MOUNTAIN	-	0	30	114	87	-	0	142	423	183											
Ariz.	-	0	8	7	19	-	0	8	4	31											
Colo.	-	0	5	18	15	-	0	18	57	70											
Idaho	-	0	7	26	3	-	0	100	260	9											
Mont.	-	0	2	3	8	-	0	3	7	16											
Nev.	-	0	9	27	8	-	0	10	49	14											
N. Mex.	-	0	2	1	14	-	0	2	1	13											
Utah	-	0	7	29	19	-	0	12	33	26											
Wyo.	-	0	2	3	1	-	0	5	12	4											
PACIFIC	-	0	17	35	265	-	0	35	113	483											
Alaska	-	0	0	-	-	-	0	0	-	-											
Calif.	-	0	17	33	264	-	0	30	94	477											
Hawaii	-	0	0	-	-	-	0	0	-	-											
Oreg.	-	0	1	2	1	-	0	9	19	6											
Wash.	-	0	0	-	-	-	0	0	-	-											
Amer. Samoa	U	0	0	U	U	U	0	0	U	U											
C.N.M.I.	U	0	0	U	U	U	0	0	U	U											
Guam	-	0	0	-	-	-	0	0	-	-											
P.R.	-	0	0	-	-	-	0	0	-	-											
V.I.	-	0	0	-	-	-	0	0	-	-											

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not notifiable.
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Incidence data for reporting years 2005 and 2006 are provisional.
Data for HIV/AIDS, AIDS, and TB, when available, are displayed in Table IV, which appears quarterly.

† Updated weekly from reports to the Division of Vector-Borne Infectious Diseases, National Center for Infectious 
Diseases (ArboNet Surveillance).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


