
TABLE II. (Part 1)  Provisional cases of selected notifiable diseases, United States, week ending August 1, 1998 (WEEK 30)*

column labels in same order that data fields appears in each record below:
Reporting Area
AIDS § cummulative for 1998*
AIDS § cummulative for 1997
Chlamydia† cummulative for 1998
Chlamydia† cummulative for 1997
Escherichia coli O157:H7 NETSS cummulative for 1998
Escherichia coli O157:H7 PHLIS cummulative for 1998
Gonorrhea cummulative for 1998
Gonorrhea cummulative for 1997
Hepatitis C/NA,NB cummulative for 1998
Hepatitis C/NA,NB cummulative for 1997

tab delimited data:
test
UNITED STATES	23,929	33,453	304,939	258,173	1,239	677	178,219	161,549	2,192	1,981											
NEW ENGLAND	830	1,454	11,492	9,800	165	122	3,208	3,325	31	41											
Maine	18	36	582	567	21	-	39	33	-	-											
N.H.	22	19	543	444	23	25	52	62	-	-											
Vt.	10	24	234	223	8	6	20	31	-	2											
Mass.	386	526	4,830	4,077	87	75	1,182	1,272	28	32											
R.I.	67	83	1,380	1,103	5	1	205	260	3	7											
Conn.	327	766	3,923	3,386	21	15	1,710	1,667	-	-											
MID. ATLANTIC	6,951	10,621	37,961	31,581	125	27	21,130	20,213	229	189											
Upstate N.Y.	849	1,726	N	N	92	-	3,378	3,479	177	140											
N.Y. City	3,910	5,486	20,945	15,186	4	6	8,916	7,551	-	-											
N.J.	1,232	2,098	6,152	5,581	29	20	3,724	4,132	-	-											
Pa.	960	1,311	10,864	10,814	N	1	5,112	5,051	52	49											
E.N. CENTRAL	1,768	2,318	48,771	34,452	203	119	33,313	21,715	294	352											
Ohio	331	465	13,605	12,576	49	22	8,344	8,033	7	11											
Ind.	326	390	3,326	5,046	57	27	2,120	3,371	4	10											
Ill.	706	768	13,951	U	46	-	11,264	U	16	60											
Mich.	305	544	12,282	10,649	51	27	9,302	7,734	267	251											
Wis.	100	151	5,607	6,181	N	43	2,283	2,577	-	20											
W.N. CENTRAL	444	656	17,883	18,006	169	121	8,963	8,077	120	40											
Minn.	65	99	3,487	3,747	59	51	1,240	1,313	7	3											
Iowa	49	69	2,063	2,650	51	25	660	720	12	20											
Mo.	209	332	6,787	6,693	15	21	5,127	4,358	96	5											
N. Dak.	4	6	290	483	2	9	29	32	-	2											
S. Dak.	9	3	925	707	8	10	146	77	-	-											
Nebr.	39	59	1,288	1,115	19	-	453	431	2	2											
Kans.	69	88	3,043	2,611	15	5	1,308	1,146	3	8											
S. ATLANTIC	5,900	8,325	62,770	53,914	108	70	50,677	52,500	110	134											
Del.	75	145	1,438	-	-	1	782	669	-	-											
Md.	718	1,071	4,908	4,004	16	9	5,671	6,604	5	4											
D.C.	481	614	N	N	2	-	1,997	2,527	-	-											
Va.	425	715	6,688	6,782	N	25	3,797	4,648	7	18											
W. Va.	57	62	1,561	1,653	6	3	446	530	4	12											
N.C.	390	503	12,003	9,744	18	23	10,095	9,416	14	33											
S.C.	386	422	10,784	7,120	5	1	6,991	6,391	3	27											
Ga.	616	973	13,737	9,985	40	-	11,508	11,439	9	-											
Fla.	2,752	3,820	11,651	14,626	21	8	9,390	10,276	68	40											
E.S. CENTRAL	936	1,074	22,691	19,733	64	25	21,799	19,582	102	215											
Ky.	127	177	3,601	3,760	17	-	2,053	2,383	16	10											
Tenn.	333	469	7,450	7,383	31	22	6,362	6,117	83	145											
Ala.	274	239	5,907	4,659	16	2	7,448	6,633	3	6											
Miss.	202	189	5,733	3,931	U	1	5,936	4,449	U	54											
W.S. CENTRAL	2,899	3,546	43,327	34,824	75	12	24,774	22,541	540	259											
Ark.	104	130	1,939	1,691	6	6	1,190	2,761	3	9											
La.	512	610	8,260	5,106	3	2	6,840	4,782	19	118											
Okla.	170	165	5,753	4,253	10	4	3,148	2,664	7	5											
Tex.	2,113	2,641	27,375	23,774	56	-	13,596	12,334	511	127											
MOUNTAIN	831	941	12,296	16,416	161	77	4,606	4,476	249	177											
Mont.	15	26	720	619	8	-	26	27	5	12											
Idaho	15	34	946	831	14	7	91	63	86	34											
Wyo.	2	13	367	315	48	-	17	29	45	42											
Colo.	147	224	3	3,617	34	30	1,305	1,235	16	19											
N. Mex.	130	80	2,083	2,199	15	11	500	503	60	32											
Ariz.	329	227	6,354	6,134	13	13	2,300	1,951	3	23											
Utah	65	80	1,323	971	23	10	139	142	21	3											
Nev.	128	257	500	1,730	6	6	228	526	13	12											
PACIFIC	3,370	4,518	47,748	39,447	169	104	9,749	9,120	517	574											
Wash.	236	377	6,435	5,153	29	22	1,097	1,093	11	17											
Oreg.	93	162	3,303	2,795	43	41	464	429	2	2											
Calif.	2,962	3,914	35,628	29,711	95	35	7,748	7,093	449	458											
Alaska	12	28	1,107	809	2	-	182	224	1	-											
Hawaii	67	37	1,275	979	N	6	258	281	54	97											
Guam	-	2	8	193	N	-	2	27	-	-											
P.R.	1,001	1,019	U	U	-	U	230	369	-	-											
V.I.	17	57	N	N	N	U	U	U	U	U											
Amer. Samoa	-	-	U	U	N	U	U	U	U	U											
C.N.M.I.	-	1	N	N	N	U	14	17	-	2											

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 1997 and 1998 are provisional and cumulative (year-to-date).

† Chlamydia refers to genital infections caused by Chlamydia trachomatis.

§ Updated monthly from reports to the Division of HIV/AIDS Prevention, National Center for HIV, STD, and TB Prevention. 


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


