
TABLE III. (Part 2)  Provisional cases of selected notifiable diseases, United States, week ending November 14, 1998 (WEEK 45)*

column labels in same order that data fields appears in each record below:
Reporting Area
Meningococcal Disease cummulative for 1998
Meningococcal Disease cummulative for 1997
Mumps current week
Mumps cummulative for 1998
Mumps cummulative for 1997
Pertussis current week
Pertussis cummulative for 1998
Pertussis cummulative for 1997
Rubella current week
Rubella cummulative for 1998
Rubella cummulative for 1997

tab delimited data:
test
UNITED STATES	2,306	2,799	3	421	556	90	5,233	4,719	-	328	157										
NEW ENGLAND	100	177	-	7	10	8	817	858	-	38	1										
Maine	6	17	-	-	-	-	5	16	-	-	-										
N.H.	4	14	-	-	-	2	101	124	-	-	-										
Vt.	5	4	-	-	-	-	68	217	-	-	-										
Mass.	52	86	-	4	3	5	593	459	-	8	1										
R.I.	8	20	-	1	6	-	9	16	-	1	-										
Conn.	25	36	-	2	1	1	41	26	-	29	-										
MID. ATLANTIC	217	296	-	29	50	3	512	346	-	130	33										
Upstate N.Y.	62	76	-	6	11	3	276	139	-	111	5										
N.Y. City	22	48	-	4	3	-	23	60	-	14	28										
N.J.	54	62	-	2	7	-	5	13	-	4	-										
Pa.	79	110	-	17	29	-	208	134	-	1	-										
E.N. CENTRAL	342	427	-	69	77	9	565	519	-	-	6										
Ohio	128	150	-	27	30	5	252	150	-	-	-										
Ind.	62	48	-	6	12	-	137	54	-	-	-										
Ill.	84	131	-	11	11	-	96	80	-	-	2										
Mich.	40	61	-	25	20	4	63	53	-	-	-										
Wis.	28	37	-	-	4	-	17	182	-	-	4										
W.N. CENTRAL	194	209	1	30	15	6	491	416	-	33	-										
Minn.	30	34	-	13	5	5	295	247	-	-	-										
Iowa	39	44	1	11	8	-	69	70	-	-	-										
Mo.	70	90	-	3	-	-	32	61	-	2	-										
N. Dak.	5	2	-	2	-	1	3	1	-	-	-										
S. Dak.	7	5	-	-	-	-	8	4	-	-	-										
Nebr.	14	13	-	-	1	-	18	9	-	-	-										
Kans.	29	21	-	1	1	-	66	24	-	31	-										
S. ATLANTIC	400	476	-	47	62	10	287	383	-	19	78										
Del.	2	5	-	-	-	-	5	1	-	-	-										
Md.	26	41	-	-	1	-	51	108	-	1	-										
D.C.	1	12	-	-	-	-	1	3	-	-	1										
Va.	38	53	-	8	10	-	30	42	-	1	1										
W. Va.	16	16	-	-	-	1	2	6	-	-	-										
N.C.	54	84	-	11	10	5	96	112	-	13	59										
S.C.	53	49	-	6	11	1	27	25	-	-	15										
Ga.	90	93	-	1	10	-	24	13	-	-	-										
Fla.	120	123	-	21	20	3	51	73	-	4	2										
E.S. CENTRAL	219	210	-	14	29	5	114	127	-	2	1										
Ky.	33	43	-	-	3	3	50	56	-	-	-										
Tenn.	69	72	U	1	5	U	33	35	U	2	-										
Ala.	93	71	-	8	9	2	28	26	-	-	1										
Miss.	24	24	-	5	12	-	3	10	-	-	-										
W.S. CENTRAL	270	268	-	57	77	9	345	248	-	87	4										
Ark.	28	31	-	11	1	1	86	51	-	-	-										
La.	57	48	-	10	13	-	9	18	-	-	-										
Okla.	39	39	-	-	-	1	30	33	-	-	-										
Tex.	146	150	-	36	63	7	220	146	-	87	4										
MOUNTAIN	134	160	1	37	54	25	973	1,009	-	5	7										
Mont.	4	8	-	-	-	-	9	17	-	-	-										
Idaho	10	10	1	5	3	1	244	504	-	-	2										
Wyo.	5	3	-	1	1	-	8	7	-	-	-										
Colo.	27	43	-	6	3	3	199	313	-	-	-										
N. Mex.	25	27	N	N	N	1	90	92	-	1	-										
Ariz.	41	39	-	6	32	-	198	35	-	1	5										
Utah	14	13	-	5	8	20	178	20	-	2	-										
Nev.	8	17	U	14	7	U	47	21	U	1	-										
PACIFIC	430	576	1	131	182	15	1,129	813	-	14	27										
Wash.	58	80	-	10	19	14	297	341	-	9	5										
Oreg.	76	111	N	N	N	-	86	46	-	-	-										
Calif.	288	376	1	96	130	1	717	392	-	3	14										
Alaska	3	2	-	2	8	-	14	16	-	-	-										
Hawaii	5	7	-	23	25	-	15	18	-	2	8										
Guam	1	1	U	2	1	U	-	-	U	-	-										
P.R.	6	8	-	1	7	-	3	-	-	-	-										
V.I.	U	U	U	U	U	U	U	U	U	U	U										
Amer. Samoa	U	U	U	U	U	U	U	U	U	U	U										
C.N.M.I.	-	-	U	2	4	U	1	-	U	-	-										

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting year 1998 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


