
TABLE II. (Part 7)  Provisional cases of selected notifiable diseases, United States, week ending November 29, 2008 (WEEK 48)*

column labels in same order that data fields appears in each record below:
Reporting Area
Streptococcal disease, invasive, group A current week
Streptococcal disease, invasive, group A previous 52 weeks median 
Streptococcal disease, invasive, group A previous 52 weeks maximum 
Streptococcal disease, invasive, group A cummulative for 2008
Streptococcal disease, invasive, group A cummulative for 2007
Streptococcus pneumoniae, invasive disease, nondrug resistant †, Age <5 years current week
Streptococcus pneumoniae, invasive disease, nondrug resistant †, Age <5 years previous 52 weeks median 
Streptococcus pneumoniae, invasive disease, nondrug resistant †, Age <5 years previous 52 weeks maximum 
Streptococcus pneumoniae, invasive disease, nondrug resistant †, Age <5 years cummulative for 2008
Streptococcus pneumoniae, invasive disease, nondrug resistant †, Age <5 years cummulative for 2007

tab delimited data:
test
UNITED STATES	36	96	259	4,717	4,778	18	34	166	1,483	1,673											
NEW ENGLAND	-	6	31	315	362	-	1	14	71	116											
Conn.	-	0	26	96	112	-	0	11	11	13											
Maine	-	0	3	25	26	-	0	1	2	3											
Mass.	-	3	8	138	173	-	0	5	39	78											
N.H.	-	0	2	26	26	-	0	1	11	12											
R.I.	-	0	9	18	8	-	0	2	7	8											
Vt.	-	0	2	12	17	-	0	1	1	2											
MID. ATLANTIC	7	18	43	923	873	5	4	19	198	294											
N.J.	-	3	11	138	158	-	1	6	59	61											
N.Y. (Upstate)	5	6	17	300	261	5	2	14	98	98											
N.Y. City	-	3	10	173	216	-	0	8	41	135											
Pa.	2	6	16	312	238	N	0	0	N	N											
E.N. CENTRAL	1	19	42	852	895	1	6	23	244	286											
Ill.	-	4	16	223	265	-	1	5	48	77											
Ind.	-	2	11	122	109	-	0	14	36	19											
Mich.	-	3	10	159	191	-	1	5	70	74											
Ohio	1	5	14	244	212	1	1	5	55	58											
Wis.	-	1	10	104	118	-	1	4	35	58											
W.N. CENTRAL	-	5	39	358	318	3	2	16	137	97											
Iowa	-	0	0	-	-	-	0	0	-	-											
Kans.	-	0	5	36	31	-	0	3	18	2											
Minn.	-	0	35	166	153	3	0	13	63	52											
Mo.	-	2	10	83	80	-	1	2	31	25											
Nebr.	-	1	3	39	24	-	0	2	8	17											
N. Dak.	-	0	5	12	18	-	0	2	8	1											
S. Dak.	-	0	2	22	12	-	0	1	9	-											
S. ATLANTIC	18	21	37	1,026	1,175	5	6	16	275	303											
Del.	1	0	2	9	10	-	0	0	-	-											
D.C.	-	0	4	24	17	-	0	1	2	3											
Fla.	8	5	10	254	292	1	1	4	62	61											
Ga.	4	4	14	223	238	2	1	5	64	73											
Md.	-	4	8	167	197	2	1	5	54	61											
N.C.	4	2	10	130	155	N	0	0	N	N											
S.C.	-	1	5	65	96	-	1	4	47	54											
Va.	1	3	12	122	144	-	1	6	38	44											
W. Va.	-	0	3	32	26	-	0	1	8	7											
E.S. CENTRAL	2	4	9	163	196	-	2	11	93	93											
Ala.	N	0	0	N	N	N	0	0	N	N											
Ky.	-	1	3	38	37	N	0	0	N	N											
Miss.	N	0	0	N	N	-	0	3	20	8											
Tenn.	2	3	6	125	159	-	1	9	73	85											
W.S. CENTRAL	8	9	85	427	288	2	5	66	244	247											
Ark.	-	0	2	5	17	1	0	2	7	14											
La.	-	0	2	16	16	-	0	2	10	35											
Okla.	4	2	19	108	64	-	1	7	59	54											
Tex.	4	6	65	298	191	1	3	58	168	144											
MOUNTAIN	-	10	22	500	536	2	4	12	206	224											
Ariz.	-	3	9	187	199	2	2	8	105	111											
Colo.	-	3	8	137	133	-	1	4	55	44											
Idaho	-	0	2	15	18	-	0	1	5	2											
Mont.	N	0	0	N	N	-	0	1	4	1											
Nev.	-	0	1	12	2	N	0	0	N	N											
N. Mex.	-	2	8	92	97	-	0	3	17	38											
Utah	-	1	5	51	82	-	0	3	19	28											
Wyo.	-	0	2	6	5	-	0	1	1	-											
PACIFIC	-	3	10	153	135	-	0	2	15	13											
Alaska	-	0	4	36	25	N	0	0	N	N											
Calif.	-	0	0	-	-	N	0	0	N	N											
Hawaii	-	2	10	117	110	-	0	2	15	13											
Oreg.	N	0	0	N	N	N	0	0	N	N											
Wash.	N	0	0	N	N	N	0	0	N	N											
Amer. Samoa	-	0	12	30	4	N	0	0	N	N											
C.N.M.I.	-	-	-	-	-	-	-	-	-	-											
Guam	-	0	0	-	14	-	0	0	-	-											
P.R.	N	0	0	N	N	N	0	0	N	N											
V.I.	-	0	0	-	-	N	0	0	N	N											

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not notifiable.
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Incidence data for reporting year 2008 are provisional.
Data for HIV/AIDS, AIDS, and TB, when available, are displayed in Table IV, which appears quarterly.

† Includes cases of invasive pneumococcal disease, in children aged <5 years, caused by Streptococcus pneumoniae, 
which is susceptible or for which susceptibility testing is not available (NNDSS event code 11717).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


